drug1,drug2,conn score
oxybutynin,reboxetine,80.12
oxybutynin,felodipine,96.16
oxybutynin,acarbose,63.17
oxybutynin,prednisone,75.95
oxybutynin,bisoprolol,67.74
oxybutynin,terbinafine,92.56
oxybutynin,clofibric-acid,-13.98
oxybutynin,moxonidine,45.07
oxybutynin,bucladesine,60.53
oxybutynin,tizanidine,94.67
oxybutynin,diltiazem,51.99
oxybutynin,ipriflavone,80.14
oxybutynin,benzthiazide,55.12
oxybutynin,ubenimex,94.63
oxybutynin,dextromethorphan,27.17
oxybutynin,indapamide,83.53
oxybutynin,nimodipine,76.32
oxybutynin,warfarin,92.62
oxybutynin,cefdinir,57.64
oxybutynin,rifaximin,61.3
oxybutynin,phentolamine,54.13
oxybutynin,mephentermine,71.71
oxybutynin,exemestane,93.91
oxybutynin,pregnenolone,54.14
oxybutynin,mestinon,98.66
oxybutynin,rizatriptan,84.73
oxybutynin,nicardipine,15.17
oxybutynin,tolazamide,50.42
oxybutynin,fenoldopam,84.66
oxybutynin,cabergoline,31.17
oxybutynin,levofloxacin,86.79
oxybutynin,nicotine,94.08
oxybutynin,oxiconazole,83.94
oxybutynin,propylthiouracil,83.66
oxybutynin,amiloride,56.17
oxybutynin,afatinib,45.91
oxybutynin,cladribine,87.14
oxybutynin,capsaicin,63.91
oxybutynin,niclosamide,61.58
oxybutynin,pyrimethamine,52.85
oxybutynin,penciclovir,66.63
oxybutynin,atorvastatin,80.45
oxybutynin,palbociclib,98.13
oxybutynin,piretanide,5.29
oxybutynin,danazol,-15.8
oxybutynin,chloroquine,71.31
oxybutynin,pioglitazone,3.98
oxybutynin,cimetidine,23.04
oxybutynin,simvastatin,50.87
oxybutynin,irinotecan,31.36
oxybutynin,artesunate,63.76
oxybutynin,capecitabine,80.11
oxybutynin,pindolol,60.31
oxybutynin,estradiol,48.68
oxybutynin,ivermectin,50.61
oxybutynin,etodolac,54.77
oxybutynin,mebendazole,76.18
oxybutynin,podophyllotoxin,57.76
oxybutynin,estrone,55.58
oxybutynin,diflunisal,27.2
oxybutynin,vemurafenib,64.36
oxybutynin,ondansetron,51.65
oxybutynin,dilazep,48.43
oxybutynin,gefitinib,38.35
oxybutynin,imatinib,59.33
oxybutynin,perhexiline,50.3
oxybutynin,betahistine,70.0
oxybutynin,metolazone,69.96
oxybutynin,zidovudine,97.04
oxybutynin,nimesulide,39.57
oxybutynin,tamibarotene,37.45
oxybutynin,griseofulvin,98.06
oxybutynin,urapidil,42.5
oxybutynin,bromocriptine,63.45
oxybutynin,sulfafurazole,60.11
oxybutynin,fasudil,61.27
oxybutynin,meloxicam,72.3
oxybutynin,sunitinib,66.045
oxybutynin,epinephrine,77.66
oxybutynin,nevirapine,96.92
oxybutynin,carbamazepine,51.57
oxybutynin,tranylcypromine,60.41
oxybutynin,amlexanox,91.97
oxybutynin,atovaquone,88.74
oxybutynin,melperone,66.77
oxybutynin,olaparib,37.63
oxybutynin,ataluren,91.56
oxybutynin,selegiline,62.14
oxybutynin,quinine,40.76
oxybutynin,doxazosin,83.11
oxybutynin,gestrinone,92.9
oxybutynin,hydrocortisone,60.074
oxybutynin,eplerenone,56.37
oxybutynin,econazole,91.32
oxybutynin,irbesartan,72.56
oxybutynin,loratadine,90.82
oxybutynin,clofazimine,66.03
oxybutynin,meclofenamic-acid,94.18
oxybutynin,pinacidil,78.77
oxybutynin,oxybutynin,99.97
oxybutynin,tivozanib,84.44
oxybutynin,quinapril,84.48
oxybutynin,lamivudine,-15.0
oxybutynin,clofarabine,79.23
oxybutynin,ribavirin,23.65
oxybutynin,erlotinib,65.05
oxybutynin,topiramate,92.25
oxybutynin,levonorgestrel,93.06
oxybutynin,metoclopramide,41.44
oxybutynin,maprotiline,92.25
oxybutynin,ritodrine,47.5
oxybutynin,metronidazole,46.63
oxybutynin,tacrine,91.1
oxybutynin,thiothixene,81.77
oxybutynin,levetiracetam,29.22
oxybutynin,atomoxetine,88.04
oxybutynin,metixene,65.43
oxybutynin,temsirolimus,40.98
oxybutynin,butoconazole,67.95
oxybutynin,orphenadrine,54.77
oxybutynin,methylprednisolone,20.99
oxybutynin,belinostat,41.14
oxybutynin,tofacitinib,49.29
oxybutynin,quercetin,30.71
oxybutynin,reserpine,98.58
oxybutynin,gliquidone,9.49
oxybutynin,lacidipine,93.87
oxybutynin,norgestrel,42.43
oxybutynin,fludroxycortide,52.45
oxybutynin,ritonavir,69.66
oxybutynin,metoprolol,89.33
oxybutynin,naftifine,32.32
oxybutynin,enalapril,98.45
oxybutynin,tamoxifen,71.44
oxybutynin,benzylpenicillin,35.93
oxybutynin,doxapram,18.03
oxybutynin,methimazole,99.72
oxybutynin,mercaptopurine,97.04
oxybutynin,yohimbine,60.84
oxybutynin,doxorubicin,11.63
oxybutynin,neratinib,81.48
oxybutynin,maraviroc,85.44
oxybutynin,mepivacaine,18.01
oxybutynin,cyproheptadine,20.89
oxybutynin,crizotinib,27.66
oxybutynin,benzbromarone,83.69
oxybutynin,azacitidine,85.72
oxybutynin,everolimus,62.37
oxybutynin,rimexolone,16.06
oxybutynin,niacin,70.75
oxybutynin,ruxolitinib,36.6
oxybutynin,sumatriptan,60.52
oxybutynin,vinpocetine,49.26
oxybutynin,mitoxantrone,30.17
oxybutynin,sirolimus,9.57
oxybutynin,dolasetron,58.35
oxybutynin,etoposide,-37.21
oxybutynin,lenalidomide,80.21
oxybutynin,bifonazole,80.39
oxybutynin,etacrynic-acid,93.06
oxybutynin,mepacrine,71.8
oxybutynin,norethindrone,98.13
oxybutynin,ketanserin,51.62
oxybutynin,sorafenib,40.22
oxybutynin,ozagrel,87.93
oxybutynin,raltegravir,74.33
oxybutynin,medrysone,79.76
oxybutynin,tibolone,6.31
oxybutynin,leflunomide,53.9
oxybutynin,azithromycin,9.73
oxybutynin,digoxin,9.95
oxybutynin,praziquantel,45.75
oxybutynin,entecavir,64.08
oxybutynin,gemcitabine,16.32
oxybutynin,bosentan,90.08
oxybutynin,dicloxacillin,45.53
oxybutynin,docetaxel,92.77
oxybutynin,scopolamine,73.925
oxybutynin,tadalafil,65.6
oxybutynin,lopinavir,97.22
oxybutynin,phenylbutyrate,94.66
oxybutynin,granisetron,69.4
oxybutynin,losartan,66.32
oxybutynin,doxycycline,81.84
oxybutynin,esmolol,53.65
oxybutynin,tranilast,7.13
oxybutynin,lasalocid,62.71
oxybutynin,sildenafil,30.31
oxybutynin,varenicline,90.72
oxybutynin,atracurium,5.29
oxybutynin,vidarabine,97.04
oxybutynin,nilotinib,43.73
oxybutynin,triclabendazole,25.08
oxybutynin,pazopanib,63.77
oxybutynin,picotamide,90.96
oxybutynin,phensuximide,33.71
oxybutynin,vorinostat,16.08
oxybutynin,calcitriol,86.93
oxybutynin,daunorubicin,-5.29
oxybutynin,toremifene,82.46
oxybutynin,valproic-acid,88.31
oxybutynin,mepyramine,60.97
oxybutynin,actarit,14.78
oxybutynin,methazolamide,74.36
oxybutynin,elvitegravir,8.83
oxybutynin,fulvestrant,19.12
oxybutynin,amsacrine,4.4
oxybutynin,vinburnine,65.45
oxybutynin,naftopidil,8.58
oxybutynin,olanzapine,43.48
oxybutynin,raloxifene,32.24
oxybutynin,temozolomide,26.53
oxybutynin,pitavastatin,-18.14
oxybutynin,rivaroxaban,19.2
oxybutynin,bimatoprost,99.05
oxybutynin,ranitidine,27.11
oxybutynin,formoterol,7.14
oxybutynin,aspirin,84.42
oxybutynin,noscapine,18.56
oxybutynin,homoharringtonine,18.05
oxybutynin,dapsone,36.0
oxybutynin,nicotinamide,18.08
oxybutynin,SN-38,22.65
oxybutynin,ketoconazole,40.05
oxybutynin,acyclovir,15.59
oxybutynin,propranolol,24.91
oxybutynin,cholic-acid,91.51
oxybutynin,eugenol,18.16
oxybutynin,ziprasidone,24.83
oxybutynin,ofloxacin,99.3
oxybutynin,sitagliptin,7.02
oxybutynin,physostigmine,11.67
oxybutynin,deferiprone,33.86
phensuximide,cytarabine,93.62
phensuximide,trimebutine,81.02
phensuximide,nateglinide,6.66
phensuximide,ganciclovir,62.99
phensuximide,latanoprost,65.14
phensuximide,aripiprazole,23.07
phensuximide,bicalutamide,91.24
phensuximide,oxaprozin,95.22
phensuximide,pimozide,89.01
phensuximide,carvedilol,75.54
phensuximide,ticlopidine,5.0
phensuximide,diazoxide,87.28
phensuximide,itraconazole,28.02
phensuximide,papaverine,69.26
phensuximide,dihydroergocristine,99.22
phensuximide,saquinavir,89.65
phensuximide,clarithromycin,95.08
phensuximide,metergoline,99.22
phensuximide,clonidine,96.2
phensuximide,prochlorperazine,65.56
phensuximide,escitalopram,89.66
phensuximide,sertaconazole,96.46
phensuximide,famciclovir,75.37
phensuximide,milrinone,80.92
phensuximide,rutin,69.07
phensuximide,loperamide,95.22
phensuximide,molindone,82.78
phensuximide,protriptyline,68.54
phensuximide,altrenogest,80.13
phensuximide,nortriptyline,61.46
phensuximide,rabeprazole,80.65
phensuximide,amoxapine,92.7
phensuximide,rifabutin,35.7
phensuximide,etomidate,63.98
phensuximide,candesartan,72.66
phensuximide,letrozole,96.24
phensuximide,flutamide,95.78
phensuximide,sertraline,45.14
phensuximide,metformin,77.93
phensuximide,primidone,82.69
phensuximide,celecoxib,94.05
phensuximide,primaquine,36.53
phensuximide,duloxetine,91.86
phensuximide,chloroxine,71.08
phensuximide,chlorphenamine,81.18
phensuximide,clomifene,35.68
phensuximide,ambroxol,29.21
phensuximide,ipratropium,94.83
phensuximide,triamterene,12.26
phensuximide,ketotifen,69.93
phensuximide,secnidazole,73.77
phensuximide,penfluridol,80.88
phensuximide,valsartan,65.98
phensuximide,oxfendazole,72.27
phensuximide,imipramine,91.86
phensuximide,pilocarpine,34.11
phensuximide,paclitaxel,82.98
phensuximide,risperidone,81.37
phensuximide,propafenone,75.59
phensuximide,dopamine,68.43
phensuximide,ibuprofen,71.43
phensuximide,tolbutamide,92.83
phensuximide,clozapine,73.1
phensuximide,pravastatin,93.93
phensuximide,flecainide,88.29
phensuximide,fluoxetine,99.01
phensuximide,mefloquine,93.06
phensuximide,amitriptyline,34.51
phensuximide,clotrimazole,72.89
phensuximide,progesterone,71.17
phensuximide,glimepiride,57.61
phensuximide,lidoflazine,72.29
phensuximide,flavoxate,93.84
phensuximide,bifemelane,77.18
phensuximide,prazosin,69.5
phensuximide,midostaurin,66.63
phensuximide,floxuridine,77.03
phensuximide,amantadine,82.59
phensuximide,balsalazide,88.27
phensuximide,clomipramine,78.01
phensuximide,fluconazole,68.34
phensuximide,propentofylline,93.9
phensuximide,triflupromazine,72.86
phensuximide,lamotrigine,93.99
phensuximide,chlorambucil,65.67
phensuximide,fluvoxamine,65.5
phensuximide,doxepin,22.25
phensuximide,fluphenazine,76.72
phensuximide,perindopril,90.58
phensuximide,phenytoin,55.83
phensuximide,piperidolate,91.93
phensuximide,racecadotril,89.2
phensuximide,finasteride,18.23
phensuximide,moclobemide,31.89
phensuximide,dantrolene,71.15
phensuximide,rosuvastatin,43.67
phensuximide,bezafibrate,48.69
phensuximide,glipizide,69.31
phensuximide,mirtazapine,85.13
phensuximide,isradipine,84.81
phensuximide,lapatinib,0.61
phensuximide,gemfibrozil,91.93
phensuximide,telmisartan,96.15
phensuximide,trimipramine,93.02
phensuximide,trifluoperazine,86.29
phensuximide,diclofenac,73.4
phensuximide,tiabendazole,57.2
phensuximide,felbamate,48.55
phensuximide,sotalol,93.9
phensuximide,bosutinib,67.59
phensuximide,ropinirole,90.39
phensuximide,oxybuprocaine,24.1
phensuximide,hydroflumethiazide,92.96
phensuximide,zileuton,93.42
phensuximide,paroxetine,80.99
phensuximide,spironolactone,80.87
phensuximide,bupropion,79.6
phensuximide,aminoglutethimide,90.07
phensuximide,ethinyl-estradiol,98.94
phensuximide,riluzole,64.79
phensuximide,quetiapine,92.51
phensuximide,nicergoline,83.39
phensuximide,fexofenadine,33.13
phensuximide,sulpiride,38.89
phensuximide,carprofen,70.05
phensuximide,medetomidine,99.22
phensuximide,famotidine,58.04
phensuximide,amodiaquine,84.08
phensuximide,milnacipran,45.03
phensuximide,vardenafil,83.1
phensuximide,pyrazinamide,86.71
phensuximide,masitinib,76.8
phensuximide,pantoprazole,80.03
phensuximide,decitabine,87.08
phensuximide,dasatinib,79.52
phensuximide,proguanil,56.18
phensuximide,azathioprine,58.44
phensuximide,anastrozole,73.43
phensuximide,piroxicam,32.98
phensuximide,ranolazine,58.84
phensuximide,buflomedil,67.0
phensuximide,verapamil,72.69
phensuximide,fluspirilene,69.04
phensuximide,dexamethasone,55.315
phensuximide,zafirlukast,80.7
phensuximide,menadione,58.54
phensuximide,droperidol,78.8
phensuximide,quinidine,82.92
phensuximide,disopyramide,78.29
phensuximide,anagrelide,25.97
phensuximide,chloramphenicol,60.95
phensuximide,altretamine,92.78
phensuximide,homochlorcyclizine,65.22
phensuximide,rilmenidine,52.625
phensuximide,fosinopril,59.67
phensuximide,idebenone,92.47
phensuximide,busulfan,92.09
phensuximide,molsidomine,89.12
phensuximide,reboxetine,77.51
phensuximide,felodipine,11.12
phensuximide,acarbose,63.64
phensuximide,prednisone,50.59
phensuximide,bisoprolol,88.09
phensuximide,terbinafine,55.09
phensuximide,clofibric-acid,70.83
phensuximide,moxonidine,65.82
phensuximide,bucladesine,95.46
phensuximide,tizanidine,49.17
phensuximide,diltiazem,99.26
phensuximide,ipriflavone,72.9
phensuximide,benzthiazide,81.64
phensuximide,ubenimex,78.48
phensuximide,dextromethorphan,51.16
phensuximide,indapamide,89.22
phensuximide,nimodipine,93.62
phensuximide,warfarin,99.61
phensuximide,cefdinir,77.79
phensuximide,rifaximin,90.76
phensuximide,phentolamine,83.45
phensuximide,mephentermine,66.79
phensuximide,exemestane,89.24
phensuximide,pregnenolone,53.275000000000006
phensuximide,mestinon,37.94
phensuximide,rizatriptan,83.82
phensuximide,nicardipine,99.05
phensuximide,tolazamide,86.1
phensuximide,fenoldopam,40.6
phensuximide,cabergoline,75.57
phensuximide,levofloxacin,-27.87
phensuximide,nicotine,80.09
phensuximide,oxiconazole,78.92
phensuximide,propylthiouracil,25.46
phensuximide,amiloride,90.12
phensuximide,afatinib,65.19
phensuximide,cladribine,30.74
phensuximide,capsaicin,14.08
phensuximide,niclosamide,34.63
phensuximide,pyrimethamine,93.1
phensuximide,penciclovir,51.17
phensuximide,atorvastatin,96.76
phensuximide,palbociclib,41.24
phensuximide,piretanide,37.22
phensuximide,danazol,61.44
phensuximide,chloroquine,92.69
phensuximide,pioglitazone,75.56
phensuximide,cimetidine,97.19
phensuximide,simvastatin,40.19
phensuximide,irinotecan,14.74
phensuximide,artesunate,19.68
phensuximide,capecitabine,51.47
phensuximide,pindolol,62.61
phensuximide,estradiol,92.64
phensuximide,ivermectin,1.06
phensuximide,etodolac,45.18
phensuximide,mebendazole,53.17
phensuximide,podophyllotoxin,24.62
phensuximide,estrone,83.92
phensuximide,diflunisal,82.2
phensuximide,vemurafenib,72.24
phensuximide,ondansetron,91.22
phensuximide,dilazep,88.19
phensuximide,gefitinib,30.08
phensuximide,imatinib,99.26
phensuximide,perhexiline,22.33
phensuximide,betahistine,54.12
phensuximide,metolazone,77.96
phensuximide,zidovudine,64.39
phensuximide,nimesulide,42.49
phensuximide,tamibarotene,79.59
phensuximide,griseofulvin,73.34
phensuximide,urapidil,26.3
phensuximide,bromocriptine,21.18
phensuximide,sulfafurazole,89.95
phensuximide,fasudil,75.9
phensuximide,meloxicam,80.96
phensuximide,sunitinib,62.48
phensuximide,epinephrine,24.51
phensuximide,nevirapine,70.39
phensuximide,carbamazepine,72.96
phensuximide,tranylcypromine,99.44
phensuximide,amlexanox,45.14
phensuximide,atovaquone,95.23
phensuximide,melperone,41.06
phensuximide,olaparib,81.35
phensuximide,ataluren,74.58
phensuximide,selegiline,60.09
phensuximide,quinine,97.29
phensuximide,doxazosin,77.16
phensuximide,gestrinone,75.35
phensuximide,hydrocortisone,50.426
phensuximide,eplerenone,73.18
phensuximide,econazole,-31.15
phensuximide,irbesartan,71.14
phensuximide,loratadine,30.7
phensuximide,clofazimine,54.13
phensuximide,meclofenamic-acid,68.49
phensuximide,pinacidil,79.66
phensuximide,oxybutynin,72.76
phensuximide,tivozanib,62.15
phensuximide,quinapril,70.95
phensuximide,lamivudine,46.11
phensuximide,clofarabine,46.1
phensuximide,ribavirin,97.96
phensuximide,erlotinib,60.26
phensuximide,topiramate,-0.72
phensuximide,levonorgestrel,38.23
phensuximide,metoclopramide,-19.0
phensuximide,maprotiline,96.85
phensuximide,ritodrine,37.56
phensuximide,metronidazole,73.15
phensuximide,tacrine,47.45
phensuximide,thiothixene,54.94
phensuximide,levetiracetam,60.34
phensuximide,atomoxetine,94.41
phensuximide,metixene,61.6
phensuximide,temsirolimus,18.89
phensuximide,butoconazole,86.98
phensuximide,orphenadrine,76.92
phensuximide,methylprednisolone,74.17
phensuximide,belinostat,34.18
phensuximide,tofacitinib,79.15
phensuximide,quercetin,60.52
phensuximide,reserpine,31.81
phensuximide,gliquidone,58.04
phensuximide,lacidipine,44.75
phensuximide,norgestrel,69.91
phensuximide,fludroxycortide,31.94
phensuximide,ritonavir,87.8
phensuximide,metoprolol,97.92
phensuximide,naftifine,87.8
phensuximide,enalapril,42.82
phensuximide,tamoxifen,65.63
phensuximide,benzylpenicillin,74.49
phensuximide,doxapram,81.57
phensuximide,methimazole,47.95
phensuximide,mercaptopurine,94.62
phensuximide,yohimbine,68.09
phensuximide,doxorubicin,-17.42
phensuximide,neratinib,75.86
phensuximide,maraviroc,48.12
phensuximide,mepivacaine,48.2
phensuximide,cyproheptadine,98.0
phensuximide,crizotinib,58.41
phensuximide,benzbromarone,54.45
phensuximide,azacitidine,45.71
phensuximide,everolimus,-16.73
phensuximide,rimexolone,10.38
phensuximide,niacin,80.29
phensuximide,ruxolitinib,7.25
phensuximide,sumatriptan,20.58
phensuximide,vinpocetine,99.22
phensuximide,mitoxantrone,-76.55
phensuximide,sirolimus,96.66
phensuximide,dolasetron,71.71
phensuximide,etoposide,28.78
phensuximide,lenalidomide,32.92
phensuximide,bifonazole,20.44
phensuximide,etacrynic-acid,99.08
phensuximide,mepacrine,52.16
phensuximide,norethindrone,4.03
phensuximide,ketanserin,98.87
phensuximide,sorafenib,83.54
phensuximide,ozagrel,97.85
phensuximide,raltegravir,19.73
phensuximide,medrysone,28.16
phensuximide,tibolone,38.19
phensuximide,leflunomide,56.49
phensuximide,azithromycin,73.06
phensuximide,digoxin,21.24
phensuximide,praziquantel,89.53
phensuximide,entecavir,69.85
phensuximide,gemcitabine,52.42
phensuximide,bosentan,14.42
phensuximide,dicloxacillin,90.58
phensuximide,docetaxel,-84.65
phensuximide,scopolamine,11.375
phensuximide,tadalafil,59.32
phensuximide,lopinavir,36.09
phensuximide,phenylbutyrate,85.54
phensuximide,granisetron,50.64
phensuximide,losartan,94.02
phensuximide,doxycycline,35.98
phensuximide,esmolol,4.4
phensuximide,tranilast,27.31
phensuximide,lasalocid,78.51
phensuximide,sildenafil,55.37
phensuximide,varenicline,55.77
phensuximide,atracurium,82.21
phensuximide,vidarabine,-0.46
phensuximide,nilotinib,62.21
phensuximide,triclabendazole,27.9
phensuximide,pazopanib,29.25
phensuximide,picotamide,93.63
phensuximide,phensuximide,99.97
phensuximide,vorinostat,34.7
phensuximide,calcitriol,80.7
phensuximide,daunorubicin,1.34
phensuximide,toremifene,69.45
phensuximide,valproic-acid,81.07
phensuximide,mepyramine,2.61
phensuximide,actarit,20.32
phensuximide,methazolamide,15.01
phensuximide,elvitegravir,82.52
phensuximide,fulvestrant,18.48
phensuximide,amsacrine,21.18
phensuximide,vinburnine,47.56
phensuximide,naftopidil,0.85
phensuximide,olanzapine,25.36
phensuximide,raloxifene,9.04
phensuximide,temozolomide,90.74
phensuximide,pitavastatin,14.73
phensuximide,rivaroxaban,27.98
phensuximide,bimatoprost,49.22
phensuximide,ranitidine,55.31
phensuximide,formoterol,25.97
phensuximide,aspirin,80.9
phensuximide,noscapine,13.51
phensuximide,homoharringtonine,42.44
phensuximide,dapsone,90.97
phensuximide,nicotinamide,73.07
phensuximide,SN-38,20.75
phensuximide,ketoconazole,81.88
phensuximide,acyclovir,61.82
phensuximide,propranolol,46.88
phensuximide,cholic-acid,82.95
phensuximide,eugenol,98.87
phensuximide,ziprasidone,6.08
phensuximide,ofloxacin,27.7
phensuximide,sitagliptin,79.64
phensuximide,physostigmine,-80.12
phensuximide,deferiprone,25.21
pimozide,cytarabine,70.1
pimozide,trimebutine,37.43
pimozide,nateglinide,11.78
pimozide,ganciclovir,7.59
pimozide,latanoprost,46.58
pimozide,aripiprazole,86.19
pimozide,bicalutamide,57.05
pimozide,oxaprozin,11.73
pimozide,pimozide,99.98
pimozide,carvedilol,92.07
pimozide,ticlopidine,38.63
pimozide,diazoxide,7.94
pimozide,itraconazole,87.86
pimozide,papaverine,79.02
pimozide,dihydroergocristine,95.99
pimozide,saquinavir,15.54
pimozide,clarithromycin,1.87
pimozide,metergoline,99.93
pimozide,clonidine,19.8
pimozide,prochlorperazine,90.56
pimozide,escitalopram,19.26
pimozide,sertaconazole,75.38
pimozide,famciclovir,36.34
pimozide,milrinone,46.95
pimozide,rutin,16.65
pimozide,loperamide,96.9
pimozide,molindone,42.24
pimozide,protriptyline,58.69
pimozide,altrenogest,26.04
pimozide,nortriptyline,99.05
pimozide,rabeprazole,32.77
pimozide,amoxapine,96.86
pimozide,rifabutin,39.12
pimozide,etomidate,65.13
pimozide,candesartan,17.31
pimozide,letrozole,35.8
pimozide,flutamide,33.76
pimozide,sertraline,98.87
pimozide,metformin,8.44
pimozide,primidone,20.97
pimozide,celecoxib,47.47
pimozide,primaquine,11.88
pimozide,duloxetine,84.18
pimozide,chloroxine,79.42
pimozide,chlorphenamine,12.64
pimozide,clomifene,95.06
pimozide,ambroxol,17.33
pimozide,ipratropium,2.04
pimozide,triamterene,10.87
pimozide,ketotifen,39.98
pimozide,secnidazole,75.33
pimozide,penfluridol,97.42
pimozide,valsartan,28.76
pimozide,oxfendazole,3.59
pimozide,imipramine,95.28
pimozide,pilocarpine,19.84
pimozide,paclitaxel,38.74
pimozide,risperidone,35.94
pimozide,propafenone,56.65
pimozide,dopamine,25.51
pimozide,ibuprofen,10.83
pimozide,tolbutamide,25.85
pimozide,clozapine,67.74
pimozide,pravastatin,3.88
pimozide,flecainide,37.78
pimozide,fluoxetine,96.3
pimozide,mefloquine,96.69
pimozide,amitriptyline,93.19
pimozide,clotrimazole,65.67
pimozide,progesterone,36.04
pimozide,glimepiride,29.48
pimozide,lidoflazine,49.62
pimozide,flavoxate,0.63
pimozide,bifemelane,78.21
pimozide,prazosin,21.81
pimozide,midostaurin,88.1
pimozide,floxuridine,23.15
pimozide,amantadine,-1.37
pimozide,balsalazide,2.41
pimozide,clomipramine,82.62
pimozide,fluconazole,10.82
pimozide,propentofylline,38.07
pimozide,triflupromazine,98.06
pimozide,lamotrigine,15.98
pimozide,chlorambucil,2.79
pimozide,fluvoxamine,78.89
pimozide,doxepin,73.23
pimozide,fluphenazine,97.29
pimozide,perindopril,8.0
pimozide,phenytoin,1.3
pimozide,piperidolate,10.5
pimozide,racecadotril,1.52
pimozide,finasteride,4.18
pimozide,moclobemide,0.85
pimozide,dantrolene,46.16
pimozide,rosuvastatin,39.17
pimozide,bezafibrate,0.21
pimozide,glipizide,28.26
pimozide,mirtazapine,63.03
pimozide,isradipine,50.34
pimozide,lapatinib,67.43
pimozide,gemfibrozil,2.43
pimozide,telmisartan,35.09
pimozide,trimipramine,97.5
pimozide,trifluoperazine,98.8
pimozide,diclofenac,11.77
pimozide,tiabendazole,3.86
pimozide,felbamate,7.62
pimozide,sotalol,2.04
pimozide,bosutinib,76.82
pimozide,ropinirole,10.82
pimozide,oxybuprocaine,10.81
pimozide,hydroflumethiazide,2.18
pimozide,zileuton,18.4
pimozide,paroxetine,97.6
pimozide,spironolactone,5.32
pimozide,bupropion,15.18
pimozide,aminoglutethimide,27.21
pimozide,ethinyl-estradiol,1.83
pimozide,riluzole,6.72
pimozide,quetiapine,51.95
pimozide,nicergoline,68.75
pimozide,fexofenadine,1.76
pimozide,sulpiride,-4.89
pimozide,carprofen,0.7
pimozide,medetomidine,11.11
pimozide,famotidine,-3.49
pimozide,amodiaquine,80.72
pimozide,milnacipran,27.53
pimozide,vardenafil,47.72
pimozide,pyrazinamide,35.25
pimozide,masitinib,11.12
pimozide,pantoprazole,15.14
pimozide,decitabine,25.9
pimozide,dasatinib,65.74
pimozide,proguanil,34.94
pimozide,azathioprine,68.31
pimozide,anastrozole,6.46
pimozide,piroxicam,7.82
pimozide,ranolazine,4.17
pimozide,buflomedil,8.04
pimozide,verapamil,26.12
pimozide,fluspirilene,97.64
pimozide,dexamethasone,17.310000000000002
pimozide,zafirlukast,2.43
pimozide,menadione,26.99
pimozide,droperidol,3.23
pimozide,quinidine,21.05
pimozide,disopyramide,20.72
pimozide,anagrelide,3.89
pimozide,chloramphenicol,1.16
pimozide,altretamine,5.52
pimozide,homochlorcyclizine,91.37
pimozide,rilmenidine,15.620000000000001
pimozide,fosinopril,4.13
pimozide,idebenone,12.75
pimozide,busulfan,-1.02
pimozide,molsidomine,46.08
pimozide,reboxetine,3.67
pimozide,felodipine,-1.2
pimozide,acarbose,69.3
pimozide,prednisone,1.37
pimozide,bisoprolol,0.81
pimozide,terbinafine,42.8
pimozide,clofibric-acid,-0.02
pimozide,moxonidine,47.59
pimozide,bucladesine,25.56
pimozide,tizanidine,3.91
pimozide,diltiazem,55.72
pimozide,ipriflavone,8.13
pimozide,benzthiazide,4.59
pimozide,ubenimex,28.04
pimozide,dextromethorphan,4.66
pimozide,indapamide,37.78
pimozide,nimodipine,3.91
pimozide,warfarin,40.3
pimozide,cefdinir,3.28
pimozide,rifaximin,72.3
pimozide,phentolamine,4.12
pimozide,mephentermine,6.95
pimozide,exemestane,47.76
pimozide,pregnenolone,3.9099999999999997
pimozide,mestinon,47.87
pimozide,rizatriptan,23.86
pimozide,nicardipine,50.79
pimozide,tolazamide,6.2
pimozide,fenoldopam,55.51
pimozide,cabergoline,52.25
pimozide,levofloxacin,33.09
pimozide,nicotine,13.92
pimozide,oxiconazole,60.56
pimozide,propylthiouracil,1.59
pimozide,amiloride,19.31
pimozide,afatinib,94.26
pimozide,cladribine,44.15
pimozide,capsaicin,26.12
pimozide,niclosamide,98.7
pimozide,pyrimethamine,47.68
pimozide,penciclovir,19.35
pimozide,atorvastatin,66.55
pimozide,palbociclib,35.83
pimozide,piretanide,46.79
pimozide,danazol,6.19
pimozide,chloroquine,50.26
pimozide,pioglitazone,1.37
pimozide,cimetidine,5.52
pimozide,simvastatin,95.68
pimozide,irinotecan,57.53
pimozide,artesunate,16.57
pimozide,capecitabine,19.84
pimozide,pindolol,86.1
pimozide,estradiol,15.85
pimozide,ivermectin,87.44
pimozide,etodolac,24.4
pimozide,mebendazole,7.94
pimozide,podophyllotoxin,13.56
pimozide,estrone,19.08
pimozide,diflunisal,4.0
pimozide,vemurafenib,68.06
pimozide,ondansetron,22.52
pimozide,dilazep,94.87
pimozide,gefitinib,59.53
pimozide,imatinib,53.37
pimozide,perhexiline,98.55
pimozide,betahistine,11.51
pimozide,metolazone,6.29
pimozide,zidovudine,2.72
pimozide,nimesulide,0.02
pimozide,tamibarotene,48.64
pimozide,griseofulvin,33.05
pimozide,urapidil,10.17
pimozide,bromocriptine,71.03
pimozide,sulfafurazole,37.76
pimozide,fasudil,57.03
pimozide,meloxicam,1.79
pimozide,sunitinib,59.655
pimozide,epinephrine,3.14
pimozide,nevirapine,20.01
pimozide,carbamazepine,4.41
pimozide,tranylcypromine,34.89
pimozide,amlexanox,9.27
pimozide,atovaquone,65.69
pimozide,melperone,1.24
pimozide,olaparib,16.47
