#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A92630576-summary	BRD-K32107296-summary	BRD-K89732114-summary	BRD-K77695569-summary	BRD-K29653726-summary	BRD-K63675182-summary	BRD-K92049597-summary	BRD-K06335600-summary	BRD-K32164935-summary	BRD-K73999723-summary	BRD-K85119730-summary	BRD-A19195498-summary	BRD-K00603606-summary	BRD-K68132782-summary	BRD-K97309399-summary	BRD-A62025033-summary	BRD-K59574735-summary	BRD-K81916719-summary	BRD-K53414658-summary	BRD-K31283835-summary
BRD-K26863634	CP	BIX-01338	histone methyltransferase inhibitor			2.82, 0.56	35.63	1.50, 0.34	93.97	54.46	-40.02	85.57	29.44	75.77	3.27	11.84	48.47	9.78	17.60	32.05	12.90	18.66	50.69	39.20	56.33	64.40	78.30	16.25
BRD-K92138166	CP	mammea-a	cytotoxic, antibacterial			3.21, 2.14	35.63	0.55, 0.08	36.51	51.18	3.24	31.26	65.64	30.70	32.68	20.60	34.01	13.22	27.28	38.76	42.03	2.33	75.72	95.80	99.14	81.92	67.87	34.74
BRD-A45889380	CP	mepacrine	NFkB pathway inhibitor, cytokine production inhibitor, TP53 expression enhancer, acetylcholinesterase inhibitor, AKT inhibitor, apoptosis stimulant, DNA inhibitor, mTOR inhibitor, phospholipase inhibitor, PI3K inhibitor, secretory phospholipase inhibitor, TP53 activator	TP53, AKT1, MTOR, NFKB1, PLA2G1B, PLA2G2A, PLA2G2D, PLA2G4A, PLA2G6, PLCL1	NFkB pathway inhibitor	2.67, 1.60	35.57	1.22, 0.24	35.20	29.52	77.01	23.47	32.05	64.61	11.97	32.19	0.78	47.30	17.09	15.55	42.04	45.39	62.21	82.83	18.19	35.93	88.62	57.21
BRD-K26015241	CP	ODQ	guanylyl cyclase inhibitor, inhibitor of soluble guanylyl cyclase, potassium channel blocker	GUCY1A2, GUCY1A3, GUCY1B3		1.60, 1.07	35.53	1.08, 0.33	5.11	91.16	32.51	90.61	70.16	31.40	78.63	20.58	24.13	16.71	36.72	91.09	17.89	34.34	75.40	36.94	87.25	84.25	12.59	24.47
BRD-K09499853	CP	KU-0060648	DNA dependent protein kinase, DNA dependent protein kinase inhibitor, PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC	DNA dependent protein kinase inhibitor, PI3K inhibitor	5.88, 2.14	35.50	1.84, 0.56	37.68	11.63	98.24	45.15	23.25	95.50	20.74	19.89	10.57	29.15	16.04	83.03	48.35	36.76	91.51	96.19	16.92	34.24	92.87	24.83
BRD-K16478699	CP	PLX-4720	RAF inhibitor	BRAF, KDR	RAF inhibitor	3.21, 1.60	35.44	0.86, 0.30	25.05	63.41	9.41	20.23	58.48	9.62	55.54	12.89	63.34	37.29	28.63	69.74	15.53	23.71	39.17	33.59	29.92	48.29	89.91	58.76
BRD-A11007541	CP	BCI-hydrochloride	MAP kinase phosphatase inhibitor, protein phosphatase inhibitor	DUSP1, DUSP6		1.07, 0.00	35.43	2.47, 0.52	42.54	-21.05	5.36	56.25	12.15	75.76	14.07	37.68	6.24	50.63	18.29	21.01	33.19	75.72	89.59	72.60	25.48	38.55	31.41	40.18
BRD-K85925969	CP	zalcitabine	nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor		Nucleoside reverse transcriptase inhibitor	9.38, 5.00	35.40	0.81, 0.27	87.00	56.73	1.09	13.18	97.72	14.92	96.80	29.85	0.21	49.99	45.49	13.76	18.03	40.95	23.90	55.57	27.55	97.78	2.60	96.19
BRD-K21350491	CP	phenamil	acid sensing ion channel blocker, Sodium Channel  Blockers, TRPP3 channel inhibitor, TRPV modulator	PKD2L1		2.82, 0.56	35.39	0.80, 0.23	34.09	46.82	35.31	33.15	41.84	55.49	45.74	19.37	45.13	14.12	16.14	11.11	6.82	10.71	35.46	74.29	0.00	81.44	82.65	41.61
BRD-K32412559	CP	morphothebaine	adrenergic receptor inhibitor			5.88, 3.21	35.36	0.58, 0.15	29.50	98.31	-1.90	99.74	56.65	8.66	8.97	31.25	97.05	39.48	39.70	15.87	11.17	24.39	9.95	65.92	47.05	23.29	60.21	99.26
BRD-K62792802	CP	LY-83583	inhibitor of soluble guanylyl cyclase, leukotriene synthesis inhibitor	GUCY1A2		7.78, 2.99	35.31	2.01, 0.45	91.64	6.34	32.55	15.46	69.34	36.18	33.29	43.10	14.46	98.06	34.43	-5.85	99.01	33.49	45.58	18.76	95.23	14.53	36.50	42.09
BRD-K95851186	CP	CGP-13501	GABA receptor modulator	GABBR1		2.14, 1.60	35.30	1.01, 0.28	46.52	-9.23	0.99	47.35	49.38	32.68	61.21	28.14	20.64	90.26	3.63	29.29	18.44	12.99	1.09	48.10	61.65	37.91	60.72	64.13
BRD-K66093087	CP	FGIN-1-43	benzodiazepine receptor ligand	TSPO		3.39, 1.13	35.29	1.50, 0.53	60.29	84.90	7.61	74.24	78.92	4.92	10.80	84.71	97.45	1.34	8.18	12.01	37.80	1.34	12.19	62.09	29.61	65.04	53.19	32.78
BRD-A55913614	CP	primaquine	antimalarial agent, DNA inhibitor	KRT7, NQO2		2.14, 1.07	35.27	0.57, 0.14	34.67	32.79	21.71	75.46	13.99	34.39	55.56	17.05	24.39	35.72	47.00	16.59	79.28	77.75	51.75	31.66	58.05	34.82	43.78	44.55
BRD-K54708045	CP	nTZDpa	PPAR receptor partial agonist	PPARG	PPAR receptor agonist	4.81, 2.14	35.25	0.97, 0.24	43.24	97.12	-5.75	85.82	51.07	23.12	34.60	35.91	29.12	20.66	66.06	51.61	29.83	20.26	6.87	50.27	25.98	79.35	28.94	98.34
BRD-A84389633	CP	tropanyl-3,5-dimethylbenzoate	serotonin receptor antagonist			3.74, 1.07	35.20	0.81, 0.18	32.58	87.15	33.27	94.66	21.98	40.31	22.95	12.51	4.02	56.01	53.99	66.44	37.13	60.30	5.11	60.83	23.16	14.95	-4.58	47.21
BRD-K87048468	CP	RS-102221	serotonin receptor antagonist	HTR2C, HTR2A, HTR2B		3.74, 1.60	35.19	1.13, 0.25	19.23	51.29	50.38	38.96	67.23	27.12	80.16	31.43	25.77	17.92	64.74	8.20	6.03	5.38	44.40	71.01	22.64	11.75	49.30	95.14
BRD-A67438293	CP	treprostinil	prostacyclin analog	PTGIR, CYP2C8, P2RY12, PPARD, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4		2.82, 1.13	35.17	0.99, 0.23	42.75	77.47	15.48	60.57	88.35	1.83	7.26	41.39	20.82	18.66	33.09	37.25	9.74	64.72	7.67	32.26	42.21	90.45	17.47	91.22
BRD-A22707317	CP	SB-205384	GABA receptor modulator	GABRA3, GABRA5, GABRA6		4.28, 1.07	35.16	0.75, 0.10	30.94	88.21	0.66	59.64	28.78	5.02	52.26	95.79	22.85	5.72	14.26	12.94	32.25	61.11	18.14	38.07	83.62	77.45	74.16	69.67
BRD-K67506692	CP	tyrphostin-AG-126	ERK1 and ERK2 phosphorylation inhibitor, tyrosine kinase inhibitor			2.14, 0.53	35.15	1.78, 0.40	34.55	9.55	9.55	14.91	83.04	7.67	35.76	23.45	68.43	87.05	37.44	6.45	33.27	62.64	6.13	45.81	97.67	37.58	16.94	68.89
BRD-A79672927	CP	tropicamide	acetylcholine receptor antagonist, anticholinergic	CHRM3, CHRM4, CHRM1, CHRM2		3.95, 0.56	35.14	1.06, 0.39	23.73	47.42	88.35	36.11	45.55	5.20	34.16	60.76	34.04	46.68	33.54	13.86	18.01	75.63	17.25	11.84	50.03	52.57	9.32	80.96
BRD-A02481876	CP	importazole	importin-beta transport receptor inhibitor	KPNB1		3.74, 0.53	35.13	1.51, 0.24	19.60	-6.80	84.37	29.09	17.81	90.34	48.38	12.70	3.66	36.80	34.21	9.57	50.88	52.62	79.24	78.61	27.31	28.68	84.00	36.05
BRD-K04185004	CP	oxybuprocaine	anesthetic	SCN10A		2.14, 0.53	35.10	0.92, 0.35	14.01	36.19	41.54	49.14	87.31	42.99	86.92	30.41	23.87	32.46	31.47	28.63	44.66	23.25	35.17	35.04	89.04	32.51	31.14	45.42
BRD-K37080523	CP	isoreserpine	vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1, SIAH1		3.74, 1.07	35.06	0.78, 0.17	39.89	19.58	15.98	71.87	7.35	3.57	66.30	16.83	47.79	8.33	48.18	76.51	22.86	49.13	13.89	58.75	30.24	19.35	88.26	63.82
BRD-K49456190	CP	prima-1-met	thioredoxin inhibitor, TP53 activator	TP53		5.88, 3.74	35.05	1.36, 0.39	34.51	99.75	5.32	90.28	75.83	35.60	11.13	11.26	97.15	29.46	23.75	7.61	39.16	47.75	-8.24	52.78	23.95	61.69	55.96	29.98
BRD-K40892394	CP	AR-C133057XX	nitric oxide synthase inhibitor	NOS2, NOS1		2.67, 1.60	34.99	1.27, 0.33	4.40	99.89	16.79	44.41	22.42	13.77	64.81	34.94	40.31	52.40	51.20	6.45	46.62	26.17	-30.33	-17.15	53.38	35.04	21.01	59.95
BRD-K31792052	CP	pifithrin	interleukin receptor antagonist			3.74, 2.14	34.96	0.73, 0.20	74.11	29.18	5.77	97.74	87.48	1.62	7.93	17.28	13.00	68.27	60.52	1.44	68.58	40.74	24.40	44.84	5.68	79.64	21.59	98.23
BRD-K85383046	CP	IAA-94	chloride channel blocker			6.95, 2.14	34.94	1.01, 0.19	58.19	99.91	0.53	73.90	27.10	15.96	35.18	35.23	49.01	76.11	34.71	73.49	14.16	9.21	52.51	2.50	27.26	93.28	17.47	26.32
BRD-K93331255	CP	lypressin	vasopressin receptor agonist	AVPR1A, AVPR1B, AVPR2		2.67, 1.07	34.94	0.77, 0.24	25.78	13.80	48.37	24.38	34.84	7.21	49.06	36.99	35.05	67.97	30.44	-0.67	80.13	15.66	16.28	36.45	22.51	81.58	46.62	56.29
BRD-K78599730	CP	manumycin-a	farnesyltransferase inhibitor, NFkB pathway inhibitor, ras farnesyltransferase inhibitor	FNTA, IKBKB	NFkB pathway inhibitor	0.53, 0.00	34.89	2.32, 0.57	12.33	-67.06	23.73	18.63	41.63	47.51	14.27	31.98	12.77	50.07	2.92	8.01	40.99	38.47	84.69	22.69	40.26	43.72	84.64	37.79
BRD-A80793822	CP	pemoline	non-narcotic dopaminergic compound			3.95, 1.69	34.85	0.68, 0.18	57.82	29.98	32.95	53.15	81.13	23.63	44.89	29.45	34.14	13.87	66.99	1.13	24.94	51.91	73.71	35.57	4.35	76.20	14.27	82.05
BRD-K68143200	CP	SA-792541	caspase activator, CDC inhibitor	CASP3, CDC25A, CDC25B		3.21, 0.53	34.83	0.84, 0.23	2.48	95.39	92.31	12.77	8.07	75.06	21.56	9.69	5.18	71.78	62.84	13.80	51.15	16.47	89.24	86.15	92.43	32.82	25.90	36.83
BRD-K53972329	CP	ruxolitinib	JAK inhibitor, tyrosine kinase inhibitor	JAK1, JAK2, TYK2, JAK3		4.28, 1.60	34.82	0.56, 0.17	9.84	62.67	8.12	69.69	65.38	34.03	93.19	47.14	45.21	22.54	21.44	26.51	35.62	22.21	44.64	6.81	12.68	71.51	23.43	71.17
BRD-K95655893	CP	MAZ-51	VEGFR inhibitor	FLT4		3.39, 1.13	34.82	2.05, 0.74	29.84	51.62	-16.58	55.71	67.04	69.09	20.32	13.10	-1.84	7.54	10.30	3.82	13.54	41.64	58.98	48.41	8.03	39.79	65.59	46.10
BRD-K17896185	CP	FIT	opioid receptor agonist	OPRD1		13.90, 8.02	34.81	1.44, 0.51	42.58	-11.20	99.22	15.09	68.94	99.19	12.79	54.93	56.74	22.86	3.66	96.92	17.19	25.36	97.71	6.17	96.09	16.46	83.40	27.03
BRD-K68174511	CP	torin-2	mTOR inhibitor	MTOR	MTOR inhibitor	2.67, 1.07	34.80	1.56, 0.48	65.52	-9.62	78.27	33.57	21.19	80.65	14.91	48.60	13.12	36.02	21.22	39.43	16.96	8.17	77.27	79.79	3.77	37.67	54.91	6.24
BRD-A64227845	CP	SKF-77434	dopamine receptor agonist, dopamine receptor partial agonist	DRD1		4.81, 3.21	34.76	0.84, 0.34	8.02	39.56	6.18	51.73	77.70	36.12	5.47	28.80	-22.57	76.12	33.41	4.28	13.31	64.18	31.83	22.88	47.58	42.30	55.34	77.61
BRD-K47693913	CP	evoxine	antagonist of strychnine and pentylenetrazole; enhances effects of narcotics			4.81, 1.60	34.76	0.94, 0.32	6.01	95.21	-8.70	55.95	52.68	12.96	11.27	65.24	87.04	8.17	45.67	23.86	15.73	73.62	15.48	22.62	99.01	65.55	22.40	92.78
BRD-K02130563	CP	panobinostat	HDAC inhibitor, apoptosis stimulant, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	1.07, 0.00	34.75	1.89, 0.52	45.99	-15.73	85.55	15.91	63.15	59.19	10.19	27.49	8.32	38.53	18.72	18.18	30.98	15.33	77.36	53.71	24.51	48.75	82.17	89.29
BRD-K28470988	CP	L-690330	inositol monophophatase inhibitor	IMPA1		9.63, 3.74	34.75	1.70, 0.78	7.44	97.49	93.18	40.28	28.96	-0.28	60.50	96.74	99.93	52.59	95.56	21.10	27.76	19.80	-0.78	8.22	29.22	-20.81	47.68	71.56
BRD-A87125127	CP	3-matida	glutamate receptor antagonist	GRM1		4.55, 3.64	34.70	1.87, 0.60	6.84	57.71	4.49	96.37	40.36	1.80	89.36	90.86	5.57	15.58	32.27	21.47	55.34	94.38	8.48	71.21	-5.79	37.13	-13.85	58.17
BRD-K18905250	CP	ST-91	adrenergic receptor agonist			5.35, 3.21	34.70	1.31, 0.35	27.25	97.60	7.06	96.64	31.09	1.09	78.35	11.55	2.15	54.57	66.32	16.48	37.83	65.67	10.56	31.57	83.23	89.56	-22.62	49.23
BRD-K83637872	CP	SANT-1	smoothened receptor antagonist	DHH, IHH, PTCH1, SMO		3.21, 0.53	34.69	0.78, 0.17	54.44	-26.02	1.79	83.89	36.10	20.26	11.10	54.35	30.48	75.27	43.45	33.28	80.26	89.43	3.18	27.63	89.93	32.73	11.93	40.33
BRD-K76775527	CP	nimesulide	cyclooxygenase inhibitor, matrix metalloprotease inhibitor, prostanoid receptor inhibitor	PTGS2, LTF, PLA2G2E, PTGS1		5.88, 2.67	34.57	1.30, 0.38	31.81	95.44	3.38	63.64	74.81	-39.48	90.03	53.50	21.77	60.63	37.34	-27.14	9.29	3.16	9.65	26.91	87.69	-11.64	54.99	60.10
BRD-A52193669	CP	withaferin-a	acetylcholinesterase inhibitor, butyrylcholinesterase inhibitors, IKK inhibitor, NFkB pathway inhibitor, PKC inhibitor	ACHE, BCHE, IKBKB	IKK inhibitor	3.74, 1.60	34.56	1.85, 0.40	53.12	28.03	94.11	29.35	51.90	60.88	32.52	73.65	17.38	25.88	22.03	48.17	70.93	10.81	92.20	8.26	73.83	19.93	36.59	27.48
BRD-K19605405	CP	ZM-241385	adenosine receptor antagonist	ADORA2A, ADORA2B, ADORA1, ADORA3		3.74, 1.60	34.56	0.63, 0.23	21.89	35.05	26.26	55.78	88.67	18.41	8.38	38.46	19.88	1.74	20.86	34.06	38.06	-15.67	67.90	9.91	68.10	42.34	37.81	45.45
BRD-K50495309	CP	SRC-kinase-inhibitor-I	src inhibitor	CSK, LCK, RIPK2		2.26, 0.00	34.54	0.85, 0.39	52.76	29.61	64.71	45.62	56.65	14.09	10.39	30.27	8.81	82.35	1.83	14.09	59.52	23.96	17.40	80.80	71.68	38.81	28.05	45.72
BRD-K82255054	CP	propofol	membrane integrity inhibitor, membrane permeability inhibitor, TRPV agonist	CYP2B6, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, SCN2A, SCN4A, TRPV1		7.49, 3.74	34.53	0.66, 0.17	58.29	73.56	-15.32	88.45	90.91	6.45	72.95	11.81	21.58	11.66	97.96	32.66	34.78	39.94	34.29	54.52	28.46	-9.75	8.49	82.25
BRD-K02607075	CP	tubocurarine	acetylcholine receptor antagonist	CHRNA2, HTR3A, ACHE, HTR3B, KCNN1, KCNN2, KCNN3, ZACN		3.74, 0.53	34.45	1.13, 0.40	14.55	97.33	17.48	94.78	47.90	16.21	39.24	14.23	5.00	3.48	94.52	49.09	6.69	33.59	62.02	-13.27	54.75	77.40	4.52	35.32
BRD-K78838262	CP	austricine	hypolipidemic			4.12, 3.09	34.45	1.58, 0.44	80.16	98.73	-59.70	40.34	-10.32	22.10	98.47	22.76	35.52	30.85	24.13	48.18	50.15	70.05	33.39	28.29	-0.25	37.34	26.37	82.83
BRD-A29082194	CP	gitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	7.49, 3.74	34.38	0.82, 0.30	19.62	34.83	7.63	69.42	55.76	88.44	61.30	53.50	10.69	65.09	73.17	4.93	98.07	33.93	32.08	14.82	19.60	24.47	-13.60	36.13
BRD-K12906962	CP	dichlorobenzamil	sodium/calcium exchange inhibitor		T-type calcium channel blocker	12.83, 8.56	34.34	1.47, 0.39	29.88	-18.84	99.51	29.58	18.72	99.80	29.06	12.96	7.30	38.79	48.11	98.41	46.99	9.23	97.22	89.92	24.77	1.48	97.99	89.70
BRD-A85472596	CP	L-670596	prostanoid receptor antagonist			1.69, 0.56	34.33	1.40, 0.35	37.09	31.06	11.98	59.74	31.57	11.20	47.38	44.91	8.32	65.06	17.08	-1.62	23.63	37.09	3.42	41.45	18.61	92.97	64.90	56.33
BRD-K52721684	CP	PCO-400	potassium channel activator, potassium channel agonist	ABCC9, KCNJ8	Potassium channel activator	4.28, 2.67	34.30	1.10, 0.33	9.78	95.78	2.88	49.91	34.32	34.27	51.05	77.03	69.66	24.60	44.77	86.21	18.96	33.98	29.54	36.03	30.32	18.74	27.21	64.83
BRD-K07325606	CP	hispidin	beta secretase inhibitor, cyclooxygenase inhibitor, HIV integrase inhibitor, PKC inhibitor, prolyl endopeptidase inhibitor, xanthine oxidase inhibitor	PREP, PRKCB, PTGS2, XDH		4.28, 2.67	34.26	1.05, 0.34	25.77	80.29	8.58	86.87	43.94	12.70	33.57	59.46	59.27	3.72	64.46	34.96	13.23	27.63	44.59	20.27	76.88	65.21	-18.23	19.80
BRD-A43930669	CP	L-368899	oxytocin receptor antagonist	OXTR, AVPR1A, AVPR2, OXT		4.81, 2.14	34.24	1.28, 0.47	34.41	89.33	27.98	4.33	26.84	65.33	16.32	90.86	27.16	51.99	50.91	60.19	20.33	34.06	70.89	64.28	31.62	23.52	28.75	51.15
BRD-A48430263	CP	pioglitazone	PPAR receptor agonist, insulin sensitizer, adiponectin expression enhancer, thiazolidinedione	PPARG, INS, TRPM3	PPAR receptor agonist	5.88, 4.81	34.21	0.41, 0.10	54.13	42.17	2.59	20.77	62.82	4.54	32.76	26.88	69.48	35.72	37.58	4.94	44.27	24.19	9.04	17.99	5.72	68.16	35.67	75.54
BRD-A74667430	CP	etodolac	cyclooxygenase inhibitor, TRPV agonist	PTGS2, PTGS1, RXRA, TRPV1	Cyclooxygenase inhibitor	5.88, 2.14	34.20	0.91, 0.24	15.04	86.08	0.88	44.73	19.48	10.51	74.15	60.92	51.56	66.59	60.26	26.25	34.70	33.71	5.85	41.83	11.93	56.40	6.40	24.46
BRD-U66370498	CP	androstanol	constitutive androstane receptor (CAR) inhibitor	NR1I3		3.21, 1.07	34.20	0.99, 0.40	27.07	95.45	1.09	80.70	51.72	0.07	11.37	38.88	40.39	17.60	15.98	-2.97	29.52	68.93	4.02	48.70	78.37	53.49	2.40	42.57
BRD-A67605442	CP	tetrahydrobiopterin	nitric oxide stimulant, nitric oxide synthase stimulant, phenylalanine 4-hydroxylase stimulant, nitric oxide synthase activator	PAH, TH, DBH, NOS3, TPH1		2.82, 1.13	34.20	1.30, 0.36	84.28	84.64	-19.34	52.08	43.02	29.92	54.23	94.99	-14.29	15.04	15.74	11.11	38.48	62.44	11.05	1.66	-33.85	52.77	68.04	28.45
BRD-A47144777	CP	dihydro-7-desacetyldeoxygedunin	HSP90 inhibitor	HSP90AA1		2.82, 2.26	34.14	1.03, 0.27	51.26	20.70	15.59	6.91	26.82	30.17	42.41	19.29	15.72	40.66	38.12	4.27	2.24	38.49	43.84	63.74	20.47	61.84	55.67	50.64
BRD-K72703948	CP	ZM-447439	Aurora kinase inhibitor	AURKA, AURKB	Aurora kinase inhibitor	5.88, 2.67	34.08	0.55, 0.18	21.55	35.91	62.46	16.34	32.67	63.24	35.50	26.42	12.59	22.21	13.75	41.59	18.25	24.07	62.50	78.46	25.32	80.75	98.31	38.24
BRD-K68332390	CP	ponalrestat	aldose reductase inhibitor, reductase inhibitor	AKR1B1		4.28, 1.07	34.06	1.34, 0.30	36.37	61.77	-1.69	8.54	26.55	16.57	74.36	46.27	51.67	89.82	31.76	25.35	61.90	94.87	2.44	25.67	14.04	81.49	61.63	26.76
BRD-K53561341	CP	KIN001-220	Aurora kinase inhibitor	AURKA	Aurora kinase inhibitor	3.21, 1.07	34.00	0.97, 0.33	68.90	38.09	27.49	36.30	49.81	68.89	7.39	17.17	31.70	6.50	11.98	75.76	76.93	86.78	73.11	23.68	3.95	20.45	89.12	0.00
BRD-K08619574	CP	thioproperazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	Dopamine receptor antagonist	7.49, 3.74	33.95	0.81, 0.30	15.29	78.42	38.18	99.12	44.04	73.67	91.17	80.96	19.00	5.81	98.24	45.65	18.05	16.18	44.97	25.23	29.73	21.77	24.67	27.29
BRD-M45964048	CP	verteporfin	apoptosis stimulant, photosensitizing agent, radical formation stimulant			1.60, 1.07	33.95	0.91, 0.30	43.17	-11.73	75.21	18.05	75.54	3.39	12.89	46.97	7.57	62.85	31.74	74.03	31.79	16.31	35.09	43.77	64.75	32.82	41.91	30.17
BRD-K92678294	CP	irilin-a	isoflavone			3.21, 0.00	33.92	0.70, 0.23	13.64	94.64	-10.38	78.23	-12.79	35.40	82.87	49.43	35.00	13.89	68.52	4.23	51.59	-32.43	32.84	47.37	-8.14	-13.20	21.84	76.43
BRD-A89672324	CP	CGP-55845	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8		3.21, 2.67	33.90	1.06, 0.30	58.68	89.72	-15.45	40.75	2.67	3.31	79.56	16.38	12.73	30.11	45.32	68.70	64.32	10.20	43.94	26.08	9.39	37.69	3.34	62.31
BRD-A27143604	CP	DPN	estrogen receptor agonist	ESR2	Estrogen receptor agonist	6.42, 4.81	33.90	0.81, 0.28	29.41	93.29	0.63	86.03	16.76	22.11	39.89	29.15	47.12	45.08	16.73	16.63	39.65	97.53	3.24	24.97	92.88	38.38	7.99	96.89
BRD-K97863768	CP	prothionamide	mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor			9.63, 5.88	33.90	1.07, 0.39	18.16	63.02	9.13	98.63	24.69	77.46	30.39	11.84	27.03	43.04	73.51	4.98	32.72	23.62	97.68	43.62	18.21	35.07	63.08	61.75
BRD-K28360340	CP	TW-37	BCL inhibitor, MCL1 inhibitor	BCL2, BCL2L1, MCL1	BCL inhibitor	1.60, 0.00	33.85	2.60, 0.72	3.49	18.17	64.78	13.70	41.56	84.12	59.95	71.86	17.78	63.74	71.71	3.82	24.61	9.55	85.48	38.06	17.11	10.23	92.72	29.63
BRD-K85242180	CP	beta-CCP	indoleamine 2,3-dioxygenase inhibitor	GABRA1, GABRG2, IDO1		5.35, 3.21	33.83	0.94, 0.25	14.91	97.67	-48.83	79.27	68.29	10.32	80.28	37.97	19.73	27.01	29.55	35.35	2.11	17.33	56.76	32.31	68.12	92.12	7.82	81.08
BRD-K10467831	CP	tibolone	estrogen receptor agonist, androgen receptor agonist, progesterone receptor agonist, selective estrogen receptor modulator (SERM), steryl sulfatase inhibitor	AR, ESR1, PGR, STS	Androgen receptor modulator	4.81, 2.14	33.79	1.91, 0.58	61.38	85.40	92.95	93.66	27.90	23.71	20.01	59.69	39.68	87.11	19.52	10.35	44.99	27.69	8.99	11.33	99.79	-14.56	17.61	64.16
BRD-K89046952	CP	ciclacillin	cell wall synthesis inhibitor			5.35, 2.67	33.71	1.22, 0.27	42.65	66.77	-4.18	22.30	93.06	1.55	37.14	5.26	5.74	70.95	43.21	30.28	25.25	97.01	20.70	38.46	63.48	60.87	16.09	6.06
BRD-K51476772	CP	ST-638	tyrosine kinase inhibitor			3.39, 1.69	33.70	0.95, 0.25	34.35	85.41	81.18	33.05	30.15	12.99	9.51	67.57	20.75	17.65	6.87	40.62	15.40	23.03	43.82	35.93	45.50	83.94	92.03	6.83
BRD-K67174588	CP	toremifene	selective estrogen receptor modulator (SERM), estrogen receptor antagonist	ESR1, CYP3A5	Estrogen receptor antagonist	0.60, 0.00	33.64	0.51, 0.34	58.62	26.36	15.51	22.27	46.05	14.59	16.13	31.99	44.13	16.59	35.29	47.80	14.23	43.44	40.12	49.81	8.79	4.62	50.78	45.58
BRD-K74761218	CP	WT-171	HDAC inhibitor	HDAC6		0.56, 0.00	33.62	1.70, 0.59	19.09	22.42	87.44	14.60	22.77	76.21	32.25	32.33	2.96	34.91	12.27	50.00	61.34	17.85	88.86	79.77	18.68	64.20	87.93	85.85
BRD-K36258877	CP	AZ-10417808	caspase inhibitor	CASP3		3.74, 2.67	33.57	1.42, 0.40	14.79	44.56	31.76	6.48	74.63	18.09	35.46	12.10	6.42	84.82	66.90	10.55	13.30	5.90	16.75	48.50	99.24	35.39	38.65	55.03
BRD-K73982490	CP	BI-78D3	JNK inhibitor	MAPK8		5.35, 3.74	33.56	1.74, 0.51	23.97	85.23	61.62	11.97	97.74	30.97	51.61	90.85	25.90	23.78	20.88	7.51	47.83	14.34	36.16	26.02	42.49	41.01	10.26	41.57
BRD-K40656405	CP	L-165041	PPAR receptor agonist	PPARD	PPAR receptor agonist	5.35, 2.14	33.56	0.86, 0.30	12.03	42.09	47.40	6.03	17.92	32.64	78.15	10.80	10.44	98.91	17.24	5.91	75.86	20.67	29.66	34.47	76.92	35.17	77.65	40.00
BRD-A89434049	CP	sarmentogenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	4.12, 3.09	33.55	2.40, 0.72	-4.12	34.71	32.38	42.33	62.21	20.03	97.92	46.54	12.69	48.93	7.38	26.27	97.94	1.41	68.04	76.68	34.71	8.42	19.79	29.81
BRD-A33711280	CP	metixene	acetylcholine receptor antagonist	CHRM5, CHRM1, CHRM2, CHRM3, CHRM4		6.21, 3.39	33.54	0.91, 0.25	36.17	89.47	89.32	15.58	46.09	28.30	-0.70	53.51	37.94	18.29	24.87	75.85	18.06	1.87	82.13	30.91	14.55	26.76	66.42	74.08
BRD-K62736196	CP	guanabenz	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C		8.02, 2.14	33.49	0.53, 0.08	25.19	86.02	45.42	85.27	80.27	71.86	58.99	29.48	13.84	70.12	30.66	36.32	23.93	21.31	44.07	24.77	18.66	95.64	3.22	17.66
BRD-A69512159	CP	carbidopa	aromatic L-amino acid decarboxylase inhibitor, dopa decarboxylase (aromatic L-amino acid decarboxylase) inhibitor	DDC		3.21, 1.60	33.46	2.07, 0.67	23.95	6.52	91.94	50.82	65.32	14.15	50.34	86.55	8.79	68.96	29.47	29.92	74.28	29.51	14.28	72.33	60.96	5.25	25.20	36.99
BRD-K51575138	CP	TPCA-1	IKK inhibitor	IKBKB	IKK inhibitor	4.81, 2.14	33.44	1.81, 0.59	16.45	-15.24	9.46	30.88	36.01	85.12	50.33	65.46	10.79	11.00	22.13	64.48	56.76	14.21	25.30	90.63	14.03	43.49	99.33	42.35
