#1.3
2429	32	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K31627533-summary	BRD-A08187463-summary	BRD-K28183345-summary	BRD-A55913614-summary	BRD-K95921201-summary	BRD-A39390670-summary	BRD-K49111258-summary	BRD-K51485625-summary	BRD-K21283037-summary	BRD-A10070317-summary	BRD-A62525898-summary	BRD-A26334849-summary	BRD-K48168960-summary	BRD-K72222507-summary	BRD-K19352500-summary	BRD-K28667793-summary	BRD-K70505054-summary	BRD-K30563334-summary	BRD-K88429204-summary	BRD-K05658747-summary	BRD-A21858158-summary	BRD-K75699339-summary	BRD-A59174698-summary	BRD-K68867920-summary	BRD-K97399794-summary	BRD-K59273480-summary	BRD-A97674275-summary	BRD-K53857191-summary	BRD-K42098891-summary	BRD-K01638814-summary	BRD-K32247306-summary	BRD-K63828191-summary
BRD-A23637604	CP	oxymetholone	androgen receptor agonist, synthetic hormone with anabolic and androgenic properties	AR	Androgen receptor modulator	7.06, 4.71	36.78	0.65, 0.24	66.32	62.27	80.01	31.85	68.85	58.57	4.63	99.65	11.78	1.44	0.04	62.02	29.90	8.89	60.02	1.94	24.24	30.74	28.61	98.84	-0.63	83.07	-0.46	6.73	41.71	43.41	14.04	20.49	51.50	45.31	65.89	97.26
BRD-K52075715	CP	oxibendazole	DNA polymerase inhibitor, tubulin inhibitor	TUBB, TUBB4B	Tubulin inhibitor	3.57, 1.62	36.78	1.08, 0.47	34.76	19.03	-15.32	96.25	83.38	41.02	46.71	69.99	18.67	29.86	10.89	81.47	72.60	94.03	24.51	72.01	22.44	34.75	41.98	10.06	38.80	16.38	13.90	39.20	31.28	8.50	24.65	81.10	89.88	75.32	41.06	14.32
BRD-K37846922	CP	3,3'-diindolylmethane	androgen receptor antagonist, aryl hydrocarbon receptor agonist, beta glucuronidase inhibitor, CHK inhibitor, cytochrome P450 activator, indoleamine 2,3-dioxygenase inhibitor	AHR, AR, CYP1A2, GUSB, IDO1		6.17, 2.27	36.73	1.33, 0.39	56.94	48.04	10.63	89.08	11.90	90.87	1.34	11.94	11.21	34.98	9.50	39.27	78.29	38.48	9.35	93.15	94.04	19.62	14.24	56.05	41.31	73.92	87.87	69.45	7.57	33.79	14.04	0.39	71.02	72.01	15.97	2.01
BRD-K76617868	CP	fasudil	ROCK inhibitor, calcium sensitizer, PKA inhibitor, protein kinase inhibitor, rho associated kinase inhibitor	ROCK1, ROCK2, PKIA, PRKACA	PKA inhibitor, Rho associated kinase inhibitor	2.27, 0.97	36.69	0.91, 0.25	71.82	23.49	37.62	38.15	17.15	32.63	26.56	72.98	85.36	88.59	49.40	9.75	17.94	35.77	61.28	55.99	74.60	4.82	59.38	33.12	79.77	11.65	78.58	7.72	41.61	16.06	23.02	97.75	44.08	30.29	11.46	-11.48
BRD-K01192156	CP	tyrphostin-AG-112	protein tyrosine kinase inhibitor	EGFR		3.25, 2.27	36.61	1.78, 0.49	62.40	32.76	50.70	5.31	-7.50	23.81	22.82	7.26	33.93	86.08	28.44	84.80	89.81	41.39	35.96	21.66	68.94	13.76	66.51	94.80	37.27	74.11	38.34	78.31	46.09	6.77	4.55	3.10	67.11	99.40	26.26	-8.22
BRD-K85985071	CP	ellipticine	topoisomerase inhibitor, DNA intercalating drug	TOP2A, TOP2B	Topoisomerase inhibitor	1.30, 0.32	36.58	1.99, 0.44	-33.07	87.32	14.13	76.49	4.47	23.93	41.54	10.85	19.85	85.46	60.14	21.05	60.32	94.44	31.32	28.75	77.55	26.76	6.38	21.95	61.69	35.82	65.96	59.50	86.40	5.29	73.77	55.03	37.34	14.94	13.68	96.54
BRD-K40758068	CP	efavirenz	HIV reverse transcriptase inhibitor, non-nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor	CYP2B6, CYP2C19, CYP2C8, CYP3A4, CYP3A5		5.49, 2.75	36.50	0.74, 0.20	55.81	93.84	74.16	84.48	24.13	20.42	33.97	48.23	35.54	43.53	45.71	17.62	70.34	12.83	11.40	35.12	36.48	83.87	14.34	98.82	50.90	83.73	64.32	25.11	20.82	25.84	88.69	7.60	36.53	66.62	18.68	30.23
BRD-K62012036	CP	acitretin	retinoid receptor agonist, microbial collagenase inhibitor, protein synthesis inhibitor	RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3	Retinoid receptor agonist	4.87, 2.27	36.47	1.64, 0.48	52.63	8.57	14.09	44.67	17.87	17.68	3.57	38.63	75.57	57.58	36.91	13.34	35.38	46.32	59.87	65.63	36.02	32.07	30.35	66.51	11.56	3.84	45.67	91.53	14.36	8.58	22.99	48.49	78.16	37.84	4.72	55.37
BRD-K99818283	CP	PIK-90	PI3K inhibitor		PI3K inhibitor	1.62, 0.32	36.47	1.57, 0.61	34.88	26.74	20.69	1.73	44.71	21.06	1.59	4.86	10.25	60.82	20.50	49.50	96.77	21.31	44.41	38.05	67.17	55.30	46.86	42.68	33.10	34.45	43.08	9.98	64.68	27.25	69.97	24.82	54.94	54.32	18.62	85.81
BRD-K44849676	CP	capsazepine	TRPV agonist, TRPV antagonist	TRPV1, TRPV4		4.22, 2.60	36.46	1.49, 0.49	65.17	87.59	22.56	97.09	91.81	26.55	77.41	82.34	0.32	5.54	1.41	11.36	67.43	96.23	32.91	41.42	48.86	29.95	16.05	35.64	18.77	-33.61	22.99	37.28	91.68	1.95	60.26	5.10	78.56	47.55	6.41	99.19
BRD-K32536677	CP	AGK-2	SIRT inhibitor, SIRT pathway	SIRT2		6.49, 4.22	36.44	0.83, 0.23	40.85	19.57	35.31	0.74	6.26	35.26	5.25	23.78	99.61	83.86	94.90	6.61	80.11	45.92	60.16	78.03	90.63	46.66	23.39	47.27	88.82	76.00	37.57	32.80	13.80	6.20	5.70	21.91	16.84	61.17	82.43	-1.30
BRD-K73824630	CP	skatole	thrombin inhibitor	F2		3.57, 2.60	36.44	0.92, 0.19	34.13	95.76	16.61	75.65	43.74	5.85	63.25	83.86	28.79	13.86	72.76	60.12	74.12	9.93	31.07	29.52	28.18	6.28	43.55	70.86	73.58	18.24	-27.26	37.41	90.06	-10.94	68.36	6.27	65.14	35.47	45.07	0.39
BRD-K41260949	CP	valproic-acid	HDAC inhibitor, ABAT inhibitor, GABA receptor agonist, GABAergic transmission enhancer, voltage-gated sodium channel blocker	ABAT, HDAC1, SCN1A, SCN3A, ACADSB, ALDH5A1, HDAC2, HDAC9, OGDH, SCN10A, SCN11A, SCN1B, SCN2A, SCN2B, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A		3.57, 0.65	36.43	0.66, 0.19	58.59	23.55	54.48	-13.74	43.26	14.66	0.60	30.65	39.56	21.35	0.46	62.37	28.94	54.51	-0.85	68.79	52.63	13.83	95.27	71.62	19.19	37.50	11.97	61.63	-2.63	35.36	9.83	38.85	63.21	92.35	56.02	19.97
BRD-K20714604	CP	RS-56812	serotonin receptor antagonist, serotonin receptor partial agonist	HTR3A		2.92, 1.62	36.40	0.95, 0.38	35.70	23.83	34.74	5.27	29.02	17.78	2.70	7.12	79.22	90.81	86.68	91.95	15.84	44.26	38.29	85.66	81.58	9.62	16.24	60.92	31.02	9.29	65.90	37.09	49.66	62.26	59.20	14.20	9.78	74.48	74.12	3.89
BRD-K14618467	CP	IKK-16	IKK inhibitor	IKBKB	IKK inhibitor	2.92, 1.62	36.39	1.49, 0.32	41.68	40.72	28.09	32.06	97.92	8.53	92.15	98.91	2.85	55.11	19.16	48.45	21.61	3.10	87.47	9.12	41.09	46.41	2.57	11.41	29.54	57.70	61.93	13.93	93.50	1.94	55.02	78.96	18.31	-35.14	14.66	99.68
BRD-A43150328	CP	penicillic-acid	bacterial quorum sensing inhibitor, caspase inhibitor			2.12, 1.41	36.38	1.40, 0.55	5.92	42.10	11.32	75.79	57.55	54.89	9.36	82.08	30.43	14.27	74.25	19.09	63.38	32.62	15.05	14.08	31.73	56.24	39.55	65.81	89.56	5.35	37.28	-6.96	78.59	94.68	19.96	70.50	6.22	35.47	30.76	98.17
BRD-K33396764	CP	alpha-linolenic-acid	omega-3 fatty acid	ELOVL4, FADS1, FADS2, FFAR1, FFAR4, PTGS2, SLC8A1, TRPV1		8.44, 4.87	36.36	1.28, 0.33	83.71	53.43	40.60	29.19	75.75	20.27	2.43	2.77	26.60	44.35	7.83	81.18	14.89	35.91	5.85	64.73	99.12	5.74	36.81	84.76	25.84	32.60	97.82	81.16	71.28	89.72	9.43	21.01	32.74	53.40	50.06	10.27
BRD-A28422058	CP	L-689560	glutamate receptor antagonist	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D		4.22, 3.57	36.31	0.76, 0.18	71.89	30.59	37.96	59.09	12.29	28.79	10.88	64.59	-6.65	67.85	21.35	61.32	33.76	31.77	34.65	41.21	89.75	4.15	20.52	47.64	84.29	9.45	73.74	78.97	33.51	88.23	15.10	65.40	32.62	70.73	90.10	1.94
BRD-K50836978	CP	purvalanol-a	CDK inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor	CDK1, CDK2, CDK4, CDK5, CCND1, CCNE1, CSNK1G3, RPS6KA1, SRC	CDK inhibitor	2.47, 1.77	36.26	2.88, 0.41	48.68	47.98	54.96	75.20	67.68	71.25	1.06	74.69	23.75	93.45	35.90	5.44	12.54	-10.45	36.61	35.03	27.23	9.40	11.68	-23.36	87.56	-10.61	86.75	-2.26	99.93	62.87	88.48	87.98	12.41	-94.51	29.62	88.75
BRD-A99571536	CP	dubinidine	anticonvulsant that reduces motor activity			6.36, 3.53	36.24	2.11, 0.59	14.93	29.07	-14.50	62.75	-3.70	84.13	-1.66	83.12	10.65	92.32	91.65	53.93	97.16	-3.00	80.94	89.51	51.79	5.40	-4.95	8.83	97.81	12.44	89.63	97.18	19.95	8.33	24.49	43.41	86.32	-11.24	86.19	0.92
BRD-A96799240	CP	4-hydroxyretinoic-acid	retinoic acid metabolite			4.22, 0.97	36.23	1.15, 0.31	55.02	3.85	14.43	2.01	32.78	84.51	24.61	2.89	3.35	90.08	39.68	40.87	42.69	91.32	56.92	47.70	20.99	93.90	46.47	31.18	56.32	1.87	7.32	13.30	57.78	9.98	89.37	44.16	22.36	64.37	29.78	10.11
BRD-A70731303	CP	avrainvillamide-analog-5	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	2.17, 1.45	36.21	0.40, 0.24	68.28	13.98	14.58	23.49	41.25	36.18	36.24	17.68	37.34	65.78	41.66	0.56	55.94	55.18	43.66	8.10	70.90	45.13	23.66	33.07	25.80	10.83	25.32	40.24	40.10	13.25	42.05	15.61	50.61	27.27	21.37	99.84
BRD-K86873305	CP	piperacillin	cell wall synthesis inhibitor			9.19, 5.65	36.21	1.52, 0.67	6.45	91.61	13.23	34.88	9.40	40.79	9.18	39.58	-9.77	90.82	27.72	5.14	97.74	12.17	14.92	76.61	99.40	38.62	26.97	57.03	94.09	57.06	50.68	96.66	5.20	10.74	98.71	2.94	22.90	37.54	46.18	28.16
BRD-K78122587	CP	NNC-55-0396	T-type calcium channel blocker	CATSPER1, CATSPER2, CATSPER3, CATSPER4	T-type calcium channel blocker	5.84, 2.92	36.21	1.65, 0.48	29.55	34.83	35.16	98.52	99.65	4.88	65.67	99.37	11.57	61.99	78.14	44.54	41.44	0.81	93.67	4.26	31.95	70.78	6.78	20.22	23.16	32.66	83.18	7.91	98.48	8.67	78.62	37.49	37.26	-31.00	16.13	100.00
BRD-K48935217	CP	epothilone	inhibition of microtubulefunction, microtubule stabilizing agent, microtubule stimulant, tubulin inhibitor	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B	Tubulin inhibitor	2.47, 1.06	36.21	1.24, 0.32	-8.62	25.58	31.67	15.67	9.39	49.84	42.37	49.94	21.55	25.33	42.66	60.28	60.87	40.74	63.28	24.83	49.20	14.93	13.59	80.63	78.64	47.30	21.13	9.90	41.61	9.38	86.93	12.05	9.36	51.01	81.05	21.84
BRD-K16551401	CP	PNU-22394	serotonin receptor agonist	MAOA, MAOB		4.55, 1.95	36.19	0.97, 0.28	57.39	11.72	77.51	1.80	74.98	36.21	68.16	96.73	3.70	14.70	0.53	70.74	69.68	74.02	18.20	74.84	61.81	14.56	90.31	86.98	36.18	28.43	28.77	73.89	26.38	19.13	18.77	12.51	66.92	98.89	33.66	-40.61
BRD-K72783841	CP	tyrphostin-AG-555	CDK inhibitor, epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	CDK2, EGFR		5.52, 2.92	36.18	1.20, 0.32	66.11	19.07	9.05	99.32	76.10	5.49	0.95	95.60	52.10	46.56	84.34	19.40	66.34	9.28	49.80	82.94	31.22	19.31	36.41	34.77	31.20	35.95	78.43	9.48	98.51	3.35	86.94	49.53	29.99	8.88	38.13	13.67
BRD-A02180903	CP	betamethasone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	5.52, 3.25	36.17	1.63, 0.90	97.36	11.08	98.22	2.26	65.46	42.75	14.70	-32.66	11.43	-12.94	17.56	62.86	-12.15	75.99	0.46	61.08	34.36	9.78	51.13	58.59	9.51	15.75	37.46	34.88	22.90	65.45	60.61	52.51	38.08	96.38	39.77	12.36
BRD-K81418486	CP	vorinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC6, HDAC8, HDAC10, HDAC11, HDAC5, HDAC9	HDAC inhibitor	1.62, 0.32	36.16	1.66, 0.57	31.77	66.75	36.11	48.02	75.63	65.64	75.70	80.96	9.39	47.14	25.78	53.82	43.19	24.91	33.97	20.76	30.87	35.86	36.20	30.73	33.91	45.07	51.84	26.39	77.89	12.78	64.50	16.09	67.82	22.29	15.21	99.33
BRD-K13169950	CP	NSC-3852	HDAC inhibitor	HDAC1	HDAC inhibitor	3.57, 2.92	36.10	2.16, 0.67	48.77	27.82	22.67	98.63	85.27	29.99	19.84	30.13	-4.16	34.48	34.84	42.09	14.34	78.02	42.72	68.49	97.67	46.71	31.81	-3.33	29.94	15.84	95.63	4.95	99.82	37.37	40.94	57.00	43.66	-9.27	23.88	99.33
BRD-K99063460	CP	didanosine	nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor	PNP	Nucleoside reverse transcriptase inhibitor	4.31, 2.35	36.08	0.86, 0.24	16.50	82.76	16.09	18.32	20.29	22.81	66.13	53.33	24.21	57.51	12.57	4.99	76.61	33.83	-10.97	67.01	61.88	35.51	7.71	20.37	72.70	33.55	52.55	37.69	47.80	19.63	49.65	47.15	66.05	68.67	36.66	19.46
BRD-M16762496	CP	PIK-75	DNA protein kinase inhibitor, P110 inhibitor, Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC	PI3K inhibitor	4.55, 1.95	36.08	1.86, 0.69	44.48	30.39	0.00	-49.27	3.56	39.99	20.11	-0.99	37.68	37.03	85.29	75.28	56.50	63.43	26.62	66.16	89.92	7.48	8.53	26.62	44.15	0.35	60.62	56.87	50.67	23.80	14.66	69.43	35.14	-4.72	30.48	75.22
BRD-K28578425	CP	cilostamide	phosphodiesterase inhibitor	PDE3A, PDE3B		2.27, 0.65	36.08	0.36, 0.30	23.67	29.87	47.96	26.63	29.78	10.61	14.71	50.60	0.74	90.88	40.81	26.68	70.03	40.66	8.28	20.98	27.80	36.98	29.19	87.91	20.99	42.19	35.75	36.86	36.40	57.24	30.12	6.65	43.14	71.16	61.17	98.27
BRD-K71035033	CP	masitinib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor, c-kit inhibitor, FGFR antagonist, FGFR inhibitor, tyrosine kinase inhibitor	KIT, FGFR3, LYN, PDGFRA, PDGFRB	PDGFR/KIT inhibitor	2.60, 1.30	36.08	0.80, 0.24	84.72	28.99	31.99	8.47	58.31	14.09	25.45	2.75	44.92	63.34	27.54	23.11	34.24	62.51	37.91	19.33	9.25	67.72	87.69	94.37	78.06	71.05	-29.68	46.88	71.20	12.08	69.64	47.52	22.85	15.80	11.67	93.86
BRD-K08806317	CP	timolol	adrenergic receptor antagonist	ADRB2, ADRB1		5.52, 2.27	36.05	0.59, 0.10	84.40	85.51	90.35	23.63	45.53	2.57	22.87	33.42	49.99	-14.47	14.36	47.25	88.07	70.21	-33.46	45.18	14.68	20.34	89.24	24.03	19.48	55.57	19.99	49.81	25.29	16.98	38.69	57.88	61.88	81.59	31.98	-6.18
BRD-K21672174	CP	RO-28-1675	glucokinase activator	GCK		0.65, 0.32	36.03	0.66, 0.01	79.32	16.93	44.72	89.70	88.15	41.22	74.09	68.89	11.90	43.08	15.50	15.97	44.58	58.34	18.74	14.45	2.57	35.47	24.84	58.11	29.38	15.86	15.51	25.81	77.66	14.90	48.76	7.63	50.65	36.59	11.98	98.59
BRD-K54330070	CP	SB-202190	p38 MAPK inhibitor, interleukin inhibitor, stress activated protein kinase inhibitor	MAPK14, AKT1, ALOX5, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK8, PRKCA, ROCK1, RPS6KB1, SGK1	Bromodomain Inhibitor, P38 MAPK inhibitor	4.87, 1.95	36.02	1.02, 0.23	52.11	34.27	-23.02	17.27	89.13	18.66	6.11	77.36	29.65	26.20	50.05	93.20	19.47	-8.50	41.82	37.78	42.23	42.66	13.74	31.66	51.85	-65.83	62.24	42.97	46.81	49.96	0.88	92.59	7.03	-10.78	12.28	98.92
BRD-K04185004	CP	oxybuprocaine	anesthetic	SCN10A		4.22, 2.60	36.02	0.92, 0.35	67.53	28.65	39.35	28.17	32.69	73.93	8.79	59.44	40.53	65.74	82.00	59.12	89.19	76.83	26.49	66.04	-25.58	26.74	25.00	59.85	64.06	0.53	29.93	8.98	5.12	15.81	12.23	74.54	81.85	64.14	22.35	2.54
BRD-K04887706	CP	AKT-inhibitor-1-2	AKT inhibitor, PI3K inhibitor	AKT1, AKT2, AKT3		4.87, 1.62	35.97	1.42, 0.28	36.18	23.02	4.91	61.17	82.28	50.63	33.21	99.75	20.92	99.15	63.69	9.15	32.25	-37.83	97.43	30.76	94.60	50.35	-10.25	7.93	91.86	67.96	85.41	30.87	32.80	8.95	35.75	51.29	64.16	-61.98	16.91	99.44
BRD-K35377380	CP	I-OMe-AG-538	inhibitor of insulin growth factor 1 receptor protein tyrosine kinase			3.53, 1.77	35.97	1.02, 0.26	10.05	13.47	2.57	27.49	31.15	58.88	32.38	26.34	4.12	55.57	9.23	27.51	89.59	39.55	28.43	87.05	93.46	41.39	14.67	92.17	73.30	-7.95	71.32	62.50	14.45	89.90	23.78	1.52	63.57	60.09	48.21	84.01
BRD-K14880289	CP	GW-501516	PPAR receptor agonist, insulin sensitizer	PPARD, INS, PPARA	PPAR receptor agonist	3.90, 1.30	35.92	0.93, 0.31	46.71	0.63	24.48	89.92	34.68	11.10	3.67	86.46	77.43	68.62	66.53	7.17	63.89	17.66	18.93	53.88	44.07	6.15	27.96	25.29	36.75	69.51	35.09	93.83	83.03	18.28	85.05	1.62	74.10	66.81	3.20	3.00
BRD-K29113274	CP	ketoconazole	14-alpha demethylase inhibitor, androgen receptor ligand, aromatase inhibitor, cell wall synthesis inhibitor, cortisol synthesis inhibitor, P glycoprotein inhibitor, sterol demethylase inhibitor	AR, CYP19A1, CYP21A2, CYP2C19, CYP3A5, CYP3A7, KCNA10	Sterol demethylase inhibitor	9.02, 5.88	35.89	0.83, 0.18	65.84	-4.24	69.86	31.19	89.56	39.64	12.97	99.36	19.56	55.41	-11.68	9.10	22.06	76.62	99.75	8.61	53.14	62.05	33.99	54.68	10.81	80.35	11.31	19.73	0.35	3.43	89.29	26.63	97.50	37.78	-13.03	72.76
BRD-K47943470	CP	tyrphostin-51	EGFR inhibitor			4.55, 2.27	35.88	1.35, 0.39	24.06	24.26	8.39	0.35	58.37	82.31	40.60	9.14	14.92	73.10	-31.08	80.84	63.64	11.25	4.80	85.62	56.30	76.36	96.13	98.77	38.44	33.31	-23.90	76.12	-1.65	17.46	28.94	24.87	67.27	80.98	95.18	15.12
BRD-A25576662	CP	streptozotocin	DNA alkylating drug	SLC2A2		5.30, 2.47	35.87	1.32, 0.58	71.51	17.75	49.67	37.25	25.18	61.27	19.79	56.51	18.03	12.90	11.73	96.37	95.66	34.49	7.75	87.53	8.49	3.35	65.81	89.59	82.12	-12.17	79.54	42.32	38.03	11.45	18.34	29.50	57.36	71.16	16.74	2.47
BRD-K63828191	CP	raloxifene	estrogen receptor antagonist, selective estrogen receptor modulator (SERM), ALK expression enhancer, cholesterol inhibitor, endoglin expression enhancer, estrogen receptor agonist	ESR1, ESR2, ACVRL1, ENG	Estrogen receptor antagonist	2.92, 1.95	35.85	0.43, 0.34	50.71	19.02	17.47	23.08	51.36	35.43	20.74	67.57	8.45	41.75	61.83	26.40	64.59	32.57	61.61	51.43	52.69	15.78	19.36	48.41	33.34	10.55	47.00	55.79	32.22	14.72	36.27	6.16	38.63	57.01	12.89	99.93
BRD-A07000685	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	6.01, 2.12	35.84	1.55, 0.57	97.22	13.84	88.11	27.73	46.36	34.00	6.02	50.82	37.92	81.13	37.69	14.09	45.10	37.71	10.75	86.30	89.77	9.97	18.45	30.25	33.97	70.10	21.24	83.49	42.94	27.80	6.49	15.35	55.04	26.94	49.98	22.62
BRD-K52459643	CP	prostaglandin-e1	prostanoid receptor agonist, prostanoid receptor antagonist	PTGER1, PTGER2, CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGER4, PTGIR		7.14, 4.22	35.84	1.02, 0.34	39.58	34.41	5.27	36.02	65.07	0.78	17.91	-41.21	11.96	82.01	35.66	8.13	62.21	97.07	0.67	58.91	97.91	19.43	68.13	67.43	89.22	7.54	98.94	16.88	65.09	63.98	11.33	54.50	-12.36	60.81	10.64	1.20
BRD-K73319509	CP	PF-04217903	c-Met inhibitor, hepatocyte growth factor receptor inhibitor	MET		5.52, 2.27	35.83	0.63, 0.16	63.61	49.59	4.55	17.36	0.53	72.03	9.15	15.29	34.41	85.50	56.35	6.01	44.94	31.75	16.82	37.45	96.02	17.99	20.44	23.53	59.63	59.60	98.48	38.18	18.99	49.42	47.19	34.42	13.15	46.43	37.24	0.00
BRD-K34098590	CP	tienilic-acid	sodium/potassium/chloride transporter inhibitor, uric acid diuretic	CYP2C9, SLC12A1, SLC22A12		3.89, 1.77	35.80	1.44, 0.52	54.84	8.91	38.86	6.50	41.72	22.85	0.88	43.68	-3.70	69.09	-11.12	18.28	30.88	97.12	4.38	92.88	88.25	32.74	3.49	46.14	23.25	61.36	56.57	91.98	0.00	12.26	80.64	-7.82	50.87	58.15	12.18	70.59
BRD-A38749782	CP	fludrocortisone	glucocorticoid receptor agonist, mineralocorticoid receptor agonist	NR3C2, AR, NR3C1	Glucocorticoid receptor agonist	6.01, 4.24	35.74	1.64, 0.57	98.13	27.97	53.59	9.27	-17.79	37.65	-2.50	51.00	17.04	98.73	93.67	35.16	22.30	3.17	35.65	39.11	83.65	12.50	5.42	33.51	91.73	92.71	92.18	36.47	62.19	16.32	10.64	35.83	40.00	-34.73	83.74	1.16
BRD-K85402309	CP	dovitinib	EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, angiogenesis inhibitor, FGFR antagonist, KIT inhibitor, VEGFR antagonist	EGFR, FGFR3, PDGFRB, CSF1R, FGFR1, FGFR2, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA	EGFR inhibitor, FGFR inhibitor, VEGFR inhibitor	2.92, 0.65	35.73	0.99, 0.19	18.80	50.90	27.36	75.04	57.60	34.15	8.16	50.06	3.45	61.02	2.96	17.55	25.28	52.99	34.30	37.15	61.58	7.71	23.23	66.58	24.56	5.18	58.90	48.74	69.09	-1.30	62.25	0.07	46.78	56.90	0.81	65.95
BRD-A45140972	CP	meclocycline	tetracycline antibiotic		Bacterial 30S ribosomal subunit inhibitor	2.92, 1.30	35.71	0.55, 0.11	54.02	26.69	33.65	19.14	79.54	34.76	9.84	39.41	19.95	36.66	17.57	3.52	57.48	30.94	10.25	73.44	77.81	25.95	-28.19	77.83	80.08	2.43	97.93	8.40	82.18	74.02	7.17	45.91	83.55	51.38	63.43	1.30
BRD-A15079084	CP	phorbol-12-myristate-13-acetate	PKC activator, CD antagonist	CD4, KCNT2, PRKCA, TRPV4	PKC activator	0.65, 0.65	35.64	2.48, 0.49	13.32	32.74	29.13	98.26	79.14	39.05	40.59	75.21	10.67	55.80	52.16	8.42	94.30	36.01	80.67	44.98	37.22	23.41	27.92	13.49	35.27	23.85	38.75	26.78	78.21	5.28	20.53	18.43	52.29	-22.80	30.27	98.57
BRD-A62057054	CP	MDL-11939	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C		5.30, 2.12	35.63	1.39, 0.53	32.64	15.00	0.00	46.60	23.36	76.17	13.81	23.99	43.35	94.89	36.12	19.56	91.54	50.46	37.82	94.46	76.48	2.11	37.91	22.43	54.37	-6.61	81.82	97.08	8.41	10.57	0.78	21.17	35.13	54.82	45.16	10.16
BRD-K71823332	CP	epothilone-a	microtubule stabilizing agent			4.87, 2.92	35.62	1.02, 0.40	54.34	55.41	79.61	56.37	30.03	32.60	28.02	22.11	8.96	17.10	63.11	20.77	35.89	85.29	15.48	56.86	5.07	38.39	6.62	99.75	77.63	38.46	4.14	3.63	22.77	35.35	39.41	17.76	42.90	43.29	84.85	0.42
BRD-K14536225	CP	piceid	glucosidase inhibitor, ICAM1 expression inhibitor, VCAM expression inhibitor, xanthine oxidase inhibitor	GAA, XDH		2.83, 0.35	35.61	1.11, 0.41	82.87	41.90	60.32	31.10	42.91	16.24	69.52	59.43	30.31	95.26	22.20	23.02	28.02	35.90	-4.51	43.30	20.08	47.26	68.36	98.27	65.70	14.19	35.32	-20.71	77.96	6.87	88.67	15.52	9.68	80.28	30.64	25.45
BRD-K95992530	CP	Cyclo-[Arg-Gly-Asp-D-Phe-Val]	integrin antagonist	ITGAV, ITGB3		2.27, 1.30	35.55	0.75, 0.14	83.21	29.76	70.29	54.66	8.94	18.78	7.87	55.27	11.58	87.31	85.85	17.29	7.63	44.54	63.23	33.61	16.35	6.88	33.71	49.05	53.47	16.37	91.72	18.50	-1.80	34.56	3.52	55.82	62.02	68.98	66.11	36.53
BRD-U97083655	CP	teicoplanin	bacterial cell wall synthesis inhibitor			3.25, 1.62	35.55	1.33, 0.49	27.91	27.24	43.83	42.41	35.00	13.69	2.48	88.06	2.85	41.51	72.61	91.24	73.46	0.92	8.14	36.09	11.98	38.61	29.76	97.68	33.65	91.66	79.65	13.49	2.61	67.97	15.81	11.39	51.27	84.52	68.67	-17.28
BRD-K41564320	CP	purvalanol-b	tyrosine kinase inhibitor	CDK2, CDK4, MAPK1, MAPK3, CDK5, SRPK2		1.06, 0.71	35.50	1.24, 0.31	13.71	12.82	37.66	4.43	64.21	66.57	4.75	33.42	50.17	46.84	31.90	79.29	31.88	18.63	-3.19	11.91	93.87	52.24	15.80	51.07	58.32	14.95	88.83	13.73	73.59	37.58	37.69	31.20	3.38	68.00	18.51	92.52
