#1.3
2429	19	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K18779551-summary	BRD-K17743125-summary	BRD-K19462402-summary	BRD-K99964838-summary	BRD-K91315211-summary	BRD-K11717138-summary	BRD-K74763371-summary	BRD-A16665823-summary	BRD-K55191674-summary	BRD-A05186015-summary	BRD-K46018455-summary	BRD-K32821942-summary	BRD-K21450440-summary	BRD-A89175223-summary	BRD-A29485665-summary	BRD-K03406345-summary	BRD-K23204545-summary	BRD-K41410256-summary	BRD-A94543220-summary
BRD-K05658747	CP	raltegravir	HIV integrase inhibitor			5.00, 1.67	25.79	0.99, 0.31	78.47	16.47	13.50	0.74	85.98	34.26	22.63	74.39	-0.70	18.58	46.65	1.73	58.48	67.30	8.77	7.96	73.31	25.79	74.62
BRD-K66792149	CP	quinoclamine	algicide			4.44, 3.33	25.75	2.48, 0.58	29.48	28.36	6.10	1.76	7.23	25.75	22.79	22.47	3.66	28.72	9.78	99.42	18.03	23.77	33.24	97.80	56.04	34.79	34.25
BRD-K86727142	CP	embelin	HCV inhibitor, XIAP inhibitor	XIAP		3.89, 1.67	25.74	0.69, 0.23	11.72	30.92	45.90	10.26	48.73	8.25	20.90	39.56	57.70	4.23	21.19	16.97	-38.81	25.74	3.46	92.64	70.58	62.91	76.77
BRD-A85587465	CP	bemesetron	serotonin receptor antagonist	HTR3A, HTR3B	Serotonin receptor antagonist	5.00, 2.78	25.65	0.69, 0.13	32.74	19.66	70.76	87.38	15.96	55.41	21.65	29.60	74.91	99.82	31.27	22.57	23.66	20.36	9.35	-23.61	20.53	25.65	55.72
BRD-A13807286	CP	HA-14-1	BCL inhibitor	BCL2	BCL inhibitor	3.33, 2.78	25.63	1.30, 0.26	8.97	27.31	61.03	39.70	45.96	57.20	25.63	15.65	-26.97	17.61	-20.84	2.85	86.26	88.74	0.25	37.02	5.32	6.81	91.17
BRD-A59174698	CP	ritodrine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	1.67, 1.67	25.58	1.26, 0.45	29.04	22.04	70.68	0.96	10.85	31.61	57.15	71.94	78.81	10.10	25.58	3.59	6.58	10.79	24.06	39.26	80.05	58.84	25.01
BRD-K43330982	CP	JTE-013	lysophospholipid receptor antagonist	S1PR2, P2RY10		5.56, 2.78	25.57	0.72, 0.19	14.81	22.56	41.75	17.99	23.71	11.86	28.86	78.47	25.57	86.26	59.64	32.82	25.55	18.11	21.25	79.89	10.37	27.85	99.22
BRD-A24543851	CP	nornicotine	acetylcholine receptor agonist			5.30, 4.64	25.55	0.83, 0.20	71.14	14.38	99.68	13.31	5.77	82.66	25.55	71.98	86.72	36.14	8.32	3.14	4.05	12.21	30.43	-49.73	28.41	13.75	60.49
BRD-K53523901	CP	arctigenin	adiponectin receptor agonist, AP inhibitor, aryl hydrocarbon receptor antagonist, HIV integrase inhibitor, MEK inhibitor, NFkB pathway inhibitor, topoisomerase inhibitor	ADIPOR1, AHR, CHUK, MAP2K1		4.44, 3.33	25.54	0.69, 0.15	6.02	10.64	-31.08	35.26	12.05	6.54	95.38	89.40	-13.40	9.34	74.35	63.69	77.34	52.29	25.54	46.90	9.73	-29.98	80.59
BRD-K70241288	CP	L-692585	growth hormone releasing peptide ligand agonist, growth hormone secretagogue	GH1, GHSR		2.22, 1.11	25.53	1.06, 0.24	3.63	7.08	36.53	25.53	72.72	66.95	8.84	9.40	9.84	6.30	34.01	31.28	8.97	32.64	-0.14	64.88	48.85	15.33	31.96
BRD-K50720187	CP	flupirtine	glutamate receptor antagonist, apoptosis inhibitor, opioid receptor agonist, potassium channel agonist	KCNQ2, ADRA2A, KCNQ1, KCNQ3		1.11, 0.56	25.50	1.90, 0.58	-10.80	1.09	7.94	4.19	86.10	26.19	25.50	2.78	37.22	-2.11	31.07	-0.01	43.18	53.47	5.43	-7.90	51.20	38.72	78.86
BRD-K22096725	CP	ALW-II-49-7	ephrin inhibitor	DDR1, EPHA2, EPHA4, EPHA7, EPHB2, EPHB4, EPHB6		3.89, 1.11	25.48	2.11, 0.55	-12.28	1.20	25.48	32.58	94.86	12.40	28.20	76.41	59.72	8.19	21.75	-3.00	46.81	85.96	1.41	19.14	30.54	-32.83	62.83
BRD-A64227845	CP	SKF-77434	dopamine receptor agonist, dopamine receptor partial agonist	DRD1		3.89, 1.11	25.43	0.84, 0.34	11.13	19.57	25.43	17.62	10.39	53.77	12.50	71.62	8.06	68.24	61.62	11.98	76.46	25.05	4.61	49.49	53.17	40.85	91.20
BRD-K07691486	CP	roscovitine	CDK inhibitor, apoptosis stimulant	CDK2, CDK9, CDK7, CDK1, CDK5	CDK inhibitor	0.56, 0.00	25.43	0.91, 0.40	2.15	25.43	72.38	9.30	28.71	28.95	5.88	68.33	-1.37	79.11	23.25	16.81	15.08	63.34	21.31	59.56	16.72	26.38	30.38
BRD-K51318897	CP	fenbendazole	cytochrome P450 inhibitor, tubulin inhibitor	CYP2C19, CYP2D6, CYP2J2, CYP3A4, TUBB	Tubulin inhibitor	2.22, 1.11	25.43	0.88, 0.42	29.03	11.75	48.85	24.35	76.09	23.73	44.40	20.32	7.51	54.08	26.32	3.17	25.43	74.95	10.61	27.13	10.39	25.64	17.53
BRD-K05151076	CP	ZK-164015	estrogen receptor antagonist	ESR1, ESR2	Estrogen receptor antagonist	2.22, 1.67	25.37	1.38, 0.18	76.72	62.11	40.86	53.11	10.85	8.73	16.87	80.67	10.07	18.04	38.72	78.54	13.08	8.62	10.83	72.95	25.37	8.27	81.86
BRD-A41722204	CP	sulmazole	calcium sensitizer, phosphodiesterase inhibitor			3.33, 1.67	25.30	0.52, 0.11	31.27	25.30	44.81	0.88	16.51	46.80	17.91	-22.44	70.19	23.08	97.29	7.60	90.58	22.59	3.74	5.60	28.91	49.06	50.45
BRD-A55815733	CP	phylloquinone	antifibrinolytic agent, gamma carboxylase enzyme	BGLAP, GGCX		4.19, 0.60	25.29	1.17, 0.43	3.15	0.00	4.44	5.21	83.89	35.73	75.70	59.93	63.62	3.37	95.39	1.55	74.61	3.88	0.92	48.81	64.85	-10.19	25.29
BRD-K19525698	CP	ozagrel	thromboxane synthase inhibitor, platelet aggregation inhibitor, selective thromboxane synthetase inhibitor	TBXAS1		2.22, 0.56	25.28	1.06, 0.34	14.34	0.00	3.81	5.67	22.79	19.29	83.50	50.12	83.57	21.21	52.16	98.98	90.69	42.70	36.43	-5.07	62.27	24.16	25.28
BRD-A36707673	CP	hydroxycholesterol	LXR agonist, ABC transporter expression enhancer, alpha secretase activator, beta secretase inhibitor, glutamate receptor modulator	ABCA1, NR1H2, NR1H3		3.89, 1.11	25.23	0.92, 0.36	-25.10	-4.05	41.34	-70.85	31.97	40.18	10.58	29.50	-1.73	37.27	19.67	4.93	95.75	14.04	25.23	50.46	51.36	-14.02	37.87
BRD-K59753975	CP	vindesine	tubulin inhibitor, microtubule inhibitor, vinca alkaloid	TUBB, TUBB1	Tubulin inhibitor	2.65, 1.99	25.23	1.41, 0.49	70.39	10.11	26.87	45.89	9.95	-12.54	-20.53	-53.58	35.23	24.48	25.23	44.86	20.25	51.80	2.66	81.28	25.02	37.40	28.11
BRD-K18518344	CP	digitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	4.79, 3.59	25.15	2.61, 0.56	18.16	73.00	20.85	57.36	13.69	80.53	13.29	-6.62	48.99	34.54	16.17	87.65	23.23	25.15	3.53	97.74	20.90	61.77	48.86
BRD-A48570745	CP	ivermectin	GABA receptor agonist, acetylcholine receptor allosteric modulator, GABA release stimulant, purinergic receptor allosteric modulator	CHRNA7, GABRB3, GLRA3, P2RX7		5.56, 3.33	25.12	1.89, 0.43	28.43	13.09	34.52	6.86	50.59	42.80	17.95	96.75	-0.95	15.47	16.04	99.36	30.91	24.73	25.12	98.38	6.92	12.45	95.32
BRD-K84709232	CP	caffeic-acid	lipoxygenase inhibitor, HIV integrase inhibitor, NFkB pathway inhibitor, nitric oxide production inhibitor, PPAR receptor modulator, tumor necrosis factor production inhibitor	ALOX5, MIF, RELA, TNF		1.67, 0.00	25.12	1.24, 0.43	13.89	25.12	29.99	47.52	18.62	44.43	-27.53	50.11	0.70	5.01	6.80	86.36	11.07	30.01	4.76	73.34	28.51	22.21	77.39
BRD-A73605923	CP	mocimycin	protein synthesis inhibitor			2.22, 1.11	25.09	0.90, 0.30	27.99	4.94	16.35	8.25	28.71	8.10	10.07	64.76	63.73	73.69	14.74	87.41	-5.81	7.43	6.71	76.80	67.08	25.09	49.56
BRD-A36471396	CP	biperiden	anticholinergic	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2		5.56, 2.22	25.05	0.88, 0.26	24.57	13.11	52.84	13.15	21.02	68.31	52.38	50.02	80.19	99.89	95.76	-91.10	12.40	25.05	18.21	-8.49	-13.53	42.08	50.18
BRD-A13133631	CP	fluorometholone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	6.59, 2.40	24.98	1.45, 0.72	7.86	45.34	59.71	68.80	53.15	64.99	9.15	19.85	95.14	24.98	27.13	-0.01	6.86	64.01	4.65	-22.96	-10.84	45.14	-11.11
BRD-K19894101	CP	MST-312	telomerase inhibitor	TERT		5.00, 2.78	24.98	1.36, 0.32	7.29	50.93	31.71	11.09	78.24	21.09	24.98	48.29	-1.02	36.14	20.22	98.98	38.99	23.07	10.37	80.97	21.42	20.54	89.36
BRD-K09436313	CP	prostaglandin	prostanoid receptor antagonist	AKR1C3, PTGDR, PTGDR2, PTGER1, PTGER2, PTGER4, PTGFR		1.67, 1.11	24.87	1.19, 0.49	0.81	3.31	7.82	50.95	81.35	57.48	-11.64	32.53	32.68	2.85	24.87	6.87	50.42	76.05	-1.16	0.00	20.22	74.91	28.03
BRD-A83855350	CP	naltrexone	opioid receptor antagonist, opioid receptor ligand	OPRK1, OPRM1, OPRD1, SIGMAR1		7.78, 7.19	24.86	1.51, 0.63	11.25	6.91	51.88	20.40	23.89	99.35	24.86	64.84	99.75	33.38	27.19	2.42	6.71	33.61	4.26	-62.85	31.50	40.55	-23.89
BRD-K77793136	CP	hydroxyfasudil	ROCK inhibitor	ROCK1, PKIA, PRKACA, ROCK2	Rho associated kinase inhibitor	5.99, 1.80	24.85	1.35, 0.39	78.09	6.46	84.75	41.03	12.35	98.31	8.00	12.10	88.78	16.54	13.26	23.61	24.85	49.36	7.59	24.05	79.09	86.33	93.12
BRD-K75181824	CP	acetyl-geranygeranyl-cysteine	inhibitor of methyl esterification of geranylgeranylated proteins			3.33, 1.67	24.84	1.10, 0.38	11.00	-69.55	85.23	36.55	13.53	9.48	0.00	69.57	16.30	24.84	29.78	-5.93	52.04	60.06	4.65	45.10	22.35	39.69	40.46
BRD-K17294426	CP	clebopride	dopamine receptor antagonist	DRD2, ACHE		0.60, 0.00	24.75	1.03, 0.31	0.00	0.00	10.13	66.79	14.61	44.36	21.45	72.73	50.85	14.19	21.90	85.53	5.02	24.75	47.02	0.00	37.47	38.67	72.16
BRD-K24994810	CP	androstenol	GABA receptor modulator	NR1I3		2.78, 2.22	24.75	1.14, 0.36	-28.74	8.79	-5.64	39.20	59.13	14.27	73.74	77.97	10.31	7.57	81.40	-4.93	46.10	64.48	24.75	0.00	41.38	-20.04	46.69
BRD-A41145729	CP	methoprene-acid	RXR agonist	NCOA2, NR1H3, RXRA, RXRB		8.33, 2.78	24.71	1.06, 0.35	21.07	24.64	50.05	10.05	32.50	62.31	76.35	95.67	65.40	18.20	99.51	8.21	86.88	23.17	4.94	22.30	67.50	20.71	24.71
BRD-K31627533	CP	rimexolone	glucocorticoid receptor agonist, immunosuppressant, mineralocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist	2.22, 1.11	24.71	1.19, 0.47	28.67	46.86	13.26	1.42	92.81	24.71	73.29	73.94	24.39	59.69	42.23	9.31	47.16	19.44	1.77	41.16	-19.24	4.72	21.77
BRD-K43149758	CP	myricetin	androgen receptor ligand, cytochrome P450 inhibitor	PIK3CG, AR, CYP3A4		4.79, 0.60	24.70	0.74, 0.16	3.84	18.27	11.26	-5.43	58.41	39.02	36.99	47.96	-5.58	73.63	23.05	24.70	57.32	55.48	0.35	15.34	10.10	37.59	85.73
BRD-K02581333	CP	protein-tyrosine-phosphatase-inhibitor-IV	tyrosine phosphatase inhibitor	PTPN1, PTPN11		5.56, 3.33	24.67	1.25, 0.42	15.68	12.99	17.83	-7.06	47.21	20.18	58.14	24.67	98.56	34.05	36.84	5.22	28.69	39.11	17.20	19.73	34.48	64.14	19.03
BRD-A55594068	CP	vinblastine	microtubule formation inhibitor, tubulin inhibitor, tubulin polymerisation inhibitor	TUBB, JUN, TUBA1A, TUBD1, TUBE1, TUBG1	Tubulin inhibitor	1.11, 0.56	24.65	1.43, 0.39	13.48	27.31	17.70	28.27	59.53	24.62	70.05	58.25	8.48	18.00	63.27	90.70	15.45	21.02	5.68	88.07	28.14	20.68	24.65
BRD-K89687904	CP	PKCbeta-inhibitor	PKC inhibitor	PRKCB		5.00, 1.11	24.65	0.83, 0.27	8.69	5.00	10.01	71.70	-30.83	56.84	70.86	59.65	44.84	33.74	25.18	9.31	68.90	40.22	10.35	24.21	20.03	24.65	6.82
BRD-A43150328	CP	penicillic-acid	bacterial quorum sensing inhibitor, caspase inhibitor			2.99, 0.60	24.59	1.40, 0.55	6.01	24.59	35.98	29.07	11.28	87.70	19.69	28.07	22.57	22.09	54.63	94.75	8.35	35.22	10.03	53.99	14.83	20.36	61.86
BRD-K55930204	CP	phenytoin	sodium channel blocker	ABCB1, CYP2B6, CYP2C19, CYP3A4, SCN1A, SCN2A, SCN5A		10.78, 5.99	24.56	1.84, 0.61	3.59	3.63	17.13	43.73	99.30	0.00	99.82	91.16	-4.19	13.45	24.56	8.55	85.49	93.88	21.95	48.89	97.86	21.91	62.41
BRD-K76810206	CP	nicergoline	adrenergic receptor antagonist	ADRA1A		2.22, 2.22	24.55	0.76, 0.16	24.55	7.19	20.98	66.31	61.95	13.07	77.02	58.21	4.67	6.96	29.28	81.96	52.03	13.34	3.09	16.55	51.43	22.08	59.61
BRD-K93080877	CP	Ala-Ala-Phe-CMK	tripeptidyl peptidase inhibitor	TPP2		4.79, 2.40	24.54	1.13, 0.43	51.10	13.90	73.78	24.54	-16.62	97.74	-13.79	13.92	91.33	69.35	10.65	91.34	20.82	30.22	-1.02	15.02	6.73	64.69	83.17
BRD-A68281735	CP	REV-5901	leukotriene receptor antagonist, lipoxygenase inhibitor	ALOX5		2.22, 1.11	24.51	0.92, 0.35	16.56	15.74	84.68	24.72	15.10	12.93	24.51	42.02	-10.51	53.89	39.81	10.60	3.52	93.52	53.80	41.72	37.00	17.27	21.39
BRD-K31792052	CP	pifithrin	interleukin receptor antagonist			2.22, 1.11	24.43	0.73, 0.20	20.29	17.97	88.24	11.73	65.47	28.02	8.70	-2.11	24.43	51.86	27.59	2.78	3.52	25.00	1.82	45.32	11.47	29.80	35.54
BRD-K37846922	CP	3,3'-diindolylmethane	androgen receptor antagonist, aryl hydrocarbon receptor agonist, beta glucuronidase inhibitor, CHK inhibitor, cytochrome P450 activator, indoleamine 2,3-dioxygenase inhibitor	AHR, AR, CYP1A2, GUSB, IDO1		4.44, 2.78	24.41	1.33, 0.39	25.35	8.06	9.86	62.71	24.41	39.00	17.17	11.11	97.96	50.08	21.13	55.13	32.68	21.30	16.53	22.15	24.07	36.18	46.56
BRD-K15164005	CP	apoptosis-activator-II	carboxylesterase inhibitor	BCHE, CES1		4.44, 2.78	24.40	1.08, 0.40	21.69	9.87	6.48	14.15	84.99	8.36	-18.52	24.40	53.44	51.99	38.64	10.22	26.54	15.71	48.41	14.91	48.91	76.01	58.62
BRD-K92492521	CP	LY-255283	leukotriene receptor antagonist	LTB4R, LTB4R2		2.22, 1.11	24.40	1.02, 0.32	-32.68	13.23	22.29	20.47	24.40	30.12	29.90	18.45	28.44	40.57	81.23	-0.01	72.94	36.19	7.65	6.99	55.53	34.00	-18.85
BRD-K09859624	CP	methantheline	acetylcholine receptor antagonist	CHRM1, HRH2		3.33, 2.78	24.32	1.14, 0.23	-9.39	0.53	72.62	11.95	99.35	22.33	72.87	79.58	14.86	10.95	36.44	12.04	95.52	35.00	24.32	36.63	35.95	-4.92	22.15
BRD-K12932420	CP	YM-976	phosphodiesterase inhibitor, tumor necrosis factor production inhibitor	PDE4A, PDE4B, PDE4C, PDE4D, TNF		2.78, 0.56	24.32	0.73, 0.27	21.97	19.66	49.87	21.68	42.42	8.86	26.29	89.42	14.53	81.99	52.24	5.00	1.69	39.27	-1.20	34.80	24.32	3.05	45.61
BRD-A54487287	CP	cortisone	glucocorticoid receptor agonist	NR3C1		2.78, 0.00	24.25	0.72, 0.15	17.05	11.93	54.59	24.25	82.71	30.83	94.63	5.74	-36.35	18.98	8.53	22.95	81.27	37.29	96.33	15.38	41.44	60.97	20.22
BRD-K51485625	CP	ritonavir	HIV protease inhibitor, cytochrome P450 inhibitor	CYP3A4, CYP1A2, CYP2B6, CYP2C19, CYP3A5, CYP3A7	HIV protease inhibitor	7.28, 3.31	24.22	0.77, 0.18	76.85	8.05	63.93	67.04	15.19	5.21	8.88	46.22	41.71	54.05	13.66	7.54	35.64	21.41	13.70	50.66	24.22	0.85	96.81
BRD-A14985772	CP	ascorbyl-palmitate	antioxidant			6.67, 2.22	24.14	1.15, 0.44	-33.01	-3.04	0.78	31.60	78.07	50.93	24.14	56.90	15.23	6.58	78.07	0.56	37.54	44.64	9.71	61.08	-11.16	1.87	31.86
BRD-A93000692	CP	ciglitazone	PPAR receptor agonist, insulin sensitizer	PPARG, INS	PPAR receptor agonist	2.22, 0.56	24.14	0.66, 0.22	46.74	7.29	11.17	64.53	24.29	9.69	11.31	31.18	25.86	89.58	15.36	15.66	4.29	4.20	13.49	26.45	24.14	50.09	48.64
BRD-A35338386	CP	NECA	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, HSP90B1	Adenosine receptor agonist	3.33, 1.11	24.12	0.91, 0.36	0.95	-1.87	40.50	-13.28	43.34	17.81	38.51	52.85	24.12	4.33	-1.55	30.27	74.42	21.95	1.20	42.28	35.84	13.75	29.31
BRD-K43796186	CP	benzyl-quinazolin-4-yl-amine	epidermal growth factor receptor (EGFR) inhibitor	EGFR		4.19, 1.80	24.08	0.90, 0.36	19.69	22.05	11.62	28.09	-55.19	52.77	-10.51	80.28	47.29	33.02	24.08	41.63	4.41	21.61	4.65	84.20	33.27	-7.33	80.34
BRD-K86003836	CP	flubendazole	acetylcholinesterase inhibitor, microtubule inhibitor, tubulin inhibitor	TUBB	Tubulin inhibitor	6.62, 1.99	24.07	0.89, 0.45	17.05	-1.16	39.76	32.96	94.35	12.19	2.49	28.29	18.01	3.70	24.07	27.37	4.02	24.21	4.97	76.81	14.94	31.40	87.10
BRD-K29113274	CP	ketoconazole	14-alpha demethylase inhibitor, androgen receptor ligand, aromatase inhibitor, cell wall synthesis inhibitor, cortisol synthesis inhibitor, P glycoprotein inhibitor, sterol demethylase inhibitor	AR, CYP19A1, CYP21A2, CYP2C19, CYP3A5, CYP3A7, KCNA10	Sterol demethylase inhibitor	3.31, 1.99	24.04	0.83, 0.18	59.78	31.47	79.89	41.56	11.84	2.22	24.04	55.81	3.00	12.00	-1.09	-2.20	41.51	85.31	44.48	81.72	13.66	20.57	-52.45
BRD-K08273968	CP	griseofulvin	microtubule inhibitor, microtubule stabilizing agent, mitosis inhibitor	KRT12		3.59, 2.40	23.96	1.07, 0.24	-6.59	1.23	61.18	27.52	86.43	30.49	77.40	67.72	-11.88	-8.71	13.97	-71.77	23.96	9.29	-1.13	54.03	77.59	-61.52	52.37
BRD-K55424922	CP	anpirtoline	serotonin receptor agonist, serotonin receptor antagonist	HTR1B, HTR3A		3.59, 2.40	23.96	1.08, 0.35	6.70	27.36	49.85	41.06	25.28	34.38	16.82	34.24	95.01	5.46	17.58	5.14	23.96	63.68	1.13	14.88	10.39	15.12	26.93
BRD-K40227168	CP	vinburnine	adrenergic receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4		1.80, 0.00	23.85	0.76, 0.22	1.80	8.06	22.93	51.65	53.04	41.01	15.06	23.67	62.57	73.37	45.40	60.91	61.45	27.98	4.17	16.31	23.85	14.50	7.46
BRD-K28667196	CP	fillalbin	increases arterial blood pressure			2.78, 1.11	23.78	0.75, 0.22	3.59	28.61	21.25	4.16	52.52	10.82	71.76	95.66	7.97	23.78	29.51	5.07	59.69	16.52	12.51	30.93	58.38	11.60	69.94
BRD-K09991945	CP	GSK-3-inhibitor-II	glycogen synthase kinase inhibitor, PKC inhibitor, superoxide dismutase expression inhibitor	GSK3B	Glycogen synthase kinase inhibitor, PKC inhibitor	1.80, 1.20	23.73	1.24, 0.44	7.94	17.30	17.19	27.31	9.70	15.05	51.47	83.03	13.00	11.14	31.01	23.73	48.46	6.34	37.94	91.34	70.42	15.93	76.60
BRD-K29673530	CP	hypericin	PKC inhibitor, tyrosine kinase inhibitor, unidentified pharmacological activity			5.56, 4.44	23.68	0.75, 0.20	5.70	11.96	23.68	13.68	-10.16	66.51	22.82	66.79	99.65	30.01	44.16	45.12	-47.11	29.41	3.74	-12.77	44.53	71.95	-26.30
BRD-A15493168	CP	tetracycline	30S ribosomal protein inhibitor, 30S ribosomal subunit inhibitor, protein arginine deiminase inhibitor	PRNP	Bacterial 30S ribosomal subunit inhibitor	2.40, 1.20	23.66	2.18, 0.53	-4.51	4.44	68.05	10.19	35.56	25.96	88.18	56.90	71.06	-52.10	-28.32	-0.35	-0.21	85.54	11.93	37.34	79.01	-40.98	23.66
BRD-K38003476	CP	clocortolone	glucocorticoid receptor agonist	NR3C1, PLA2G1B	Glucocorticoid receptor agonist	1.67, 0.56	23.63	1.40, 0.59	27.41	46.51	16.32	56.55	39.31	0.60	18.21	46.40	15.07	8.05	54.80	4.52	40.07	39.06	0.04	-15.63	23.63	71.19	-16.87
BRD-K87510569	CP	RS-504393	CC chemokine receptor antagonist	CCR2, CCL2		4.44, 1.11	23.63	1.22, 0.15	76.62	24.70	0.81	92.60	95.41	10.01	-7.65	81.29	-38.69	53.90	3.03	-2.85	65.49	35.47	5.45	37.09	18.26	23.63	17.68
BRD-U97083655	CP	teicoplanin	bacterial cell wall synthesis inhibitor			1.67, 1.11	23.62	1.33, 0.49	27.44	1.27	47.78	43.20	85.85	18.47	16.62	42.73	1.34	96.29	86.76	8.82	41.20	23.62	10.39	11.30	-9.37	6.06	45.65
BRD-K68191783	CP	ALW-II-38-3	ephrin inhibitor	DDR1, EPHA2, EPHA4, EPHB2, EPHB4, EPHB6		1.11, 0.00	23.60	1.26, 0.52	9.17	6.13	34.22	78.28	7.24	23.97	38.20	40.96	69.89	9.48	41.82	23.60	5.60	6.73	2.78	0.00	54.98	33.05	22.78
BRD-K01902415	CP	pirinixic-acid	PPAR receptor agonist	PPARA	PPAR receptor agonist	3.33, 2.78	23.57	1.06, 0.30	8.58	12.90	23.57	5.39	69.89	14.54	55.14	51.30	22.31	15.04	82.17	3.68	21.64	88.82	33.23	69.35	18.57	41.17	52.48
BRD-K87932577	CP	CDK1-5-inhibitor	CDK inhibitor	CDK1, CDK5, GSK3B	CDK inhibitor, Glycogen synthase kinase inhibitor	1.11, 0.56	23.56	0.94, 0.28	6.73	5.11	18.60	13.42	17.69	57.41	41.80	58.83	23.56	75.48	23.39	9.13	45.19	50.86	19.00	32.06	26.54	18.33	41.06
BRD-K08924299	CP	palonosetron	serotonin receptor antagonist	HTR3A		3.33, 0.56	23.50	1.28, 0.34	7.16	0.00	29.65	38.55	29.47	72.82	43.22	23.50	18.34	8.07	11.93	18.97	50.09	88.83	13.05	14.05	5.74	41.75	55.71
BRD-K57546357	CP	prunetin	breast cancer resistance protein inhibitor	ABCG2, ALDH2		9.78, 4.35	23.50	1.04, 0.31	4.94	12.60	5.00	59.63	92.12	12.03	23.50	99.82	10.85	21.76	90.88	0.04	74.54	31.80	5.50	5.43	44.68	80.53	95.54
BRD-K14329163	CP	BAY-K8644	L-type calcium channel activator	CACNA1C		2.22, 1.11	23.49	1.02, 0.26	4.52	-23.81	12.33	23.49	89.45	62.85	15.19	50.64	28.93	9.91	38.25	-1.55	28.08	21.42	34.19	-72.71	84.77	44.11	20.99
BRD-K06878038	CP	deferiprone	chelating agent, cytochrome P450 inhibitor, iron absorption inhibitor, reducing agent	CYP4F2		7.28, 4.64	23.38	0.51, 0.17	2.75	6.48	23.38	-4.72	87.14	8.70	40.55	64.62	9.56	41.61	32.58	1.34	18.66	93.22	33.30	13.22	31.47	-47.09	97.25
BRD-K18905250	CP	ST-91	adrenergic receptor agonist			2.78, 1.67	23.33	1.31, 0.35	-29.96	1.06	23.33	6.52	85.71	86.51	22.80	53.23	-42.37	56.85	54.64	14.81	50.14	82.60	17.84	55.36	16.33	-61.79	96.44
BRD-K13356952	CP	methazolamide	carbonic anhydrase inhibitor, insulin sensitizer	CA1, CA2, CA4, CA7, CA12, CA14, INS		4.79, 2.40	23.31	1.56, 0.56	-5.25	0.00	72.02	15.42	94.58	18.22	86.66	75.50	-70.27	23.55	9.39	18.72	35.74	74.17	23.31	77.17	19.98	-13.13	75.25
BRD-K64157027	CP	ZD-2079	adrenergic receptor agonist, insulin sensitizer	ADRB3		2.22, 1.67	23.30	1.17, 0.34	51.30	1.58	34.38	13.47	81.49	49.70	12.50	17.23	4.32	71.49	2.01	3.36	-1.59	21.66	63.37	40.11	35.26	60.43	23.30
BRD-K12244279	CP	MEK1-2-inhibitor	MEK inhibitor	MAP2K1, MAP2K2	MEK inhibitor	2.22, 1.11	23.20	1.14, 0.49	23.20	18.46	4.41	95.16	52.18	14.53	82.53	32.93	27.70	7.19	66.82	8.20	92.18	16.01	84.22	-33.07	17.70	17.25	78.25
BRD-K99749624	CP	linifanib	PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, colony stimulating factor receptor inhibitor, FLT3 inhibitor, macrophage colony stimulating factor antagonist, MAP kinase inhibitor, PARP inhibitor, receptor tyrosine kinase inhibitor, STAT inhibitor, VEGFR antagonist	CSF1R, KDR, PDGFRB, FLT1, FLT3, FLT4, CSF1, KIT, PDGFRA, RET, TEK		1.67, 0.00	23.18	1.02, 0.49	7.16	65.92	12.33	11.95	23.18	21.79	10.58	-45.34	42.84	16.90	32.79	26.14	36.50	9.37	1.02	42.00	38.03	47.26	75.55
BRD-A63836183	CP	PD-123319	angiotensin antagonist	AGTR2		3.89, 1.11	23.12	0.80, 0.24	10.70	9.48	16.25	24.60	17.90	34.68	25.29	64.01	-13.68	23.12	96.10	1.02	80.77	8.46	40.82	17.42	88.60	16.26	59.87
BRD-A84493640	CP	atovaquone	cytochrome b-c1 complex inhibitor, dihydroorotate dehydrogenase inhibitor, mitochondrial electron transport inhibitor	DHODH		5.99, 2.40	23.12	1.27, 0.34	4.37	5.00	77.64	21.65	85.01	43.75	82.99	96.55	48.58	23.12	13.27	14.32	7.18	36.64	21.26	20.50	12.05	25.68	85.40
BRD-A12016240	CP	LY-278584	serotonin receptor antagonist	HTR3A		2.78, 1.67	23.10	0.68, 0.18	24.32	12.80	13.65	21.61	51.64	79.07	20.46	41.54	2.78	23.10	89.63	-16.07	43.45	89.06	3.60	19.65	32.92	22.80	28.82
BRD-A54029483	CP	IRL-2500	endothelin receptor antagonist	EDNRB		3.33, 1.11	23.06	1.14, 0.35	0.95	26.77	58.32	6.34	84.61	57.09	18.61	47.06	5.91	7.19	34.72	-3.98	80.85	49.80	20.77	19.20	21.68	23.06	50.85
