#1.3
2429	13	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K82941592-summary	BRD-K81473089-summary	BRD-K50859149-summary	BRD-K15933101-summary	BRD-K19416115-summary	BRD-K50938287-summary	BRD-A70083328-summary	BRD-A33168282-summary	BRD-K93645900-summary	BRD-K53972329-summary	BRD-A95939040-summary	BRD-K36627727-summary	BRD-A62035778-summary
BRD-A85587465	CP	bemesetron	serotonin receptor antagonist	HTR3A, HTR3B	Serotonin receptor antagonist	4.07, 2.44	24.50	0.69, 0.13	46.33	12.85	70.52	90.09	58.42	24.50	-0.95	7.54	22.91	12.18	33.86	33.38	14.55
BRD-A65440446	CP	cimaterol	adrenergic receptor agonist		Beta-adrenergic receptor agonist	6.14, 1.75	24.49	0.82, 0.26	59.36	13.51	8.21	14.25	52.23	87.23	14.82	96.62	75.10	-12.98	24.49	23.77	30.99
BRD-A19500257	CP	geldanamycin	HSP inhibitor	HSP90AA1, HSP90AB1	HSP inhibitor	1.63, 0.81	24.45	0.99, 0.30	28.90	1.29	24.45	25.98	20.91	33.21	4.16	17.97	38.90	80.89	14.60	20.38	29.64
BRD-K13646352	CP	midostaurin	FLT3 inhibitor, KIT inhibitor, PKC inhibitor, angiogenesis inhibitor, cell cycle inhibitor, cyclin inhibitor, histamine release inhibitor, multi targeted kinase inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR antagonist, VEGFR inhibitor	FLT3, KIT, CCNB1, FLT1, KDR, PDGFRB, PRKCA, PRKCG, VEGFA	FLT3 inhibitor, PDGFR/KIT inhibitor, PKC inhibitor, VEGFR inhibitor	0.00, 0.00	24.41	1.35, 0.26	36.68	84.57	17.32	49.14	-94.40	19.38	18.95	9.85	25.50	54.17	14.81	94.46	24.41
BRD-A74907996	CP	equol	estrogen receptor agonist	ESR2, ESR1		0.00, 0.00	24.37	0.52, 0.39	0.78	38.03	12.46	16.58	7.08	11.10	28.25	24.37	40.54	60.81	19.54	27.23	42.62
BRD-K38477985	CP	malonoben	protein tyrosine kinase inhibitor, tyrosine kinase inhibitor	EGFR		4.07, 4.07	24.37	1.84, 0.60	36.57	11.88	33.61	5.91	22.50	8.97	4.86	-0.03	24.37	91.39	38.17	99.82	80.03
BRD-A15297126	CP	fluocinonide	corticosteroid agonist, corticosteroid hormone receptor agonist	NR3C1, SERPINA6, SMO	Glucocorticoid receptor agonist	7.02, 5.26	24.33	1.74, 0.78	85.10	7.83	23.54	19.53	75.97	62.84	10.62	99.33	67.60	-21.64	-3.91	24.33	58.17
BRD-K09499853	CP	KU-0060648	DNA dependent protein kinase, DNA dependent protein kinase inhibitor, PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC	DNA dependent protein kinase inhibitor, PI3K inhibitor	0.00, 0.00	24.29	1.84, 0.56	33.07	24.66	-26.63	48.76	-32.99	41.73	3.73	12.05	30.65	22.61	43.89	24.29	8.15
BRD-K68336408	CP	tyrphostin-AG-1478	EGFR inhibitor	EGFR, MAPK14	EGFR inhibitor	0.81, 0.00	24.27	1.60, 0.51	21.37	25.69	17.27	17.92	-51.74	21.99	11.10	35.89	27.25	24.27	38.12	86.40	49.43
BRD-K78659596	CP	MLN-2238	proteasome inhibitor	PSMB1	Proteasome inhibitor	2.44, 0.81	24.19	2.44, 0.85	11.14	30.22	5.59	24.19	-20.25	29.01	6.57	10.91	30.52	99.61	44.54	47.53	16.47
BRD-K36198571	CP	WAY-170523	metalloproteinase inhibitor	MMP13		0.00, 0.00	24.16	1.30, 0.38	90.96	26.39	15.02	17.21	-14.31	27.29	9.02	3.17	54.85	1.66	24.16	90.35	90.85
BRD-K12906962	CP	dichlorobenzamil	sodium/calcium exchange inhibitor		T-type calcium channel blocker	2.44, 1.63	24.13	1.47, 0.39	82.11	36.82	38.15	6.34	17.24	10.19	3.83	-8.93	24.13	33.51	80.20	74.62	22.74
BRD-A30437061	CP	camptothecin	topoisomerase inhibitor, beta amyloid synthesis inhibitor, hypoxia inducible factor inhibitor	TOP1, HIF1A	Topoisomerase inhibitor	0.00, 0.00	24.12	2.19, 0.69	24.12	32.45	70.98	53.40	-67.12	8.81	6.34	3.63	94.76	1.13	0.63	74.09	31.85
BRD-K30296925	CP	flavokavain-b	carcinoma cell growth inhibitor, hypoxia inducible factor inhibitor	HIF1A		0.81, 0.00	24.11	1.49, 0.66	86.28	42.67	24.11	29.58	-55.07	-3.07	2.64	9.96	30.56	22.98	16.54	39.32	76.21
BRD-A14798026	CP	mestranol	estrogen receptor agonist	ESR1	Estrogen receptor agonist	6.50, 4.88	24.08	0.83, 0.28	24.08	75.92	71.07	98.20	-11.45	22.31	12.44	7.34	32.96	19.75	6.71	31.77	84.00
BRD-K49519144	CP	LY-2140023	glutamate receptor agonist	GRM3, GRM2		5.26, 4.39	24.08	0.95, 0.25	24.08	99.33	16.46	11.62	82.44	68.85	8.77	69.00	65.26	19.09	12.09	8.13	81.38
BRD-K21672174	CP	RO-28-1675	glucokinase activator	GCK		0.81, 0.00	24.02	0.66, 0.01	20.37	51.24	27.98	19.85	22.61	38.97	6.59	2.61	24.02	21.32	58.47	81.65	34.24
BRD-A36471396	CP	biperiden	anticholinergic	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2		8.13, 4.07	23.98	0.88, 0.26	22.55	13.42	96.65	99.82	91.02	96.78	2.96	9.66	12.13	20.77	36.84	23.98	48.55
BRD-A28970875	CP	puromycin	adenosine receptor agonist, protein synthesis inhibitor	NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1	Protein synthesis inhibitor	3.25, 0.81	23.91	2.40, 0.51	-0.70	41.54	46.47	25.55	-8.63	66.16	4.23	4.15	11.34	94.55	16.59	99.58	23.91
BRD-K88742110	CP	BRD-K88742110	HDAC inhibitor, interleukin synthesis inhibitor	HDAC8, IL1B		0.81, 0.81	23.80	0.26, 0.17	14.31	10.72	25.99	28.24	47.16	63.45	23.80	17.78	10.98	52.32	15.51	19.33	57.77
BRD-K10065684	CP	dantron	stimulant laxative			3.25, 2.44	23.77	0.89, 0.15	14.39	23.24	1.76	23.77	42.03	81.72	33.51	-5.91	18.95	57.50	15.18	31.49	93.51
BRD-K61480498	CP	epoxycholesterol	LXR agonist	NR1H2, NR1H3		3.25, 0.81	23.70	1.11, 0.42	33.49	45.23	13.57	17.76	-35.84	85.97	10.79	56.35	23.70	14.68	13.25	45.02	54.12
BRD-K74501079	CP	azithromycin	50S ribosomal subunit inhibitor, protein synthesis inhibitor	MLNR		2.44, 0.81	23.67	1.00, 0.33	26.35	11.61	31.71	44.91	42.89	23.67	31.91	18.89	-23.78	17.12	18.62	24.85	15.49
BRD-K30649484	CP	mafenide	carbonic anhydrase inhibitor, unidentified pharmacological activity	CA6, CA12, CA14, CA2, CA4, CA9		4.88, 0.81	23.66	1.82, 0.47	20.28	39.12	16.20	31.36	23.66	-18.82	6.59	30.84	21.08	63.62	15.80	28.28	56.78
BRD-A71459254	CP	cymarin	ATPase inhibitor	ATP1A1	ATPase inhibitor	4.88, 3.25	23.62	1.97, 0.57	1.54	8.84	23.62	21.99	85.54	8.35	3.88	4.43	30.98	99.89	34.33	98.80	90.47
BRD-K91623615	CP	ABT-751	tubulin inhibitor, dihydropteroate synthase inhibitor, microtubule inhibitor, PABA antagonist, tubulin polymerisation inhibitor	TUBB	Tubulin inhibitor	1.63, 0.81	23.60	1.51, 0.73	23.60	66.87	4.99	1.02	78.69	73.29	18.29	74.98	14.62	-5.96	12.39	84.66	24.62
BRD-K53959060	CP	indirubin	CDK inhibitor, glycogen synthase kinase inhibitor, cyclin-dependent kinase inhibitor, PKC inhibitor	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	Glycogen synthase kinase inhibitor	3.51, 1.75	23.59	1.80, 0.53	5.29	23.59	10.37	-4.21	-74.04	31.20	38.16	23.98	21.03	72.74	5.34	98.22	79.82
BRD-K03406345	CP	azacitidine	DNA methyltransferase inhibitor, antimetabolite, DNA methylase inhibitor, DNA synthesis inhibitor, RNA synthesis inhibitor	DNMT1		8.77, 7.89	23.58	2.08, 0.81	1.15	93.37	23.58	16.84	-68.58	15.44	62.65	13.64	25.83	99.51	20.37	99.58	72.68
BRD-U82589721	CP	HG-5-113-01	protein kinase inhibitor	ABL1, LTK, STK10		7.32, 5.69	23.56	1.97, 0.53	23.18	23.56	10.36	61.87	71.05	74.09	3.70	3.63	53.83	99.89	15.99	50.98	2.43
BRD-A93000692	CP	ciglitazone	PPAR receptor agonist, insulin sensitizer	PPARG, INS	PPAR receptor agonist	0.81, 0.81	23.42	0.66, 0.22	23.42	46.43	39.14	4.31	70.57	8.49	7.65	8.23	36.16	39.09	21.65	36.14	18.33
BRD-K47598052	CP	PP-1	src inhibitor, Abl kinase inhibitor	HCK, RET, SRC	SRC inhibitor	3.25, 0.81	23.42	1.75, 0.64	86.82	11.77	84.14	0.00	45.46	11.63	16.54	4.91	62.73	40.37	17.24	69.05	23.42
BRD-K94176593	CP	TWS-119	glycogen synthase kinase inhibitor	GSK3B, JUN, MYC	Glycogen synthase kinase inhibitor	2.44, 0.81	23.38	1.14, 0.41	37.04	13.48	-67.20	3.68	-61.86	27.30	9.88	23.38	60.37	98.15	61.29	19.71	81.10
BRD-K53790871	CP	triamcinolone	antiinflammatory agent, corticosteroid agonist, corticosteroid binding globulin binder, corticosteroid hormone receptor agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant, immunosuppressive agent	NR3C1, CYP3A5, CYP3A7, SERPINA6	Glucocorticoid receptor agonist	3.51, 2.63	23.36	1.48, 0.52	66.96	82.23	10.89	2.89	15.82	11.18	7.41	97.64	23.36	0.00	58.16	31.72	70.84
BRD-K59184148	CP	SB-216763	glycogen synthase kinase inhibitor	GSK3B, CCNA2, CDK2, GSK3A	Glycogen synthase kinase inhibitor	1.63, 0.00	23.34	0.36, 0.17	24.08	3.98	4.33	18.96	83.96	67.58	23.34	62.32	-1.84	64.55	22.08	12.45	44.37
BRD-K29733039	CP	deforolimus	mTOR inhibitor, angiogenesis inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor, serine/threonine kinase inhibitor, VEGFR antagonist	MTOR	MTOR inhibitor	8.13, 5.69	23.23	1.78, 0.55	24.19	1.23	45.87	86.05	99.75	22.90	23.23	99.37	29.94	-62.95	21.86	13.68	-3.35
BRD-K81062487	CP	taurocholic-acid	bile acid	CEL, FXR, NR1H4, FABP6, SLCO1C1	Bile acid	4.07, 1.63	23.19	0.78, 0.30	5.41	26.78	63.87	23.19	8.03	75.59	33.15	6.08	18.60	64.62	21.47	-1.86	83.24
BRD-K55420858	CP	mirin	inhibitor of MRE11A exonuclease activity	MRE11A		8.13, 4.88	23.18	1.16, 0.47	2.53	52.65	10.42	8.86	83.80	19.31	16.01	60.95	53.67	99.71	42.76	1.41	23.18
BRD-K01902415	CP	pirinixic-acid	PPAR receptor agonist	PPARA	PPAR receptor agonist	2.44, 0.81	23.09	1.06, 0.30	77.30	9.50	9.96	7.95	73.81	42.84	36.15	8.53	73.98	21.39	-0.60	23.09	85.58
BRD-K19295594	CP	gossypol	BCL inhibitor, MCL1 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, growth factor receptor modulator, lipid peroxidase inhibitor	BCL2, BCL2L1, MCL1, BCL2L2, CTGF, EGF	BCL inhibitor	4.07, 3.25	23.09	1.26, 0.22	4.14	25.10	23.09	13.99	-43.65	38.20	31.93	17.22	15.39	63.70	14.38	98.87	26.34
BRD-K62792802	CP	LY-83583	inhibitor of soluble guanylyl cyclase, leukotriene synthesis inhibitor	GUCY1A2		5.45, 4.55	23.09	2.01, 0.45	-5.36	72.56	23.09	68.16	18.90	-74.02	57.65	10.71	97.60	3.00	6.94	61.66	59.99
BRD-K08273968	CP	griseofulvin	microtubule inhibitor, microtubule stabilizing agent, mitosis inhibitor	KRT12		7.02, 2.63	23.02	1.07, 0.24	19.32	97.81	73.40	0.00	94.92	77.61	23.02	90.03	6.06	13.36	82.28	6.32	10.68
BRD-A78360835	CP	cercosporin	photoactivated to produce toxic reactive oxygen species, PKC inhibitor			3.51, 2.63	22.99	2.96, 0.78	12.13	21.22	5.86	14.18	-62.89	27.22	2.61	22.99	24.09	99.05	57.00	97.68	44.33
BRD-K83837640	CP	JNJ-26854165	HDAC inhibitor, MDM inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2		6.50, 3.25	22.95	1.40, 0.39	51.54	22.95	29.49	17.91	91.36	75.75	7.34	21.01	17.10	10.43	75.27	97.60	2.08
BRD-K72264770	CP	QW-BI-011	histone lyinse methyltransferase inhibitor	EHMT2		8.77, 6.14	22.93	1.02, 0.31	0.81	99.05	22.93	73.11	98.45	27.91	15.74	51.47	6.33	-39.01	61.12	17.25	-73.76
BRD-K54472332	CP	elvitegravir	HIV integrase inhibitor, HIV inhibitor			4.88, 3.25	22.71	1.10, 0.33	45.42	11.57	25.72	78.36	43.51	76.76	8.82	-8.35	12.00	5.39	21.95	72.53	22.71
BRD-K18787491	CP	U-0126	MEK inhibitor, JAK inhibitor, MAP kinase inhibitor	AKT1, CHEK1, GSK3B, JAK2, LCK, MAP2K1, MAP2K2, MAP2K7, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1	MEK inhibitor	1.63, 0.81	22.70	1.06, 0.43	57.88	1.62	73.85	86.27	-4.75	20.50	4.70	-7.26	41.73	-4.54	22.70	76.82	69.45
BRD-A23637604	CP	oxymetholone	androgen receptor agonist, synthetic hormone with anabolic and androgenic properties	AR	Androgen receptor modulator	5.77, 4.81	22.54	0.65, 0.24	3.88	9.47	25.25	8.55	44.83	98.56	60.31	31.27	22.54	5.67	33.55	-7.75	-10.24
BRD-K77987382	CP	mebendazole	acetylcholinesterase inhibitor, microtubule inhibitor, tubulin inhibitor	TUBA1A, TUBB, TUBB4B	Tubulin inhibitor	4.07, 2.44	22.54	1.63, 0.59	10.83	92.78	19.69	32.75	-39.52	7.96	29.45	17.96	22.54	52.28	5.66	80.83	48.04
BRD-K01815685	CP	indole	aryl hydrocarbon receptor agonist, indoleamine 2,3-dioxygenase inhibitor	AHR, IDO1		4.88, 4.07	22.51	0.92, 0.18	52.77	10.74	22.51	79.29	91.51	77.14	4.65	5.48	19.37	71.30	10.67	10.04	68.21
BRD-A09495397	CP	bicuculline	GABA receptor antagonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, KCNN1	GABA receptor antagonist	10.81, 9.46	22.43	1.27, 0.46	61.84	-41.38	-42.03	98.69	69.39	99.79	3.52	-10.24	22.43	0.00	50.67	-2.82	45.19
BRD-A99571536	CP	dubinidine	anticonvulsant that reduces motor activity			6.14, 2.63	22.41	2.11, 0.59	23.59	4.79	41.93	94.67	62.80	13.87	17.86	-9.12	22.41	-10.30	14.05	57.00	45.37
BRD-K11663430	CP	pyroxamide	HDAC inhibitor, cell cycle inhibitor	HDAC1	HDAC inhibitor	2.44, 1.63	22.39	1.53, 0.64	13.85	2.75	-0.81	32.81	53.81	41.27	10.06	22.39	63.35	0.00	31.19	45.96	16.49
BRD-K78122587	CP	NNC-55-0396	T-type calcium channel blocker	CATSPER1, CATSPER2, CATSPER3, CATSPER4	T-type calcium channel blocker	1.63, 0.00	22.38	1.65, 0.48	61.96	20.11	15.29	3.52	-73.83	22.38	3.59	5.80	51.48	95.28	50.53	82.82	42.83
BRD-M30523314	CP	vinorelbine	tubulin inhibitor, apoptosis stimulant, microtubule inhibitor, mitosis inhibitor, mitotic inhibitor, tubulin polymerisation inhibitor, vinca alkaloid	TUBB	Tubulin inhibitor	6.50, 3.25	22.36	1.24, 0.56	-13.33	45.25	12.74	-0.53	89.76	76.66	22.36	37.64	13.67	87.17	12.93	71.84	3.74
BRD-K47983010	CP	BX-795	IKK inhibitor, PDK1 inhibitor, phosphoinositide dependent kinase inhibitor, serine/threonine kinase inhibitor, TBK1 inhibitor	PDPK1, CDK2, CHEK1, GSK3B, IKBKE, KDR, PDK1, TBK1	IKK inhibitor	4.07, 1.63	22.35	2.16, 0.44	40.81	9.49	20.99	11.17	-23.43	29.37	5.29	66.67	22.35	98.70	39.51	97.15	-10.92
BRD-K48722258	CP	dilazep	adenosine reuptake inhibitor, calcium channel antagonist, platelet aggregation inhibitor	SLC29A1, CACNA1C		3.51, 0.88	22.26	1.32, 0.44	90.87	33.58	4.76	-6.94	24.89	19.59	22.26	96.73	13.53	9.77	33.56	-13.11	29.70
BRD-K28578425	CP	cilostamide	phosphodiesterase inhibitor	PDE3A, PDE3B		0.81, 0.00	22.25	0.36, 0.30	21.17	68.04	21.68	-2.43	10.49	54.66	60.43	13.98	66.81	40.47	8.49	22.25	62.76
BRD-K71035033	CP	masitinib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor, c-kit inhibitor, FGFR antagonist, FGFR inhibitor, tyrosine kinase inhibitor	KIT, FGFR3, LYN, PDGFRA, PDGFRB	PDGFR/KIT inhibitor	6.50, 4.88	22.25	0.80, 0.24	-9.58	18.48	57.95	9.07	9.70	52.65	8.97	15.76	22.25	81.40	70.15	99.30	75.05
BRD-K43389675	CP	daunorubicin	RNA synthesis inhibitor, topoisomerase inhibitor, DNA synthesis inhibitor, radical formation stimulant	TOP2A, TOP2B	Topoisomerase inhibitor	2.44, 1.63	22.02	2.67, 0.82	57.64	25.79	42.41	42.64	-67.74	22.00	20.29	20.71	97.71	2.57	0.63	66.04	22.02
BRD-A38749782	CP	fludrocortisone	glucocorticoid receptor agonist, mineralocorticoid receptor agonist	NR3C2, AR, NR3C1	Glucocorticoid receptor agonist	0.88, 0.00	21.98	1.64, 0.57	55.17	3.28	-20.97	21.98	40.99	30.86	-7.11	91.25	16.64	4.45	2.89	50.84	44.14
BRD-A68039575	CP	liquiritigenin	aromatase inhibitor	CYP19A1		7.02, 3.51	21.96	1.30, 0.45	21.96	70.94	53.77	2.50	59.76	46.37	16.01	95.82	24.45	-6.02	18.80	14.42	4.51
BRD-K15891719	CP	tenofovir	reverse transcriptase inhibitor, nucleoside reverse transcriptase inhibitor, nucleotide reverse transcriptase inhibitor			11.38, 7.32	21.90	3.25, 0.93	5.08	4.33	49.03	99.57	96.93	44.17	6.50	0.04	67.26	15.82	1.06	65.61	21.90
BRD-A62057054	CP	MDL-11939	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C		5.26, 5.26	21.86	1.39, 0.53	41.84	18.56	21.86	82.56	98.56	21.45	9.60	86.52	14.63	6.40	17.34	57.98	54.20
BRD-K04146668	CP	GW-441756	growth factor receptor inhibitor, leucine rich repeat kinase inhibitor	LRRK2, NTRK1		1.63, 0.81	21.84	1.23, 0.33	21.84	33.33	18.06	0.67	66.43	52.24	5.21	-2.68	65.79	5.60	50.03	21.57	63.36
BRD-A35588707	CP	teniposide	topoisomerase inhibitor, DNA inhibitor, DNA repair enzyme inhibitor, mitotic inhibitor	TOP2A, CYP3A5	Topoisomerase inhibitor	0.00, 0.00	21.83	2.61, 0.64	-8.26	65.87	22.13	12.33	-76.16	51.13	16.46	-0.07	33.87	2.54	21.83	85.67	24.15
BRD-K84141129	CP	VU-0400193-3	glutamate receptor modulator	GRM4		5.69, 2.44	21.74	0.83, 0.27	0.28	73.88	21.74	3.17	96.22	14.90	46.41	93.91	19.87	-1.44	74.75	2.96	23.80
BRD-K44084986	CP	Y-27632	ROCK inhibitor, calcium sensitizer, leucine rich repeat kinase inhibitor	ROCK1, ROCK2, LRRK2, PKIA, PKN2, PRKACA, PRKCE	Rho associated kinase inhibitor	2.63, 1.75	21.55	1.06, 0.25	38.68	41.35	12.60	8.32	74.74	52.34	21.55	72.33	19.93	60.61	16.49	14.81	-16.32
BRD-K33226500	CP	indinavir	HIV protease inhibitor	CYP3A5	HIV protease inhibitor	3.85, 1.92	21.44	1.13, 0.28	5.59	7.25	-77.01	1.72	93.50	35.17	22.94	17.81	82.26	21.44	17.12	24.07	28.98
BRD-K74761218	CP	WT-171	HDAC inhibitor	HDAC6		0.88, 0.00	21.43	1.70, 0.59	67.83	1.34	5.51	19.96	17.66	72.63	14.58	45.90	81.47	23.61	21.43	36.33	5.09
BRD-K13169950	CP	NSC-3852	HDAC inhibitor	HDAC1	HDAC inhibitor	0.81, 0.81	21.42	2.16, 0.67	21.42	29.84	8.28	2.68	-39.46	31.16	0.42	3.24	58.21	97.67	16.87	82.43	55.29
BRD-K56334280	CP	amonafide	topoisomerase inhibitor, DNA intercalating drug	TOP2A, TOP2B	Topoisomerase inhibitor	1.63, 0.00	21.40	1.61, 0.44	26.25	64.73	6.19	21.40	73.91	33.40	18.87	2.53	25.15	8.70	20.26	62.46	11.28
BRD-K11636097	CP	JNJ-7706621	CDK inhibitor, Aurora kinase inhibitor	CDK1, CDK2, AURKA, AURKB	CDK inhibitor	1.63, 0.81	21.38	4.50, 1.56	21.38	19.41	48.58	46.46	-74.94	25.98	4.14	0.00	79.01	65.65	6.24	85.77	8.11
BRD-K89930444	CP	AG-592	tyrosine kinase inhibitor			0.81, 0.81	21.38	1.82, 0.48	21.38	23.59	34.40	8.01	7.52	7.89	-7.76	-4.15	12.81	71.54	37.25	84.70	77.24
BRD-A46186775	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	3.51, 1.75	21.34	1.44, 0.70	26.48	0.00	21.34	28.08	80.08	55.68	15.15	99.16	40.86	9.34	9.20	18.75	-5.17
BRD-K19533706	CP	tranilast	angiogenesis inhibitor, histamine receptor antagonist, histamine release inhibitor, indoleamine 2,3-dioxygenase activator, interferon gamma synthesis inhibitor, interleukin receptor modulator, interleukin synthesis enhancer, interleukin synthesis inhibitor, TGF beta receptor antagonist, TRPV antagonist, tumor necrosis factor production inhibitor, urate transporter inhibitor	HPGDS, HRH1, IDO1, IFNG, IL10, IL2, IL4, SLC22A12, TGFB1, TNF, TRPV2		7.32, 4.07	21.33	0.76, 0.17	54.94	17.37	94.05	21.33	77.55	97.32	8.82	12.51	65.03	1.69	5.62	62.87	5.09
BRD-K33882852	CP	ZK-93423	benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2		8.13, 4.88	21.31	0.83, 0.20	17.47	7.36	9.90	87.54	12.02	79.07	6.78	-24.47	28.22	99.33	69.41	99.75	21.31
BRD-K68488863	CP	ENMD-2076	Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, ephrin receptor inhibitor, FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor	AURKA, FLT3, KDR, PDGFRA, SRC, CSF1R, EPHA1, FGFR1, FGFR2, FGFR3, FLT4, KIT, PTK2	Aurora kinase inhibitor	0.91, 0.00	21.26	1.09, 0.32	16.57	21.26	38.58	11.30	-5.14	10.79	9.87	23.25	22.88	52.67	3.73	41.94	38.32
BRD-K66782112	CP	BRD-K66782112	histamine receptor antagonist	HRH2		7.32, 3.25	21.19	1.41, 0.41	16.57	92.55	79.23	97.96	-54.16	21.19	15.69	-16.70	98.60	19.75	11.69	96.19	85.51
BRD-A71765365	CP	mepireserpate	catecholamine depleting sympatholytic	SLC18A2, SLC18A1		3.51, 0.88	21.14	1.89, 0.67	84.67	3.95	10.12	33.85	84.16	21.14	20.60	35.90	16.91	-55.26	22.94	35.41	9.94
BRD-K26997899	CP	SA-792574	microtubule inhibitor, tubulin inhibitor	TUBB	Tubulin inhibitor	3.25, 0.81	21.06	0.97, 0.43	-40.07	96.54	10.99	22.27	30.29	17.77	21.06	6.69	23.65	31.12	9.38	79.29	10.31
BRD-K53123955	CP	niridazole	oogenesis inhibitor, spermatogenesis inhibitor			5.26, 1.75	21.04	0.78, 0.26	1.62	9.34	13.83	83.96	94.98	34.34	14.62	29.00	21.04	11.04	12.30	56.30	54.24
BRD-K29673530	CP	hypericin	PKC inhibitor, tyrosine kinase inhibitor, unidentified pharmacological activity			7.32, 6.50	20.99	0.75, 0.20	6.65	-2.43	87.27	99.93	79.22	38.22	9.80	35.29	-24.57	-22.32	20.99	18.95	40.38
BRD-A17065207	CP	brefeldin-a	antibiotic that disrupts Golgi function, brefeldin A inhibited guanine nucleotide exchange protein inhibitors, golgi-specific brefeldin A-resistance guanine nucleotide exchange factor inhibitor, protein synthesis inhibitor	ARF1, ARFGEF1, ARFGEF2, CYTH2, GBF1, SAR1A	Protein synthesis inhibitor	2.44, 0.81	20.90	2.14, 0.78	1.55	21.36	21.40	11.76	38.14	20.90	12.97	12.29	19.86	99.47	27.65	86.46	11.32
BRD-K68174511	CP	torin-2	mTOR inhibitor	MTOR	MTOR inhibitor	3.25, 1.63	20.90	1.56, 0.48	13.84	0.00	20.90	64.46	89.42	66.49	5.55	9.57	21.14	99.51	17.27	50.38	16.25
BRD-K21680192	CP	mitoxantrone	topoisomerase inhibitor, DNA intercalating drug, HCV inhibitor, immunosuppressant, Pim kinase inhibitor	TOP2A, PIM1	Topoisomerase inhibitor	4.39, 0.88	20.89	2.56, 0.70	18.50	45.49	63.81	64.35	-93.65	20.89	8.11	1.37	59.37	1.20	12.33	70.78	22.35
BRD-K58299615	CP	RO-90-7501	amyloid precursor protein inhibitor, beta amyloid aggregation inhibitor	APP		2.63, 0.88	20.75	1.18, 0.27	-8.48	31.88	-88.37	63.18	-19.07	20.75	22.36	14.25	61.95	2.15	9.06	29.85	96.56
BRD-K32398298	CP	alprazolam	GABA benzodiazepine site receptor agonist, benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, CYP3A5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ		1.92, 1.92	20.74	1.10, 0.50	-4.50	68.40	9.39	12.32	20.74	54.44	30.04	3.84	31.70	45.15	1.15	49.06	14.28
BRD-K10573841	CP	tunicamycin	GLCNAC phosphotransferase inhibitor	GNPTAB		1.75, 0.88	20.73	2.39, 0.75	14.27	94.43	6.77	1.28	-74.58	1.35	23.27	-4.54	27.25	89.70	20.73	84.38	37.35
BRD-K49294207	CP	BIBU-1361	EGFR inhibitor	EGFR	EGFR inhibitor	0.88, 0.00	20.62	1.69, 0.69	90.94	20.04	31.91	3.68	-55.24	13.14	4.65	0.02	92.91	31.65	83.11	21.03	20.62
BRD-K74305673	CP	IKK-2-inhibitor-V	IKK inhibitor, NFkB pathway inhibitor, protein kinase inhibitor	IKBKB	IKK inhibitor, NFkB pathway inhibitor	4.07, 2.44	20.59	1.99, 0.72	20.59	18.76	32.00	9.19	-72.35	6.06	4.97	2.61	23.77	97.16	25.89	99.79	42.50
BRD-A80383043	CP	BRD-A80383043	glutamate receptor agonist, glutamate receptor antagonist	GRM1, GRM2		10.81, 5.41	20.56	2.20, 0.90	25.89	98.73	99.82	3.52	96.19	23.18	4.69	20.56	32.19	-35.99	13.33	-4.42	14.05
BRD-K75295174	CP	alisertib	Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA	Aurora kinase inhibitor	0.00, 0.00	20.53	0.98, 0.51	5.38	14.53	40.88	20.53	13.54	10.41	47.86	14.16	77.12	61.97	6.13	58.39	26.30
