#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K32318651-summary	BRD-K70358946-summary	BRD-K53737926-summary	BRD-K20141153-summary	BRD-K94830329-summary	BRD-K52172416-summary	BRD-K97181089-summary	BRD-K62200014-summary	BRD-A25234499-summary	BRD-A20239487-summary	BRD-K33483813-summary	BRD-K57631554-summary	BRD-K70330367-summary	BRD-K02265150-summary	BRD-K66175015-summary	BRD-K29530284-summary	BRD-K11433652-summary	BRD-K91290917-summary	BRD-K67043667-summary	BRD-K56558538-summary
BRD-K80970344	CP	pyrrolidine-dithiocarbamate	NFkB pathway inhibitor	HSD11B1, RELA	NFkB pathway inhibitor	1.06, 0.00	31.69	1.64, 0.73	82.05	31.15	9.49	5.87	29.89	59.82	18.07	10.07	4.12	68.88	32.22	45.15	47.75	30.29	79.58	43.59	59.23	7.63	60.39	0.63
BRD-A64228451	CP	terreic-acid	Bruton's tyrosine kinase (BTK) inhibitor	BTK		3.72, 1.60	31.63	1.56, 0.52	40.37	10.08	32.86	26.55	63.77	5.25	4.44	83.32	30.55	19.83	60.92	42.39	12.71	70.98	29.65	11.00	31.80	65.05	31.45	79.03
BRD-K36377456	CP	marmesin	precursor in psoralen			5.68, 3.98	31.61	1.34, 0.44	29.10	3.16	12.84	14.85	45.21	67.55	98.77	-37.32	16.23	61.82	57.53	33.11	54.42	30.10	-3.14	98.74	92.04	3.40	75.58	2.54
BRD-A83937277	CP	mephenytoin	cytochrome P450 substrate	SCN5A, CYP2C19		2.27, 1.70	31.59	1.45, 0.38	9.56	1.37	30.04	85.50	59.73	13.81	33.14	5.74	15.66	39.95	80.28	56.04	66.91	22.63	2.96	92.09	84.76	28.17	92.78	25.55
BRD-K43245338	CP	MDL-28170	calpain inhibitor, cathepsin inhibitor	CAPN1, CTSB, CTSL		6.91, 2.66	31.57	1.06, 0.32	43.09	23.69	76.96	5.44	29.17	24.14	57.63	15.64	5.21	65.94	30.24	50.91	89.65	96.90	8.74	30.84	32.29	3.15	39.93	74.58
BRD-A77050075	CP	heraclenol	furocoumarin compound with antiproliferative activity at G2/M phase			3.19, 1.06	31.56	1.02, 0.30	35.78	6.89	57.61	41.06	78.50	7.22	66.25	17.99	1.69	71.86	27.34	21.04	37.60	-17.75	24.29	83.04	74.85	16.78	40.56	7.74
BRD-A72711497	CP	lasalocid	ionophore antibiotic			2.84, 0.57	31.54	2.03, 0.66	46.59	80.52	98.04	22.42	36.52	73.85	-71.31	37.58	52.15	9.42	-45.14	17.41	2.36	95.38	93.11	-3.21	26.56	87.66	15.78	12.98
BRD-K61217870	CP	n-(3-acetamidophenyl)-3-chlorobenzamide	glutamate receptor inhibitor	GRM5		5.85, 2.13	31.54	0.99, 0.22	6.63	27.17	2.80	58.20	80.76	37.61	24.33	83.80	20.40	68.53	95.10	35.90	27.06	12.92	9.27	74.15	68.28	15.80	15.25	48.72
BRD-K52512893	CP	SC-19220	prostanoid receptor antagonist	PTGER1		6.82, 2.84	31.53	1.01, 0.36	20.31	20.33	49.91	71.44	82.59	96.48	13.65	98.83	86.77	45.49	94.50	9.53	32.56	5.53	7.72	8.10	17.44	32.17	6.63	30.90
BRD-A34205397	CP	suloctidil	adrenergic receptor antagonist, platelet aggregation inhibitor, vasodilator			2.98, 1.19	31.52	2.07, 0.56	87.93	89.14	98.91	7.93	9.45	47.48	-7.38	18.43	4.93	25.80	70.22	1.20	11.33	92.12	98.74	44.21	37.24	8.67	11.46	37.87
BRD-K61691971	CP	avrainvillamide-analog-1	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	0.60, 0.00	31.47	0.49, 0.40	84.93	5.56	18.75	48.17	28.31	82.57	13.99	71.71	18.58	32.61	27.25	34.48	43.39	71.08	18.97	50.94	30.33	8.37	7.72	59.91
BRD-A36707673	CP	hydroxycholesterol	LXR agonist, ABC transporter expression enhancer, alpha secretase activator, beta secretase inhibitor, glutamate receptor modulator	ABCA1, NR1H2, NR1H3		2.13, 1.06	31.47	0.92, 0.36	73.74	5.92	7.31	32.57	62.30	5.14	30.36	-0.35	46.73	55.68	69.86	34.37	36.70	-8.24	-31.44	45.86	44.80	2.01	1.08	9.89
BRD-K32610195	CP	androstenedione	cytochrome P450 inhibitor	AKR1C3, HSD17B1, HSD3B1		5.85, 2.13	31.44	1.32, 0.38	-75.48	20.56	47.06	45.42	98.01	72.09	26.31	10.30	20.52	74.87	96.03	95.94	39.88	3.03	19.88	19.86	49.03	19.53	7.99	36.56
BRD-K05464208	CP	JX-401	p38 MAPK inhibitor	MAPK14		2.66, 2.13	31.43	1.08, 0.38	13.10	29.69	31.47	82.45	43.77	1.13	11.33	31.14	11.25	47.38	75.33	91.12	31.39	31.20	18.68	60.16	72.63	6.61	55.11	70.59
BRD-K07691486	CP	roscovitine	CDK inhibitor, apoptosis stimulant	CDK2, CDK9, CDK7, CDK1, CDK5	CDK inhibitor	1.60, 0.53	31.42	0.91, 0.40	58.45	-11.37	12.22	26.51	18.90	34.35	37.09	-4.86	27.07	71.16	32.80	44.06	54.22	29.54	6.23	44.21	30.05	0.70	77.29	51.57
BRD-A33833419	CP	TER-14687	inhibitor of translocation of PKCq in T cells	PRKCQ		2.13, 1.06	31.40	1.09, 0.28	42.54	18.21	70.82	6.66	45.37	27.36	42.04	45.69	-28.14	31.81	48.38	12.87	48.38	1.69	52.89	7.34	31.00	0.18	27.21	41.88
BRD-K64890080	CP	BI-2536	PLK inhibitor, apoptosis stimulant, cell cycle inhibitor, protein kinase inhibitor	PLK1, BRD4, PLK2, PLK3	Bromodomain Inhibitor	1.60, 0.00	31.40	1.49, 0.56	46.43	54.71	76.81	9.90	48.76	8.03	32.85	40.16	29.59	25.94	-7.46	32.58	12.57	30.22	86.96	41.61	29.46	81.54	29.09	19.64
BRD-A08003242	CP	rhodomyrtoxin-b	cytotoxic, DNA intercalator			3.98, 1.70	31.38	1.80, 0.58	61.99	96.02	99.19	31.22	19.81	52.66	4.56	96.85	4.19	12.08	-61.33	37.86	20.76	42.18	99.01	31.53	73.89	19.52	17.51	7.20
BRD-K12184916	CP	NVP-BEZ235	mTOR inhibitor, PI3K inhibitor, protein kinase inhibitor	MTOR, PIK3CA, PIK3CG, PIK3CD, ATR, PIK3CB	MTOR inhibitor, PI3K inhibitor	1.60, 0.00	31.37	2.02, 0.53	60.62	27.30	43.20	34.76	71.62	33.74	21.85	10.79	22.20	26.59	13.65	58.64	25.07	48.39	73.88	45.75	31.84	2.11	30.90	15.53
BRD-K51223576	CP	AG-99	tyrosine kinase inhibitor	EGFR		4.55, 2.84	31.34	1.05, 0.27	33.77	17.09	2.01	26.35	78.75	25.70	98.26	33.18	74.40	29.50	28.20	-5.07	45.84	7.91	36.70	57.09	67.19	10.88	39.75	20.68
BRD-K01902415	CP	pirinixic-acid	PPAR receptor agonist	PPARA	PPAR receptor agonist	1.60, 0.53	31.32	1.06, 0.30	54.17	2.78	12.75	5.14	4.12	72.76	9.11	46.95	30.27	85.32	79.48	85.21	14.87	31.97	16.43	61.89	79.48	2.35	30.67	91.54
BRD-K13725475	CP	rhodomyrtoxin	cytotoxic, DNA intercalator			4.55, 1.70	31.28	1.24, 0.32	16.69	59.55	95.15	2.79	27.62	43.55	13.30	34.94	8.33	58.12	98.20	14.43	-10.60	66.21	36.72	17.15	24.40	42.22	11.24	57.66
BRD-K24994810	CP	androstenol	GABA receptor modulator	NR1I3		3.19, 1.60	31.21	1.14, 0.36	-41.51	3.38	32.02	30.40	0.00	36.46	28.28	4.43	24.64	41.05	82.26	16.21	78.56	-10.43	7.38	38.63	48.04	42.75	36.51	38.20
BRD-A16934955	CP	nalbuphine	opioid receptor agonist, opioid receptor antagonist	OPRD1, OPRK1, OPRM1		3.14, 2.52	31.20	1.34, 0.40	93.45	29.22	13.01	10.79	70.34	59.12	53.69	17.38	30.85	33.78	94.36	-47.87	10.96	49.51	0.49	61.92	76.51	31.54	12.00	19.71
BRD-K42573370	CP	avrainvillamide-analog-2	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	0.60, 0.60	31.16	0.59, 0.16	79.24	56.25	27.95	39.36	76.42	18.74	30.83	74.52	12.06	39.69	-27.42	25.55	22.06	18.15	77.41	39.51	21.17	19.84	40.73	31.50
BRD-K05926469	CP	lenalidomide	angiogenesis inhibitor, cereblon inhibitor, tumor apoptosis inducer, tumor necrosis factor production inhibitor, tumor necrosis factor receptor antagonist	CRBN, TNF, CDH5, PTGS2, TNFSF11		5.85, 5.32	31.11	1.30, 0.36	-70.91	6.91	0.42	8.72	50.66	69.71	17.39	86.73	92.95	66.99	99.86	44.84	1.90	16.96	-19.38	77.32	56.10	7.28	1.83	88.41
BRD-K85133207	CP	HDAC1-selective	HDAC inhibitor			0.60, 0.00	31.09	0.35, 0.22	64.02	14.88	6.25	33.47	35.42	66.28	25.35	81.30	10.79	54.77	54.86	2.96	22.61	28.71	7.71	44.17	61.94	18.39	33.64	20.60
BRD-K13049116	CP	BMS-754807	insulin growth factor receptor inhibitor	IGF1R, AKT1	IGF-1 inhibitor	2.13, 1.06	31.07	2.85, 0.90	93.65	69.16	31.50	70.23	58.45	15.09	5.06	27.63	11.83	25.24	48.67	73.03	28.70	12.50	79.22	14.80	30.64	10.21	33.59	32.19
BRD-K69032158	CP	diprotin-a	dipeptidyl peptidase inhibitor	DPP4		2.06, 1.03	31.07	1.52, 0.38	40.33	3.76	-74.06	30.43	51.05	52.01	21.96	0.07	81.03	54.48	17.76	8.04	31.71	23.30	-28.02	65.69	72.05	48.88	63.54	22.91
BRD-K95921201	CP	reserpine	vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1		7.45, 3.72	31.04	1.59, 0.30	14.51	80.76	99.93	17.52	89.85	81.52	20.30	36.38	5.44	17.34	74.19	60.28	15.59	88.89	96.94	25.69	-18.00	97.61	23.85	17.65
BRD-K65786282	CP	CGP-7930	GABA receptor modulator, GABA receptor positive allosteric modulator	GABBR1		3.72, 1.06	31.03	1.00, 0.22	-14.43	24.78	7.23	14.30	69.41	41.88	29.22	5.74	-5.21	76.10	94.19	56.03	35.41	16.49	32.83	53.47	83.05	3.17	92.71	25.38
BRD-A77118605	CP	BML-ST330	phospholipase inhibitor, DNA inhibitor, RNA synthesis inhibitor			4.26, 0.53	30.99	0.82, 0.33	36.33	5.84	64.70	22.98	46.90	24.26	44.37	-42.48	-39.81	46.71	16.55	41.63	43.04	25.51	-30.11	44.42	25.96	31.86	30.13	68.33
BRD-K76907295	CP	VU-0418947-2	hypoxia inducible factor activator		HIF activator	0.00, 0.00	30.94	1.82, 0.63	23.51	92.05	22.49	19.17	57.54	14.22	9.86	90.07	4.58	18.47	-11.82	70.50	0.00	72.59	92.41	40.53	47.67	78.15	9.23	38.36
BRD-A62182663	CP	YK-4279	apoptosis stimulant, binding of RNA helicase A to the transcription factor EWS-FLI1 inhibitor, EWS-FLI1 inhibitor	DHX9, EWSR1, FLI1		2.66, 1.06	30.93	1.40, 0.68	34.57	16.11	73.52	18.51	84.37	55.75	54.84	3.89	10.99	94.24	80.45	25.03	16.74	39.14	5.04	49.37	51.02	4.07	17.51	27.30
BRD-A80502530	CP	cinobufagin	ATPase inhibitor, chloride channel activator	ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2	ATPase inhibitor	0.00, 0.00	30.92	2.39, 0.55	51.72	0.47	66.43	48.47	6.89	17.89	6.27	84.59	25.21	34.41	-63.29	14.28	16.11	27.43	43.68	48.10	54.41	63.83	8.70	35.95
BRD-K82255054	CP	propofol	membrane integrity inhibitor, membrane permeability inhibitor, TRPV agonist	CYP2B6, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, SCN2A, SCN4A, TRPV1		9.57, 5.85	30.89	0.66, 0.17	25.87	4.06	22.16	14.53	70.58	72.38	81.71	0.74	31.14	16.94	60.52	20.24	85.37	20.52	15.25	78.42	85.37	30.65	99.58	97.71
BRD-K11630072	CP	carmofur	thymidylate synthase inhibitor, pyrimidine antagonist	TYMS	Thymidylate synthase inhibitor	5.66, 3.14	30.86	1.19, 0.41	-47.13	75.90	79.88	71.28	37.01	17.59	91.45	3.63	11.83	66.39	91.30	23.70	4.91	24.71	0.81	95.56	40.89	0.11	99.86	4.18
BRD-K16554956	CP	PTB1	AMPK activator, tyrosine phosphatase inhibitor	PTPN1		2.66, 1.60	30.86	0.93, 0.32	27.94	5.34	20.99	19.17	61.41	21.58	25.96	85.09	38.65	33.77	61.65	72.67	37.76	56.76	4.00	17.45	68.25	1.37	12.93	69.38
BRD-K01436366	CP	XMD-1150	leucine rich repeat kinase inhibitor	LRRK2	Leucine rich repeat kinase inhibitor	1.60, 0.00	30.83	1.33, 0.56	35.48	54.12	76.68	30.11	24.92	15.58	43.13	0.21	19.01	57.69	2.61	5.39	31.54	38.66	66.45	33.13	24.06	46.77	18.75	17.18
BRD-A11702965	CP	chromomycin-a3	DNA binding			3.19, 0.53	30.77	1.43, 0.64	44.79	16.46	27.98	69.62	5.66	33.56	2.64	57.69	57.80	45.85	-56.86	0.00	26.10	55.17	2.96	66.39	-80.37	47.83	41.23	2.78
BRD-K71035033	CP	masitinib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor, c-kit inhibitor, FGFR antagonist, FGFR inhibitor, tyrosine kinase inhibitor	KIT, FGFR3, LYN, PDGFRA, PDGFRB	PDGFR/KIT inhibitor	3.19, 1.60	30.77	0.80, 0.24	67.22	31.16	46.67	36.47	86.94	30.38	8.64	9.51	19.85	64.89	15.67	71.96	20.99	88.64	22.27	35.52	6.36	28.17	56.18	29.74
BRD-K02590140	CP	O-2050	cannabinoid receptor antagonist	CNR1		6.91, 3.19	30.76	1.14, 0.42	26.21	21.92	61.78	25.76	76.91	62.44	86.78	99.89	3.03	28.17	75.22	28.86	33.81	64.82	32.66	-24.01	11.77	47.09	10.35	20.61
BRD-K97399794	CP	quercetin	aldose reductase inhibitor, cytokine production inhibitor, EGFR inhibitor, glucosidase inhibitor, monoamine oxidase inhibitor, polar auxin transport inhibitor, quorum sensing signaling modulator, SIRT activator, sodium channel blocker, tyrosine phosphatase inhibitor, xanthine oxidase inhibitor	PIK3CG, AKR1B1, ATP5A1, ATP5B, ATP5C1, CYP2C8, EGFR, GAA, HCK, HIBCH, MAOA, PIM1, PTPN1, SCN5A, SIRT1, STK17B, UGT3A1, XDH		3.72, 2.13	30.74	0.98, 0.30	46.37	47.64	26.91	61.16	28.98	4.79	13.10	95.67	4.79	54.21	32.51	25.60	11.52	22.53	44.96	44.08	41.78	38.47	13.17	9.95
BRD-A49906757	CP	scopolamine	acetylcholine receptor antagonist	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI		3.19, 1.60	30.74	0.82, 0.25	59.92	-3.00	13.41	82.44	44.70	50.27	12.65	5.13	5.29	80.58	32.23	64.45	29.81	25.57	-1.80	60.09	31.67	54.60	1.02	3.91
BRD-K38477985	CP	malonoben	protein tyrosine kinase inhibitor, tyrosine kinase inhibitor	EGFR		2.66, 1.06	30.70	1.84, 0.60	31.61	98.20	89.18	8.33	54.83	9.18	7.40	84.20	8.33	29.80	-15.60	48.26	-1.02	76.25	96.77	21.44	20.26	65.35	32.23	14.86
BRD-K93433262	CP	alfacalcidol	hypercalcaemic agent, vitamin D receptor agonist	VDR, CYP27B1, CYP3A5	Vitamin D receptor agonist	9.09, 5.68	30.67	1.53, 0.51	14.79	80.63	31.30	3.63	18.28	12.65	12.64	51.28	10.11	99.67	87.40	26.66	72.02	30.05	32.19	43.64	99.89	26.33	37.55	-23.69
BRD-A94709349	CP	metaxalone	muscle relaxant			6.91, 3.72	30.67	0.88, 0.30	67.91	13.52	99.51	12.29	54.31	19.77	96.29	84.64	13.68	93.55	26.33	6.60	84.53	29.21	18.17	66.45	95.17	20.34	32.13	22.19
BRD-K53545112	CP	CNQX	glutamate receptor antagonist, unidentified pharmacological activity	GRIA1, GRIA2, GRIA3, GRIA4		1.70, 0.57	30.55	1.25, 0.32	25.37	23.54	31.33	25.44	92.92	53.94	29.77	33.68	9.91	78.70	87.02	50.89	1.90	69.54	45.95	7.04	26.57	13.12	15.13	64.14
BRD-K33312228	CP	halometasone	cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant	NR3C1	Glucocorticoid receptor agonist	8.18, 5.03	30.52	1.69, 0.53	19.66	98.91	30.53	12.88	52.84	28.98	8.79	0.03	5.25	53.58	69.24	99.12	23.74	21.56	30.50	85.34	88.48	38.16	76.79	14.23
BRD-K44849676	CP	capsazepine	TRPV agonist, TRPV antagonist	TRPV1, TRPV4		3.19, 1.60	30.48	1.49, 0.49	35.46	74.51	25.50	7.52	55.63	86.70	3.95	6.07	23.77	16.48	17.30	15.56	15.56	83.12	84.68	43.62	45.14	90.65	12.21	57.72
BRD-A90515964	CP	guaifenesin	expectorant			5.68, 2.84	30.48	1.19, 0.38	29.34	2.47	31.61	-4.70	62.82	35.15	99.82	3.63	13.34	39.33	94.28	10.60	54.92	10.07	57.68	61.33	57.39	5.80	28.83	12.60
BRD-K94294671	CP	OSI-027	mTOR inhibitor	MTOR	MTOR inhibitor	2.13, 0.53	30.47	1.35, 0.56	37.70	51.18	41.53	70.78	80.50	38.81	23.62	11.86	1.87	17.04	1.32	5.46	21.18	59.31	75.86	26.54	62.72	1.16	34.39	12.65
BRD-K04853698	CP	LDN-193189	ALK inhibitor, serine/threonine protein kinase inhibitor	ACVR1, BMPR1A		2.70, 1.35	30.38	4.48, 1.43	97.92	9.94	32.23	86.88	54.67	28.53	6.77	68.33	7.78	95.16	33.99	56.18	13.22	4.79	6.77	56.69	17.79	55.50	24.58	-2.96
BRD-K37130656	CP	rivaroxaban	coagulation factor inhibitor, coagulation inhibitor, serine protease inhibitor	F10, CYP2J2, CYP3A5		3.72, 2.13	30.38	0.91, 0.38	21.53	11.56	4.81	41.00	34.33	7.81	66.18	40.91	30.35	-21.26	92.35	51.75	68.05	30.41	9.83	23.26	24.84	77.83	13.83	69.71
BRD-K90382497	CP	GW-843682X	PLK inhibitor	PLK1, PLK3		3.19, 0.53	30.38	0.77, 0.28	29.98	2.26	4.38	8.86	38.58	47.66	75.51	19.36	72.52	62.85	80.85	52.08	37.79	23.81	22.74	30.77	12.84	2.08	10.59	54.88
BRD-K86465814	CP	HO-013	PPAR receptor agonist	PPARG	PPAR receptor agonist	6.38, 3.19	30.35	1.10, 0.34	77.45	0.21	18.63	15.79	86.94	30.51	-16.45	30.19	99.22	46.88	72.66	13.42	54.10	17.16	1.90	34.34	98.15	2.20	8.70	37.16
BRD-K66206289	CP	lobeline	acetylcholine receptor antagonist, dopamine receptor modulator, opioid receptor antagonist, vesicular monoamine transporter ligand	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1		8.18, 3.14	30.29	0.76, 0.28	-43.52	70.57	0.02	95.15	93.23	-7.71	16.91	15.77	23.11	67.00	99.58	74.19	22.60	11.80	15.07	94.25	93.04	36.67	92.38	23.92
BRD-A13946108	CP	sulindac	ABC transporter expression enhancer, cyclooxygenase inhibitor, NFkB pathway inhibitor	AKR1B1, PTGS1, PTGS2, MAPK3, PPARD, PTGDR2		5.11, 2.84	30.29	1.27, 0.35	-85.86	13.94	8.80	30.22	55.52	40.55	21.49	43.31	30.36	94.70	87.68	93.78	29.27	12.90	5.01	46.79	77.49	5.77	59.18	3.21
BRD-K93331255	CP	lypressin	vasopressin receptor agonist	AVPR1A, AVPR1B, AVPR2		1.06, 0.00	30.29	0.77, 0.24	54.98	6.09	-14.62	37.01	28.38	62.81	21.86	50.10	4.16	55.18	1.62	32.25	36.15	-0.14	30.56	9.90	19.77	30.02	88.61	30.63
BRD-K63945320	CP	dihydrosamidin	nitric oxide production inhibitor, phospholipase inhibitor, platelet activating factor receptor antagonist			3.72, 0.53	30.26	0.44, 0.09	53.38	12.20	18.15	48.96	19.67	37.60	57.10	18.40	24.38	36.81	13.00	19.48	90.94	36.14	7.88	74.17	47.21	9.82	84.93	12.48
BRD-U33728988	CP	QL-X-138	mTOR inhibitor	BTK, JAK3, MKNK2, MTOR, PRKDC	MTOR inhibitor	0.53, 0.00	30.24	1.47, 0.68	71.02	11.41	8.67	42.07	45.31	5.36	33.55	37.88	11.29	25.99	50.43	69.13	43.56	9.23	74.92	26.94	73.15	7.44	24.72	18.78
BRD-K43978949	CP	PIT	purinergic receptor antagonist	P2RY1		5.32, 1.06	30.22	0.84, 0.32	60.07	7.12	20.94	92.63	83.45	42.27	33.90	7.40	15.66	28.43	27.32	37.88	18.44	39.81	22.25	32.01	28.25	43.43	80.69	22.76
BRD-K14329163	CP	BAY-K8644	L-type calcium channel activator	CACNA1C		5.85, 4.26	30.22	1.02, 0.26	70.13	-4.58	17.55	7.96	61.22	84.62	95.81	4.28	14.69	77.88	69.31	95.46	40.15	20.28	-1.55	9.26	89.45	1.22	7.93	78.10
BRD-K17415526	CP	tyrphostin-AG-835	protein tyrosine kinase inhibitor	EGFR		2.66, 1.06	30.15	0.81, 0.25	27.71	40.10	15.25	12.65	9.08	-6.94	5.53	45.34	6.24	35.10	41.81	23.71	32.60	44.64	45.68	54.00	21.93	67.19	57.11	24.81
BRD-K90864987	CP	cobalt(II)-chloride	HSP agonist	HIF1A	HIF activator	10.80, 8.52	30.09	1.67, 0.59	98.80	2.75	14.63	-79.06	3.63	40.97	31.77	19.99	95.92	28.41	63.60	59.96	72.29	94.76	2.92	8.28	99.86	99.86	10.82	5.03
BRD-A19500257	CP	geldanamycin	HSP inhibitor	HSP90AA1, HSP90AB1	HSP inhibitor	1.60, 0.53	30.07	0.99, 0.30	56.39	37.56	68.86	21.33	36.68	18.62	12.30	22.55	27.19	26.90	30.09	54.10	8.78	61.81	84.22	30.06	32.29	22.16	29.19	39.43
BRD-K19295594	CP	gossypol	BCL inhibitor, MCL1 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, growth factor receptor modulator, lipid peroxidase inhibitor	BCL2, BCL2L1, MCL1, BCL2L2, CTGF, EGF	BCL inhibitor	2.13, 0.53	30.07	1.26, 0.22	-17.85	50.79	25.90	39.11	40.81	36.20	-9.77	5.81	17.81	55.93	-25.17	34.25	35.95	15.24	90.59	56.75	59.13	6.62	13.62	19.64
BRD-K53123955	CP	niridazole	oogenesis inhibitor, spermatogenesis inhibitor			3.98, 1.14	30.07	0.78, 0.26	36.25	17.61	10.57	25.73	64.16	8.88	63.53	46.43	68.28	18.42	92.16	14.59	7.56	55.65	5.64	29.86	42.90	36.30	30.28	9.09
BRD-K17349619	CP	HLI-373	MDM inhibitor	MDM2	MDM inhibitor	3.19, 0.53	30.07	0.85, 0.25	19.19	5.13	12.86	22.38	48.67	50.36	67.33	38.40	96.52	13.83	47.04	37.76	12.37	44.97	-5.02	20.58	45.43	43.33	11.21	10.54
BRD-A45543382	CP	metrizamide	iodine contrast agent			3.98, 0.57	30.01	0.84, 0.24	25.96	20.96	22.78	24.56	64.84	48.78	91.22	-37.22	88.62	72.04	85.54	51.93	22.73	12.88	30.48	29.53	12.88	9.41	87.30	47.07
BRD-K63265447	CP	docetaxel	tubulin inhibitor, microtubule depolymerization inhibitor, microtubule stabilizing agent, microtubule stimulant, taxane	TUBB, BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB1	Tubulin inhibitor	4.40, 1.89	29.99	1.02, 0.39	15.33	-3.24	40.22	-12.54	35.27	73.54	95.65	19.30	58.51	24.72	79.53	14.44	58.77	10.04	-0.60	97.30	53.81	-0.04	63.72	-8.49
BRD-K74236984	CP	UNC-0321	histone lyinse methyltransferase inhibitor, histone lysine methyltransferase inhibitor	EHMT2		2.66, 0.00	29.97	0.76, 0.18	32.03	-12.22	59.49	23.67	27.91	18.24	66.11	4.19	25.54	70.21	81.46	60.77	33.13	14.68	10.47	65.94	63.97	10.74	39.14	17.42
BRD-K94832621	CP	Y-134	estrogen receptor antagonist, selective estrogen receptor modulator (SERM)	ESR1, ESR2	Estrogen receptor antagonist	3.72, 2.13	29.96	1.28, 0.23	48.51	48.60	98.71	27.56	16.72	6.67	-7.73	8.97	16.44	7.91	30.55	54.42	22.81	92.60	94.62	29.37	60.30	90.57	30.72	21.74
BRD-A37492983	CP	iocetamic-acid	molecule used as a contrast medium			5.11, 2.27	29.95	0.77, 0.35	23.06	13.75	6.25	8.90	78.99	5.44	93.60	47.36	58.26	36.85	8.88	-16.90	66.05	21.32	15.80	39.19	82.01	52.32	15.84	50.08
BRD-K08206212	CP	entecavir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor, DNA replication inhibitor, reverse transcription inhibitor, transcription inhibitor		Reverse transcriptase inhibitor	3.72, 0.53	29.95	0.91, 0.33	-13.46	6.66	31.47	-0.99	66.99	49.76	94.02	-27.93	69.95	86.43	48.73	24.36	68.93	0.00	3.28	50.13	88.06	-0.35	28.43	13.27
BRD-K60640630	CP	mometasone	glucocorticoid receptor agonist, immunosuppressant	NR3C1	Glucocorticoid receptor agonist	4.79, 2.66	29.94	1.19, 0.64	39.98	22.90	63.75	10.01	33.18	6.31	8.61	26.70	0.00	64.75	95.13	98.87	69.46	82.02	69.83	17.14	81.15	2.47	0.56	24.17
BRD-K64157027	CP	ZD-2079	adrenergic receptor agonist, insulin sensitizer	ADRB3		5.32, 3.19	29.91	1.17, 0.34	72.49	-2.82	20.30	-16.12	-61.65	60.82	99.21	-24.61	30.43	15.65	92.54	29.40	91.69	10.63	12.87	94.15	97.45	0.00	40.55	97.71
BRD-K66093087	CP	FGIN-1-43	benzodiazepine receptor ligand	TSPO		2.27, 0.57	29.91	1.50, 0.53	-36.55	12.62	9.99	-2.43	9.36	11.79	29.19	76.03	77.10	85.35	95.13	33.15	14.76	66.83	30.62	83.13	66.09	6.11	13.66	42.47
BRD-K84566043	CP	fenpiverinium	acetylcholine receptor antagonist			7.55, 3.77	29.90	1.18, 0.35	80.14	0.18	12.10	97.46	96.81	26.53	43.47	6.13	-74.84	45.37	88.08	36.60	29.25	18.07	30.54	96.93	14.40	0.07	14.33	66.21
BRD-A73605923	CP	mocimycin	protein synthesis inhibitor			6.38, 3.19	29.89	0.90, 0.30	18.98	4.57	15.15	67.00	63.09	22.39	96.10	37.38	-7.66	4.83	98.77	7.74	86.72	48.38	49.02	19.91	16.96	0.00	46.11	91.00
BRD-K85606544	CP	neratinib	EGFR inhibitor, receptor tyrosine protein kinase inhibitor, tyrosine kinase inhibitor	EGFR, ERBB2, ERBB4, KDR	EGFR inhibitor	9.04, 5.85	29.88	1.48, 0.31	85.90	72.71	95.97	23.30	34.35	23.85	15.50	12.73	25.42	38.77	21.77	76.50	17.64	94.58	99.12	16.32	-45.70	85.86	50.10	14.13
BRD-K41260949	CP	valproic-acid	HDAC inhibitor, ABAT inhibitor, GABA receptor agonist, GABAergic transmission enhancer, voltage-gated sodium channel blocker	ABAT, HDAC1, SCN1A, SCN3A, ACADSB, ALDH5A1, HDAC2, HDAC9, OGDH, SCN10A, SCN11A, SCN1B, SCN2A, SCN2B, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A		5.32, 3.72	29.88	0.66, 0.19	25.87	16.96	3.63	21.99	90.80	41.42	99.93	16.17	2.35	43.51	96.97	74.20	36.76	16.92	-2.92	51.90	76.60	1.13	33.88	23.77
