#1.3
2429	26	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A45889380-summary	BRD-A84174393-summary	BRD-K50398167-summary	BRD-K79602928-summary	BRD-K61250553-summary	BRD-K92984783-summary	BRD-A20126139-summary	BRD-K71035033-summary	BRD-K99451608-summary	BRD-A33711280-summary	BRD-K69688083-summary	BRD-A04352665-summary	BRD-K18194590-summary	BRD-K97564742-summary	BRD-K82795137-summary	BRD-K13356952-summary	BRD-K78126613-summary	BRD-K77987382-summary	BRD-A03216249-summary	BRD-A61793559-summary	BRD-K75641298-summary	BRD-K91601245-summary	BRD-K54416256-summary	BRD-A50311610-summary	BRD-K62996583-summary	BRD-K76205745-summary
BRD-K14618467	CP	IKK-16	IKK inhibitor	IKBKB	IKK inhibitor	5.33, 2.46	27.81	1.49, 0.32	99.37	0.95	78.31	28.88	98.63	0.00	23.57	76.19	4.09	99.61	18.65	0.00	26.73	8.57	97.15	-13.04	96.83	96.55	8.64	51.04	43.40	34.42	18.67	33.22	26.75	-10.55
BRD-K12184916	CP	NVP-BEZ235	mTOR inhibitor, PI3K inhibitor, protein kinase inhibitor	MTOR, PIK3CA, PIK3CG, PIK3CD, ATR, PIK3CB	MTOR inhibitor, PI3K inhibitor	2.46, 0.82	27.78	2.02, 0.53	97.54	28.14	20.18	19.18	88.35	19.66	32.32	52.16	-39.77	78.93	26.21	-5.98	59.44	14.80	59.31	14.32	27.42	81.09	29.14	21.27	24.24	47.34	60.32	49.22	19.63	3.84
BRD-A65767837	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	7.42, 4.80	27.62	1.58, 0.39	55.12	98.34	82.95	93.57	38.76	25.12	99.30	-5.25	-45.56	3.88	64.28	3.05	99.72	-18.67	11.60	-41.39	4.87	30.12	83.40	17.05	44.88	8.27	59.08	71.66	6.90	13.71
BRD-K52512893	CP	SC-19220	prostanoid receptor antagonist	PTGER1		3.06, 2.18	27.59	1.01, 0.36	18.14	61.37	20.65	8.13	-7.15	22.48	75.24	33.77	28.72	26.47	67.94	32.85	23.12	8.85	25.21	66.07	2.47	14.02	6.55	33.55	40.01	91.96	36.35	73.89	5.10	69.15
BRD-K14550461	CP	doxercalciferol	vitamin D receptor agonist	VDR	Vitamin D receptor agonist	3.06, 1.75	27.48	1.52, 0.33	4.33	18.72	26.42	4.45	0.00	42.95	28.55	82.39	72.89	96.00	72.57	17.42	-36.27	89.10	0.46	52.63	-1.20	4.62	39.08	36.13	-4.12	65.91	80.42	58.03	2.84	15.88
BRD-K76617868	CP	fasudil	ROCK inhibitor, calcium sensitizer, PKA inhibitor, protein kinase inhibitor, rho associated kinase inhibitor	ROCK1, ROCK2, PKIA, PRKACA	PKA inhibitor, Rho associated kinase inhibitor	4.10, 1.64	27.48	0.91, 0.25	27.16	12.64	47.11	87.39	14.92	16.03	27.65	23.88	14.26	20.17	93.69	35.87	96.04	-1.44	69.90	87.35	1.23	0.28	60.83	90.85	84.62	8.16	27.32	93.72	11.11	42.25
BRD-K84566043	CP	fenpiverinium	acetylcholine receptor antagonist			2.42, 0.48	27.45	1.18, 0.35	6.91	-9.62	89.51	19.62	1.66	-0.07	23.17	81.42	55.40	37.65	25.64	36.39	25.75	29.15	66.44	41.64	20.69	15.97	73.43	3.85	83.22	47.73	29.47	99.26	9.96	-3.10
BRD-K80778372	CP	RO-19-4605	GABA benzodiazepine site receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5		1.64, 1.23	27.40	0.72, 0.19	6.56	16.13	90.67	-4.47	-0.49	93.32	80.00	48.89	19.86	9.98	27.40	79.47	68.75	62.20	23.09	19.68	2.08	0.11	44.96	27.40	20.53	36.51	45.33	84.63	17.25	40.79
BRD-M16762496	CP	PIK-75	DNA protein kinase inhibitor, P110 inhibitor, Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC	PI3K inhibitor	3.69, 1.23	27.40	1.86, 0.69	64.28	28.93	36.40	54.63	5.97	2.36	1.94	0.70	25.39	25.86	97.85	36.33	50.98	8.92	79.30	21.40	0.92	0.00	91.38	77.79	9.43	51.57	68.93	64.05	3.81	14.32
BRD-K61269089	CP	daphnetin	protein kinase inhibitor			2.62, 1.75	27.36	1.07, 0.32	14.34	23.96	8.10	36.53	2.54	23.69	25.87	59.13	28.84	39.00	31.74	37.37	3.59	12.24	52.92	78.71	75.25	9.28	13.54	32.23	54.22	23.98	55.15	65.78	13.78	21.19
BRD-A60245366	CP	AS-601245	JNK inhibitor	GSK3B, MAPK10, MAPK8, MAPK9, PIM1		4.51, 2.05	27.33	1.81, 0.65	77.55	33.48	73.34	89.02	27.15	-36.12	2.26	24.34	15.89	10.24	85.42	7.30	90.74	-56.21	27.51	20.03	90.05	0.49	90.43	91.55	19.88	67.05	93.56	95.01	8.25	-77.19
BRD-K57886322	CP	fluocinonide	corticosteroid agonist, corticosteroid hormone receptor agonist	NR3C1, SERPINA6, SMO	Glucocorticoid receptor agonist	9.17, 5.24	27.29	1.57, 0.53	1.23	33.21	96.02	10.48	48.07	78.74	97.92	6.04	5.93	21.37	17.60	94.08	20.56	81.65	59.14	99.69	-1.23	79.43	0.00	13.14	15.81	99.22	61.71	13.04	9.64	33.40
BRD-K15891719	CP	tenofovir	reverse transcriptase inhibitor, nucleoside reverse transcriptase inhibitor, nucleotide reverse transcriptase inhibitor			5.33, 3.28	27.25	3.25, 0.93	42.73	86.22	98.70	10.23	26.64	15.51	26.80	27.76	61.41	45.73	23.12	9.36	99.33	27.70	-12.44	-70.83	1.87	14.54	60.92	11.61	30.84	71.21	54.11	30.26	2.57	22.37
BRD-K49456190	CP	prima-1-met	thioredoxin inhibitor, TP53 activator	TP53		6.56, 2.46	27.24	1.36, 0.39	14.32	25.32	14.23	17.28	2.61	16.74	10.89	95.45	91.94	26.79	49.46	99.05	5.23	91.49	27.69	64.00	22.84	-49.41	97.32	90.40	72.60	59.37	19.47	15.16	42.86	68.32
BRD-K64746805	CP	MBCQ	phosphodiesterase inhibitor	PDE5A		5.68, 3.49	27.22	1.13, 0.39	-4.37	3.56	15.77	18.10	6.93	21.87	84.26	99.47	69.02	87.55	41.45	87.54	17.51	42.90	86.05	26.75	97.32	44.97	73.69	27.68	16.46	49.72	7.49	19.82	10.29	5.50
BRD-A50737080	CP	CGK-733	ATM kinase inhibitor, ATR kinase inhibitor	ATM, ATR		3.69, 1.23	27.20	2.44, 0.64	47.51	-17.28	8.58	3.21	74.78	16.65	24.30	18.57	82.50	61.53	77.74	2.82	6.34	7.86	84.38	30.10	99.08	98.38	41.55	20.82	10.08	56.28	12.03	33.61	46.25	11.88
BRD-A41722204	CP	sulmazole	calcium sensitizer, phosphodiesterase inhibitor			4.10, 3.28	27.19	0.52, 0.11	-4.33	79.22	97.08	63.30	0.46	10.32	76.79	48.46	19.84	2.92	63.60	5.76	59.52	-20.96	63.87	20.63	2.78	0.99	67.92	52.12	60.62	41.62	33.75	12.12	7.82	19.45
BRD-K54095730	CP	CMPD-1	p38 MAPK inhibitor	GNRHR, MAPK14		5.68, 4.37	27.08	2.41, 0.70	50.32	0.00	78.09	20.17	10.32	18.39	6.08	49.85	77.46	77.96	16.32	33.49	9.60	50.16	71.01	79.61	98.56	99.15	20.71	5.54	18.25	29.15	25.01	21.38	34.57	-9.88
BRD-K95901403	CP	XL-147	Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor	PIK3CA, PIK3CD, PIK3CG		4.10, 2.05	27.08	2.02, 0.58	24.89	14.14	15.93	18.80	61.77	22.01	23.89	96.94	95.22	5.39	92.29	56.78	1.59	-8.74	6.94	29.27	96.38	94.70	69.99	71.57	4.81	67.79	82.22	47.95	12.79	15.13
BRD-K68332390	CP	ponalrestat	aldose reductase inhibitor, reductase inhibitor	AKR1B1		4.92, 0.82	27.02	1.34, 0.30	-1.18	16.08	94.05	32.66	8.07	14.13	25.55	10.86	22.83	16.67	20.04	46.17	33.26	82.41	53.76	75.07	31.93	24.11	28.50	40.10	78.86	49.28	20.08	8.61	91.65	4.30
BRD-K04546108	CP	JAK3-inhibitor-VI	JAK inhibitor	JAK3	JAK inhibitor	3.69, 1.64	26.99	1.86, 0.65	98.63	20.23	59.65	51.27	2.52	6.36	58.11	76.40	27.60	24.51	57.70	18.43	68.72	-24.09	15.43	26.39	97.49	95.84	65.85	26.13	18.00	38.70	26.29	67.11	17.95	-1.59
BRD-K20152659	CP	gamma-homolinolenic-acid	cholesterol inhibitor, platelet aggregation inhibitor, prostaglandin G/H synthase 1, prostanoid receptor stimulant	PTGS1, PTGS2		4.80, 3.93	26.82	1.63, 0.60	41.10	99.93	-6.31	63.99	4.17	68.28	22.43	3.95	16.77	43.78	73.14	-3.73	97.76	16.09	-8.08	48.19	4.14	5.67	10.71	77.02	29.01	82.54	59.35	24.63	4.78	46.77
BRD-K55420858	CP	mirin	inhibitor of MRE11A exonuclease activity	MRE11A		3.69, 3.69	26.82	1.16, 0.47	10.41	42.31	56.34	4.26	-1.23	33.81	20.21	68.09	64.75	51.14	38.77	65.36	3.95	70.62	-16.14	55.06	1.97	99.08	25.04	13.27	-30.41	31.74	15.67	14.73	6.13	28.59
BRD-K30990140	CP	FR-122047	cyclooxygenase inhibitor			3.69, 2.05	26.81	0.48, 0.23	5.85	40.61	79.98	70.24	22.97	38.60	27.47	22.78	26.16	7.61	12.78	17.60	90.69	91.39	36.55	18.87	6.47	6.04	65.52	28.76	23.67	24.98	75.11	55.46	19.72	34.78
BRD-K53123955	CP	niridazole	oogenesis inhibitor, spermatogenesis inhibitor			3.93, 1.31	26.73	0.78, 0.26	41.25	68.40	14.64	46.32	9.91	46.69	28.02	71.52	73.18	25.43	43.71	11.84	19.85	-10.69	45.49	25.13	9.56	-0.95	14.54	60.77	29.08	30.58	57.82	23.05	3.81	7.22
BRD-K32977963	CP	eugenol	androgen receptor (AR) inhibitor, free radical scavenger, monoamine oxidase inhibitor, quorum sensing signaling modulator	AR, MAOA		2.62, 1.31	26.70	0.91, 0.25	17.33	96.09	9.17	17.90	0.92	33.52	38.29	13.94	19.89	72.18	33.94	68.93	83.29	14.81	17.79	70.36	-4.79	74.21	13.05	62.92	14.43	60.79	47.78	34.47	6.45	5.11
BRD-K91696562	CP	orantinib	PDGFR tyrosine kinase receptor inhibitor, FGFR inhibitor, VEGFR inhibitor, angiogenesis inhibitor, apoptosis stimulant, Aurora kinase inhibitor, FGFR antagonist, fibroblast growth factor receptor (FGFR) antagonist, fibroblast growth factor receptor inhibitor, kinase insert domain receptor inhibitor, platelet-derived growth factor receptor (PDGFR) inhibitor, serine/threonine kinase inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR antagonist	PDGFRB, AURKA, AURKB, KDR, EGFR, FGFR1, FGFR2, PDGFRA, TBK1	FGFR inhibitor	6.97, 1.64	26.63	0.91, 0.41	-88.84	30.63	11.63	5.83	-1.44	55.17	14.95	52.52	95.72	69.13	7.72	8.04	22.62	72.59	-27.42	94.36	45.11	-46.56	38.87	2.06	18.79	96.24	59.77	52.13	2.15	44.85
BRD-K13211965	CP	L-741742	dopamine receptor antagonist	DRD4, DRD3, SCN1A, SCN3A		5.68, 2.18	26.57	1.61, 0.43	16.01	69.06	66.14	80.76	79.45	11.45	21.36	7.80	35.98	87.78	22.08	72.48	95.24	-23.73	17.56	-35.12	1.69	8.87	29.37	31.38	17.31	48.62	30.39	47.13	23.77	13.13
BRD-A41555725	CP	chlortetracycline	protein synthesis inhibitor			4.37, 3.06	26.55	1.30, 0.49	2.15	-7.42	51.15	21.46	3.73	85.50	40.42	18.96	21.95	7.93	10.73	87.79	42.87	27.00	26.10	57.71	53.01	51.81	39.87	76.99	87.79	14.60	44.38	10.01	18.58	-27.75
BRD-A34208323	CP	VU-0404997-2	glutamate receptor modulator	GRM4		5.33, 3.28	26.53	0.95, 0.26	-27.56	-7.58	10.08	85.39	3.73	38.43	17.62	90.27	27.51	97.38	44.41	84.74	38.71	-2.64	99.75	91.74	25.56	86.70	-20.69	12.48	4.83	87.45	5.95	28.93	7.21	4.43
BRD-K96740444	CP	itopride	dopamine receptor antagonist, acetylcholinesterase inhibitor	DRD2, ACHE, CHRM3		3.86, 1.93	26.36	0.83, 0.28	0.32	-0.85	91.61	29.35	23.59	0.42	24.96	66.36	27.76	67.98	4.65	64.04	16.27	-21.64	80.68	72.18	2.08	46.11	52.55	18.32	20.14	58.53	86.79	24.97	33.03	20.40
BRD-K54256913	CP	MK-1775	wee1 kinase inhibitor	WEE1		3.28, 1.64	26.31	1.75, 0.60	96.11	8.29	9.87	13.10	0.88	32.58	39.32	3.40	32.07	65.00	18.53	26.66	26.25	22.57	62.86	26.38	93.83	58.87	34.24	79.32	17.12	24.61	55.45	21.60	15.68	5.95
BRD-A26002865	CP	verrucarin-a	protein synthesis inhibitor		Protein synthesis inhibitor	3.28, 2.05	26.31	2.76, 0.81	98.43	0.78	27.53	31.23	17.00	1.09	2.11	95.35	74.07	25.09	15.28	2.11	14.23	38.32	-27.74	31.78	96.54	78.94	20.47	20.63	61.35	56.59	74.63	10.92	46.96	3.91
BRD-K43236057	CP	piceid	glucosidase inhibitor, ICAM1 expression inhibitor, VCAM expression inhibitor, xanthine oxidase inhibitor	GAA, XDH		2.42, 0.48	26.28	0.99, 0.28	6.03	31.28	58.66	20.37	6.21	31.92	-24.28	14.96	15.74	16.27	42.31	47.57	63.32	12.19	25.97	53.35	-6.96	11.55	58.93	58.36	10.79	79.02	43.10	18.51	26.59	90.89
BRD-A77349281	CP	RK-682	heparanase inhibitor, tyrosine phosphatase inhibitor	HPSE, PTPN1		4.10, 2.87	26.23	0.58, 0.30	26.79	33.25	97.76	49.69	0.56	3.14	62.30	21.09	-69.20	22.42	59.98	25.66	98.52	31.40	8.77	58.45	12.10	7.65	54.36	10.37	31.20	63.22	19.26	8.61	4.83	81.56
BRD-A35338386	CP	NECA	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, HSP90B1	Adenosine receptor agonist	6.15, 2.46	26.15	0.91, 0.36	4.16	33.75	52.09	17.26	0.00	64.61	35.52	64.60	55.40	-20.71	24.04	21.71	0.81	68.02	7.54	78.74	16.38	0.00	10.79	14.03	31.16	37.34	28.25	7.91	65.64	75.43
BRD-K44067360	CP	flufenamic-acid	calcium activated chloride channel inhibitor	AKR1C3, AR, PTGS1, PTGS2, ANO1, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3, PKD2L1, TRPC5, TRPM2, TRPM5		4.92, 1.64	26.10	1.31, 0.34	-0.63	63.63	93.89	66.47	4.18	3.45	39.94	22.66	3.42	9.24	49.60	15.34	97.89	25.98	26.22	88.15	12.85	24.77	42.79	73.31	66.31	22.33	32.12	17.64	9.88	95.99
BRD-K67847053	CP	guanabenz	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C		4.92, 2.87	26.06	0.84, 0.23	52.30	96.65	58.68	-19.68	7.16	8.58	20.78	34.25	40.94	71.72	9.46	20.82	95.25	50.66	22.51	35.90	1.58	-6.39	45.37	29.61	-4.30	22.48	89.92	36.67	6.71	15.68
BRD-K18787491	CP	U-0126	MEK inhibitor, JAK inhibitor, MAP kinase inhibitor	AKT1, CHEK1, GSK3B, JAK2, LCK, MAP2K1, MAP2K2, MAP2K7, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1	MEK inhibitor	5.33, 3.69	26.06	1.06, 0.43	59.47	84.88	71.84	24.81	20.98	20.96	94.78	-67.47	-4.12	21.61	41.19	25.70	99.12	22.40	98.20	26.41	95.63	-95.56	54.17	0.78	69.43	51.15	82.89	18.90	18.43	3.56
BRD-K74236984	CP	UNC-0321	histone lyinse methyltransferase inhibitor, histone lysine methyltransferase inhibitor	EHMT2		3.28, 1.23	26.01	0.76, 0.18	-1.97	48.12	24.62	8.23	10.89	66.29	18.74	30.93	-8.33	55.56	18.01	98.45	19.78	58.18	37.30	94.52	-4.39	-51.08	58.07	13.63	34.61	44.09	27.73	10.01	14.68	27.40
BRD-A11702965	CP	chromomycin-a3	DNA binding			3.28, 1.23	25.95	1.43, 0.64	78.01	44.28	97.71	16.01	19.05	5.49	18.92	0.00	11.11	9.95	72.55	25.86	64.48	-3.52	26.05	4.96	65.03	0.00	66.29	39.34	20.70	43.01	34.23	30.23	61.68	-0.63
BRD-A77050075	CP	heraclenol	furocoumarin compound with antiproliferative activity at G2/M phase			3.28, 1.23	25.94	1.02, 0.30	35.86	0.81	81.28	8.32	1.59	26.00	25.89	72.43	34.41	54.75	15.70	59.75	39.25	69.30	49.79	-31.90	3.02	15.35	65.42	20.24	34.63	12.21	11.13	72.59	11.11	-0.74
BRD-K85133207	CP	HDAC1-selective	HDAC inhibitor			2.75, 0.46	25.91	0.35, 0.22	5.84	14.66	24.17	17.23	2.73	83.50	-9.33	7.61	30.91	40.23	66.17	53.43	43.81	67.61	14.46	46.02	4.12	7.06	27.65	13.14	40.33	45.38	40.05	9.65	15.16	30.10
BRD-K08924299	CP	palonosetron	serotonin receptor antagonist	HTR3A		3.69, 2.05	25.86	1.28, 0.34	0.88	13.01	44.95	23.20	2.04	71.40	10.14	85.32	74.89	23.24	69.37	96.66	29.33	95.11	42.71	88.45	-0.95	5.39	91.89	0.88	28.48	34.36	11.84	6.48	21.79	14.07
BRD-K37080523	CP	isoreserpine	vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1, SIAH1		5.33, 2.46	25.81	0.78, 0.17	5.53	17.72	23.76	41.83	15.18	27.86	45.78	3.84	82.50	31.32	-22.30	18.94	99.26	54.22	-62.39	92.02	90.39	14.20	37.08	-24.93	39.06	33.29	39.22	21.62	3.87	-7.92
BRD-K69328504	CP	L-690488	nositol monophosphatase inhibitor	IMPA1		4.92, 4.51	25.72	1.00, 0.20	76.59	99.82	23.23	31.54	23.87	9.59	99.27	-13.26	41.68	10.09	29.60	-1.66	90.69	-5.92	66.24	19.23	91.41	23.26	62.55	19.49	27.56	60.79	31.44	18.02	15.98	-8.25
BRD-A94543220	CP	bifonazole	cell wall synthesis inhibitor, sterol demethylase inhibitor	CYP2B6		1.93, 1.45	25.69	1.10, 0.36	-10.84	43.82	34.95	21.83	-1.71	76.65	71.59	83.84	68.06	6.09	63.36	20.66	7.20	-26.04	71.46	66.96	5.41	4.90	29.55	12.69	71.93	70.69	1.78	16.58	76.90	7.53
BRD-M00539986	CP	formoterol	adrenergic receptor agonist	ADRB2, CYP2C19	Beta-adrenergic receptor agonist	4.51, 2.46	25.61	0.57, 0.16	7.32	25.95	11.19	45.00	1.02	38.21	42.91	5.74	21.45	2.81	8.50	25.26	92.55	25.15	70.33	77.92	2.08	31.04	64.77	26.19	23.39	46.64	16.08	58.58	21.19	93.87
BRD-K64606589	CP	apicidin	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	2.05, 0.00	25.55	1.56, 0.50	96.16	0.00	23.91	17.50	94.61	12.45	7.32	22.80	37.36	26.15	41.26	-3.35	25.74	22.48	66.88	25.36	35.76	78.83	60.91	42.09	25.27	18.88	20.38	31.00	52.97	-1.16
BRD-A38898897	CP	GW-311616	leukocyte elastase inhibitor	ELANE		3.69, 0.82	25.55	1.43, 0.49	-3.45	19.00	22.09	10.87	7.50	92.04	28.64	13.95	51.74	84.33	35.68	84.77	15.88	99.11	12.59	96.53	1.69	7.11	31.77	84.89	-19.24	35.19	60.12	16.84	38.04	22.46
BRD-K41895714	CP	AS-605240	Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor	MAOB, PIK3CA, PIK3CB, PIK3CD, PIK3CG	PI3K inhibitor	1.23, 0.82	25.50	1.70, 0.61	26.28	28.21	11.34	13.88	9.49	91.11	17.14	67.39	29.07	13.20	27.17	90.05	29.25	60.85	88.26	91.84	3.92	-96.83	56.80	21.58	7.61	28.70	24.72	7.46	9.80	8.37
BRD-K62609077	CP	scoulerine	adrenergic receptor antagonist, GABA receptor antagonist, serotonin receptor antagonist	ADRA1D, ADRA2A, GABRA1		3.28, 0.82	25.43	0.44, 0.09	63.50	28.47	20.86	22.39	-7.14	85.20	6.74	9.37	66.70	16.75	77.68	64.13	-8.84	72.54	15.19	14.91	28.75	84.55	82.43	20.55	80.96	66.19	8.40	75.35	22.15	6.06
BRD-K66206289	CP	lobeline	acetylcholine receptor antagonist, dopamine receptor modulator, opioid receptor antagonist, vesicular monoamine transporter ligand	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1		3.38, 1.45	25.30	0.76, 0.28	4.12	-6.57	19.99	29.64	0.88	42.19	-33.15	9.67	81.49	40.63	27.67	97.14	-18.05	32.66	91.85	81.52	6.74	1.13	46.22	52.31	19.20	60.81	22.93	8.73	12.98	46.48
BRD-K41160163	CP	fenobam	glutamate receptor antagonist	GRM5		4.92, 2.05	25.28	0.82, 0.31	-12.83	39.61	36.29	9.83	44.68	16.80	24.24	7.89	26.32	-24.42	34.08	65.14	13.91	37.63	16.89	42.32	4.75	20.96	9.43	50.86	59.44	39.29	55.51	11.96	9.98	35.59
BRD-A70731303	CP	avrainvillamide-analog-5	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	0.00, 0.00	25.26	0.40, 0.24	38.86	6.59	27.96	27.78	3.63	25.39	9.94	47.14	15.90	12.55	16.72	47.13	34.53	70.11	33.61	49.10	9.32	4.88	23.25	20.70	55.58	5.51	38.58	61.26	25.12	10.32
BRD-K30677119	CP	PP-30	RAF inhibitor	RAF1		1.23, 0.82	25.24	1.25, 0.48	30.35	44.07	27.65	14.57	6.35	8.95	61.42	14.35	-21.60	85.60	9.67	44.95	36.65	2.07	68.53	21.38	8.26	30.13	28.03	27.87	12.75	60.36	39.59	11.96	22.84	1.17
BRD-K13356952	CP	methazolamide	carbonic anhydrase inhibitor, insulin sensitizer	CA1, CA2, CA4, CA7, CA12, CA14, INS		9.61, 7.86	25.24	1.56, 0.56	-24.53	10.35	43.64	29.02	1.06	13.25	6.80	39.55	55.65	16.00	59.31	44.11	-13.14	57.59	21.46	99.99	-0.03	5.21	61.46	36.95	5.49	97.74	98.73	87.09	8.19	5.33
BRD-K86873305	CP	piperacillin	cell wall synthesis inhibitor			4.80, 3.06	25.14	1.52, 0.67	12.82	62.46	67.97	38.20	10.67	17.50	64.53	29.98	82.23	14.87	24.03	30.35	70.06	99.79	1.94	48.92	0.86	3.34	16.25	13.98	6.45	94.82	76.94	21.47	26.25	22.36
BRD-K55424922	CP	anpirtoline	serotonin receptor agonist, serotonin receptor antagonist	HTR1B, HTR3A		7.42, 5.24	25.10	1.08, 0.35	-1.34	35.78	23.79	3.38	1.44	87.69	77.84	5.47	39.62	99.68	12.57	52.66	36.49	26.40	22.59	73.64	6.87	4.97	6.77	8.24	81.31	93.17	34.45	17.09	1.13	38.36
BRD-K90864987	CP	cobalt(II)-chloride	HSP agonist	HIF1A	HIF activator	1.75, 1.31	25.07	1.67, 0.59	61.41	81.75	90.23	15.72	8.00	-5.81	-6.93	87.66	63.88	3.36	47.46	36.58	71.76	80.22	30.49	-84.01	0.60	13.70	25.10	-7.97	4.58	74.73	37.97	7.71	25.03	0.00
BRD-A80502530	CP	cinobufagin	ATPase inhibitor, chloride channel activator	ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2	ATPase inhibitor	5.33, 2.46	25.06	2.39, 0.55	98.10	13.98	23.42	29.80	18.98	0.00	54.76	-4.54	17.03	58.58	54.58	15.31	57.95	14.96	8.42	15.80	97.66	98.45	25.70	38.35	43.61	91.63	74.80	19.70	24.41	-8.84
BRD-K16508793	CP	diazepam	benzodiazepine receptor agonist, GABA benzodiazepine site receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, ADRA1A, CYP2C19, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO		3.06, 1.75	25.06	0.45, 0.10	5.09	85.27	33.21	34.68	2.64	72.54	9.90	11.72	61.19	4.68	38.99	4.92	74.93	19.60	6.31	44.10	30.51	12.51	54.11	41.43	74.02	18.54	18.19	13.37	9.98	40.18
BRD-A06352508	CP	SB-218078	CHK inhibitor, PKC inhibitor	CHEK1		4.92, 2.87	24.98	1.43, 0.60	99.05	15.44	27.99	66.97	13.15	-3.74	-33.92	20.46	13.35	84.93	24.39	-8.10	75.38	44.44	38.69	14.09	98.52	96.80	9.68	17.63	79.72	62.37	25.58	53.43	17.70	-6.39
BRD-A18043272	CP	phensuximide	anticonvulsant			1.75, 0.44	24.95	0.60, 0.25	9.43	8.53	16.09	3.88	4.26	62.01	48.24	23.70	38.13	48.03	15.98	17.23	39.92	28.23	48.19	74.71	2.22	20.47	40.95	73.74	5.28	20.11	43.58	26.19	9.53	74.79
BRD-A13122391	CP	triptolide	RNA polymerase inhibitor	CYP2C19, RELA		3.69, 2.87	24.93	1.92, 0.68	99.72	8.35	87.72	21.95	3.36	-19.85	36.92	0.00	9.77	2.95	72.88	34.61	36.78	16.51	55.60	8.60	26.65	5.76	49.52	25.08	23.32	49.69	63.66	30.81	24.78	1.34
BRD-K17349619	CP	HLI-373	MDM inhibitor	MDM2	MDM inhibitor	5.33, 3.69	24.91	0.85, 0.25	99.26	64.05	24.34	42.27	0.53	65.00	5.51	49.91	46.83	78.34	25.48	10.16	40.66	62.62	8.70	21.93	2.71	1.02	50.46	13.98	9.52	32.35	26.37	13.38	4.71	13.38
BRD-K37720887	CP	SB-525334	TGF beta receptor inhibitor	TGFBR1	TGF beta receptor inhibitor	1.64, 0.82	24.88	1.60, 0.44	-15.35	35.29	66.10	18.01	7.13	37.37	38.63	71.93	71.04	14.43	-16.91	31.19	-65.09	87.29	13.67	90.65	8.53	69.58	18.57	-22.36	6.49	16.17	77.53	8.91	41.82	46.61
BRD-K75295174	CP	alisertib	Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA	Aurora kinase inhibitor	1.38, 0.00	24.88	0.98, 0.51	84.61	18.21	17.81	17.24	-0.32	30.93	4.16	26.38	28.15	7.33	30.80	59.68	-1.48	50.31	62.93	40.86	91.75	0.95	47.88	13.65	39.62	6.48	16.44	23.37	20.06	36.37
BRD-K33226500	CP	indinavir	HIV protease inhibitor	CYP3A5	HIV protease inhibitor	5.80, 0.48	24.86	1.13, 0.28	74.90	16.14	48.47	72.71	10.09	5.36	-23.55	76.69	26.51	76.62	14.24	-4.53	94.94	54.09	20.55	-32.23	4.59	23.22	13.65	84.50	95.56	70.11	94.88	95.10	11.16	16.80
BRD-K12539581	CP	nocodazole	tubulin inhibitor, Tubulin Polymerization Inhibitors	HPGDS	Tubulin inhibitor	7.38, 4.51	24.85	1.52, 0.57	83.78	10.84	23.21	22.84	-4.23	26.56	50.48	59.60	26.74	69.09	13.78	16.52	64.93	97.04	-2.15	38.80	51.87	99.79	16.46	26.50	6.49	72.14	9.33	12.42	-0.32	-0.78
