pert_iname,indication
oxiconazole,"Candidiasis, Cutaneous|Tinea Versicolor"
oxybenzone,Photosensitivity Disorders|Sunburn
oxybuprocaine,Pain
oxybutynin,"Dysuria|Inflammation|Reflex, Abnormal|Cystitis|Multiple Sclerosis|Spinal Cord Diseases|Sclerosis|Sjogren's Syndrome"
oxymetazoline,"Sinusitis|Stomatognathic Diseases|Dental Pulp Diseases|Nasal Obstruction|Eclampsia|Pre-Eclampsia|Cardiac Output, High|Pulmonary Arterial Hypertension|Familial Primary Pulmonary Hypertension|Acute Kidney Injury|Cough|Nasal Polyps|Retinal Diseases|Retinopathy of Prematurity|Acute Coronary Syndrome|Myocardial Ischemia|Angina, Stable|Diabetes Mellitus|Influenza, Human|Back Pain|Low Back Pain|Otitis|Otitis Media|Otitis Media with Effusion|Pulpitis|Refractive Errors|Eye Manifestations|Brain Neoplasms|Horner Syndrome|Endotoxemia|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Hypertrophy"
ozagrel,Ischemic Stroke|Cerebral Infarction|Infarction
palmitoylethanolamide,Fibromyalgia|Myofascial Pain Syndromes|Skin Diseases|Chronic Pain
pantoprazole,"Heartburn|Zollinger-Ellison Syndrome|Coronary Artery Disease|Myocardial Ischemia|Coronary Disease|Heart Diseases|Acute Pain|Fractures, Bone|Rib Fractures|Wounds and Injuries|Disease|Stomach Ulcer|Pain, Postoperative|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Sleepiness|Atrial Fibrillation|Embolism|Emergencies|Dysbiosis|Hypothyroidism|Abdominal Pain|Thrombosis|Coronary Thrombosis|Stomach Diseases|Acute Kidney Injury|Kidney Failure, Chronic|Critical Illness|Respiratory Aspiration of Gastric Contents|Pediatric Obesity"
papaverine,"Angina Pectoris|Arrhythmias, Cardiac|Arterial Occlusive Diseases|Brain Ischemia|Colic|Pulmonary Embolism|Raynaud Disease|Thromboembolism|Kidney Neoplasms|Dysmenorrhea"
paracetamol,"Pain|Myocardial Infarction|ST Elevation Myocardial Infarction|Infarction|Lung Neoplasms|Knee Injuries|Prolapse|Pelvic Organ Prolapse|Leiomyoma|Myofibroma|Adenomyosis|Pain, Procedural|Temporomandibular Joint Disorders|Temporomandibular Joint Dysfunction Syndrome|Intervertebral Disc Displacement|Rib Fractures|Pulmonary Embolism|Atrial Fibrillation|Thrombosis|Embolism|Venous Thrombosis|Antiphospholipid Syndrome|Tendon Injuries|Heart Block|Hypothermia|Myofascial Pain Syndromes|Fibromyalgia|Somatoform Disorders|Hypertension, Pregnancy-Induced|Stomach Diseases|Hernia, Ventral|Pancreatic Diseases|Post-Dural Puncture Headache|Necrosis|Otorhinolaryngologic Diseases|Intracranial Hemorrhages|Femoral Fractures|Mental Disorders|Urolithiasis|Flank Pain|Gout|Myalgia|Humeral Fractures|Influenza, Human|Colonic Neoplasms|Rectal Neoplasms|Ileus|Diverticulitis|Diverticulum|Diverticulitis, Colonic|Constipation|Liver Neoplasms|HELLP Syndrome|Ankle Injuries|Urethral Stricture|Rheumatic Diseases|Collagen Diseases|Osteoporosis|Chemical and Drug Induced Liver Injury|Alcohol Drinking|Alcohol-Related Disorders|Constriction, Pathologic|Carotid Stenosis|Acalculous Cholecystitis|Cholelithiasis|Cholecystolithiasis|Gallstones|Arthralgia|Psoriasis|Urinary Bladder, Overactive|Lower Urinary Tract Symptoms|Myocardial Ischemia|Coronary Disease|Arteriosclerosis|Breakthrough Pain|Seizures, Febrile|Ureteral Calculi|Ureterolithiasis|Cerebral Palsy|Goiter|Thyroid Neoplasms|Adenoma|Thyroid Nodule|Parathyroid Neoplasms|Hyperplasia|Fractures, Multiple|Calculi|Spondylitis|Spondylarthritis|Spondylitis, Ankylosing|Nail Diseases|Nails, Malformed|Urinary Calculi|Tooth Loss|Sciatica|Acute Coronary Syndrome|Chronic Disease|Muscle Hypotonia|Fractures, Compression|Gingival Recession|Surgical Wound|Body Weight|Body Weight Changes|Postoperative Hemorrhage|Infertility|Infertility, Female|Deglutition Disorders|Airway Obstruction|Oral Hemorrhage|Altitude Sickness"
paricalcitol,Hyperparathyroidism
paroxetine,Feeding and Eating Disorders|Migraine Disorders|Flushing|Cardiovascular Diseases|Coronary Artery Disease|Sleep Initiation and Maintenance Disorders|Combat Disorders|Substance-Related Disorders|Irritable Bowel Syndrome|Premenstrual Syndrome|Premenstrual Dysphoric Disorder|Dementia|Syndrome|Suicidal Ideation
pasireotide,Pancreatic Fistula
pazopanib,"Carcinoma, Renal Cell|Soft Tissue Neoplasms"
pemirolast,"Conjunctivitis, Allergic"
penciclovir,Epstein-Barr Virus Infections
penfluridol,Psychotic Disorders|Schizophrenia Spectrum and Other Psychotic Disorders
penicillin-v-potassium,"Bacterial Infections|Diphtheria|Meningitis, Meningococcal|Pasteurella Infections|Pneumococcal Infections|Gram-Positive Bacterial Infections|Actinomycosis|Anthrax|Botulism|Escherichia coli Infections|Gonorrhea|Meningococcal Infections|Otitis Media|Rheumatic Fever|Salmonella Infections|Sinusitis|Spirochaetales Infections|Staphylococcal Infections|Tetanus|Urinary Tract Infections|Skin Diseases, Bacterial|Sepsis|Periodontal Diseases|Peri-Implantitis|Pharyngitis|Tonsillitis|Lyme Disease|Erythema Chronicum Migrans|Glossitis, Benign Migratory|Erythema|Wound Infection|Cellulitis|Emergencies|Erysipelas|Infections|Communicable Diseases"
pentoxifylline,"Brain Ischemia|Diabetic Angiopathies|Diabetic Neuropathies|Gangrene|Thrombosis|Vasculitis|Malaria, Cerebral|Impotence, Vasculogenic|Stroke|Intervertebral Disc Displacement|Radiculopathy|Hemolysis|Lymphoma|Hodgkin Disease|Osteoradionecrosis|Nephritis|Lupus Nephritis|Irritable Bowel Syndrome|Hepatitis C|Diabetes Mellitus, Type 2|Cerebral Small Vessel Diseases"
perampanel,"Epilepsies, Partial|Epilepsy, Tonic-Clonic|Seizures"
perindopril,"Diabetic Nephropathies|Myocardial Infarction|Hypertrophy, Left Ventricular|Ventricular Dysfunction, Left|Kidney Diseases|Renal Insufficiency, Chronic|Infarction|Coronavirus Infections|Hypercholesterolemia|Heart Diseases|Myocardial Ischemia|Coronary Artery Disease|Ischemia|Metabolic Syndrome|Hyperuricemia|Proteinuria|Metabolic Diseases|Lipid Metabolism Disorders|Cerebral Small Vessel Diseases|Renal Insufficiency|Hypotension|Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease"
phenazone,Pain
phenprocoumon,"Heart Diseases|Acute Coronary Syndrome|Atherosclerosis|Coronary Disease|Coronary Artery Disease|Myocardial Ischemia|Aneurysm, Dissecting|Calcinosis|Hemorrhage"
phensuximide,"Epilepsy, Absence"
phentermine,Fatty Liver|Non-alcoholic Fatty Liver Disease
phentolamine,"Extravasation of Diagnostic and Therapeutic Materials|Hypertension, Malignant|Necrosis"
phenylbutazone,"Arthritis, Gouty"
phenylbutyrate,Insulin Resistance
phenylephrine,"Fissure in Ano|Glaucoma, Open-Angle|Pruritus Ani|Tachycardia, Supraventricular|Stomatognathic Diseases|Dental Pulp Diseases|Nasal Obstruction|Eclampsia|Pre-Eclampsia|Cardiac Output, High|Pulmonary Arterial Hypertension|Familial Primary Pulmonary Hypertension|Acute Kidney Injury|Cough|Nasal Polyps|Toothache|Pain, Postoperative|Retinopathy of Prematurity|Diabetes Mellitus|Influenza, Human|Otitis|Otitis Media|Otitis Media with Effusion|Pulpitis|Refractive Errors|Eye Manifestations|Brain Neoplasms|Horner Syndrome|Endotoxemia|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Hypertrophy|Critical Illness"
phenytoin,"Epilepsy, Tonic-Clonic|Epilepsy, Temporal Lobe|Cognitive Dysfunction|Meningitis, Pneumococcal|Meningitis|Depression|Emergencies|Asthma|Subarachnoid Hemorrhage|Hemorrhage"
physostigmine,"Abnormalities, Drug-Induced|Glaucoma|Drug-Related Side Effects and Adverse Reactions"
picolinic-acid,Diabetes Mellitus|Nutritional and Metabolic Diseases
pilocarpine,"Glaucoma, Angle-Closure|Mydriasis|Anisocoria"
pimavanserin,Lewy Body Disease|Disease
pimozide,Huntington Disease|Schizophrenia Spectrum and Other Psychotic Disorders
pinacidil,Hypertension
pindolol,"Angina Pectoris|Hypertension|Myocardial Infarction|Heart Failure|Heart Diseases|Heart Failure, Diastolic"
pioglitazone,"Hepatitis B, Chronic|Liver Cirrhosis|Hepatitis B|Coronavirus Infections|Hypoxia|COVID-19|Retinal Diseases|Diabetic Retinopathy|Angina Pectoris|Angina, Stable|Angina, Unstable|Weight Gain|Nephrolithiasis|Kidney Calculi|Weight Loss|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Schizophrenia|Hypertension, Portal|Ascites|Bipolar Disorder|Body Weight|Coronary Stenosis|Neointima|Carotid Artery Diseases|Neoplasm Metastasis|Kidney Failure, Chronic|Mood Disorders|Ataxia Telangiectasia|Telangiectasis|Osteoporosis"
piracetam,"Stroke|Infarction, Middle Cerebral Artery|Ischemia|Vertigo|Dizziness"
pirenzepine,Duodenal Ulcer|Motion Sickness|Nausea|Peptic Ulcer|Stomach Ulcer|Vomiting
pirfenidone,"Sarcoidosis, Pulmonary|Sarcoidosis|Connective Tissue Diseases|Disease Progression|Acute Kidney Injury"
pitavastatin,"Hypertriglyceridemia|Myocardial Infarction|Metabolic Diseases|Glucose Metabolism Disorders|Infarction|Acute Coronary Syndrome|Angina, Stable|Glucose Intolerance|Inflammation|Kidney Diseases|Prediabetic State|Heart Failure|Angina Pectoris|Renal Insufficiency, Chronic|Atherosclerosis|Neointima"
pralatrexate,"Lymphoma, T-Cell, Peripheral"
pramipexole,"Parasomnias|Chronobiology Disorders|Dyssomnias|Adrenoleukodystrophy|Depressive Disorder, Treatment-Resistant"
praziquantel,"Clonorchiasis|Intestinal Diseases, Parasitic|Opisthorchiasis|Malaria|Helminthiasis|Disease Susceptibility|Dipetalonema Infections|Acanthocheilonemiasis"
prazosin,"Prostatic Hyperplasia|Raynaud Disease|Urinary Retention|Suicidal Ideation|Hypertension, Portal|Gastrointestinal Hemorrhage|Hemorrhage|Marijuana Abuse|Rhinitis|Rhinitis, Allergic|Inflammation|Hyperplasia"
primaquine,Recurrence|Communicable Diseases|Parasitic Diseases
primidone,"Epilepsies, Partial|Epilepsy, Tonic-Clonic|Tremor"
probenecid,"Gonorrhea|Gout|Neurosyphilis|Epilepsy|Influenza, Human"
probucol,"Coronary Artery Disease|Hypercholesterolemia|Ischemic Stroke|Intracranial Hemorrhages|Cerebral Hemorrhage|Brain Ischemia|Ischemia|Hemorrhage|Heart Diseases|Coronary Disease|Myocardial Ischemia|Glomerulonephritis, IGA|Glomerulonephritis|Stroke|Intracranial Arteriosclerosis|Atherosclerosis|Plaque, Atherosclerotic|Coronary Restenosis|Arteriosclerosis|Arteriosclerosis Obliterans|Diabetes Mellitus|Diabetes Mellitus, Type 2|Cerebral Infarction|Infarction"
procainamide,"Atrial Flutter|Tachycardia, Supraventricular|Tachycardia, Ventricular|Ventricular Premature Complexes|Arrhythmias, Cardiac|Emergencies|Tachycardia|Brugada Syndrome"
procaine,Pain|Substance Withdrawal Syndrome
prochlorperazine,Anxiety Disorders|Dementia|Psychotic Disorders|Schizophrenia|Postoperative Nausea and Vomiting
proguanil,Rabies
propafenone,"Tachycardia, Supraventricular|Shock, Septic|Shock"
propranolol,"Angina Pectoris|Heart Failure|Myocardial Infarction|Pheochromocytoma|Ventricular Fibrillation|Tachycardia, Ventricular|Essential Tremor|Hyperthyroidism|Muscle Cramp|Spasm|Surgical Wound Infection|Skin Diseases|Hemangioendothelioma|Peritonitis|Hepatic Encephalopathy|Fractures, Stress|Tremor|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Acute Kidney Injury|Varicose Veins|Phobia, Social|Inflammation|Graves Disease|Eye Diseases|Graves Ophthalmopathy|Liver Cirrhosis, Alcoholic|Intracranial Arteriosclerosis|Heart Diseases|Atherosclerosis|Coronary Disease|Atrial Fibrillation|Heart Failure, Diastolic|Post-Traumatic Headache|Spinal Cord Neoplasms|Spinal Neoplasms"
propylthiouracil,Goiter|Thyroid Crisis
protriptyline,Depressive Disorder
pyrazinamide,"Hepatitis A|Hepatitis|Tuberculosis, Spinal|Reinfection"
pyrimethamine,AIDS-Related Opportunistic Infections|Communicable Diseases|HIV Seropositivity|Stillbirth|Perinatal Death|Pregnancy Complications|Fetal Growth Retardation
quercetin,Diarrhea|Fatigue|Food Hypersensitivity|Headache|Altitude Sickness|Flushing
quetiapine,"Autistic Disorder|Weight Gain|Fibromyalgia|Myofascial Pain Syndromes|Lewy Body Disease|Schizophrenia Spectrum and Other Psychotic Disorders|Parkinsonian Disorders|Opioid-Related Disorders|COVID-19|Pneumonia|Pneumonia, Viral|Overweight|Combat Disorders|Emergencies|Panic Disorder|Behavioral Symptoms|Affective Symptoms|Hot Flashes"
quinapril,"Diabetic Nephropathies|Heart Failure|Hypertension|Hypertrophy, Left Ventricular|Ventricular Dysfunction, Left|COVID-19|Coronavirus Infections|Ischemia|Chest Pain|Heart Diseases|Myocardial Ischemia|Coronary Artery Disease|Kidney Diseases|Renal Insufficiency, Chronic|Cardiovascular Diseases|Essential Hypertension|Diabetes Mellitus, Type 2|Hypotension"
quinidine,"Atrial Fibrillation|Atrial Flutter|Tachycardia, Supraventricular|Malaria, Falciparum|Tachycardia, Ventricular|Brain Injuries|Brain Injuries, Traumatic"
r(-)-apomorphine,Restless Legs Syndrome|Psychomotor Agitation|Syndrome|Low Back Pain|Sleep Wake Disorders|Parasomnias
rabeprazole,Zollinger-Ellison Syndrome|Helicobacter Infections|Gastritis|Bacterial Infections|Sleep Initiation and Maintenance Disorders|Sleep Wake Disorders|Parasomnias|Atrial Fibrillation|Thromboembolism|Venous Thromboembolism|Peptic Ulcer|Peptic Ulcer Hemorrhage|Hypothyroidism|Adenocarcinoma|Disease Susceptibility
racecadotril,Gastroenteritis
raclopride,Feeding and Eating Disorders|Anhedonia|Psychotic Disorders|Mental Disorders
raloxifene,Neurobehavioral Manifestations|Depression|Depressive Disorder
raltegravir,"Inflammation|Fatty Liver|Metabolic Syndrome|Syndrome|Cardiovascular Diseases|Drug-Related Side Effects and Adverse Reactions|Coinfection|Bone Diseases, Metabolic|Osteoporosis|Hepatitis C, Chronic|Neurocognitive Disorders|Non-alcoholic Fatty Liver Disease"
ramelteon,Sleep Initiation and Maintenance Disorders
ramipril,"Coronavirus Infections|Ventricular Remodeling|Coronary Artery Disease|Obesity|Myocardial Ischemia|Insulin Resistance|Peripheral Arterial Disease|Peripheral Vascular Diseases|Alzheimer Disease|Aneurysm, Dissecting|Coronary Vessel Anomalies|Atrial Remodeling|Muscular Dystrophies|Muscular Dystrophy, Duchenne|Acute Coronary Syndrome|Intermittent Claudication|Coronary Vasospasm|Microvascular Angina|Hypotension"
ranolazine,"Hypertension, Pulmonary|Angina, Stable|Ventricular Dysfunction, Left|Metabolic Syndrome|Emergencies|Nervous System Diseases|Polyneuropathies|Peripheral Nervous System Diseases|Tachycardia|Tachycardia, Ventricular|Mitral Valve Insufficiency|Cardiac Complexes, Premature|Dyspnea|Chest Pain|Kidney Diseases|Kidney Failure, Chronic|Peripheral Arterial Disease|Peripheral Vascular Diseases|Neuralgia|Diabetic Neuropathies|Myocardial Stunning|Arteriosclerosis"
rasagiline,Depression|Dyssomnias|Parasomnias|Cognitive Dysfunction|Schizophrenia|Fatigue|Retinal Detachment|Dissociative Disorders|Cognition Disorders
rebamipide,"Stomach Diseases|Gastroesophageal Reflux|Esophagitis|Esophagitis, Peptic|Musculoskeletal Diseases|Enteritis"
regorafenib,"Carcinoma, Hepatocellular|Colorectal Neoplasms|Gastrointestinal Stromal Tumors"
reserpine,Schizophrenia|Dyskinesias
resorcinol,Acne Vulgaris|Rosacea
resveratrol,"Herpes Labialis|Endometriosis|Depressive Disorder|Depression|Pancreatitis|Gastrointestinal Diseases|Digestive System Diseases|Diabetes, Gestational|Acne Vulgaris"
rilmenidine,"Kidney Diseases|Renal Insufficiency, Chronic"
rilpivirine,Neurocognitive Disorders|HIV-Associated Lipodystrophy Syndrome|Cardiovascular Diseases|Vascular Diseases|Cardiovascular Abnormalities|Congenital Abnormalities|Lipodystrophy|Body Weight|Body Weight Changes|Drug-Related Side Effects and Adverse Reactions|Cognitive Dysfunction|HIV Seropositivity
riluzole,Inflammation|Fatigue|Memory Disorders|Fragile X Syndrome|Syndrome|Tourette Syndrome
rimantadine,"Influenza, Human"
rimexolone,"Inflammation|Uveitis, Anterior|Strabismus"
riociguat,Altitude Sickness|Sarcoidosis
risperidone,Schizophrenia Spectrum and Other Psychotic Disorders|Psychomotor Agitation|Body Weight|Drug-Related Side Effects and Adverse Reactions|DiGeorge Syndrome|Fragile X Syndrome|Williams Syndrome|Anorexia|Anorexia Nervosa|Diabetes Mellitus|Aggression|Borderline Personality Disorder|Emergencies|Insulin Resistance|Hyperglycemia|Dystonia|Parkinsonian Disorders|Hyperprolactinemia|Delirium|Tardive Dyskinesia|Hyperkinesis
ritonavir,HIV Seropositivity|Malnutrition|Drug-Related Side Effects and Adverse Reactions|Asymptomatic Infections|Papilloma|Cytomegalovirus Infections|Epstein-Barr Virus Infections|Inflammation|Opportunistic Infections|AIDS-Related Opportunistic Infections|HIV-Associated Lipodystrophy Syndrome|Lipodystrophy|Proteinuria|Hypercholesterolemia|AIDS Dementia Complex|Reinfection
roflumilast,"Pulmonary Disease, Chronic Obstructive"
ropinirole,"Muscle Cramp|Liver Cirrhosis|Spasm|Fibrosis|Bipolar Disorder|Disease|Depressive Disorder|Depressive Disorder, Major"
rosiglitazone,"Hepatitis|Angina Pectoris|Angina, Stable|Hepatitis A|Hepatitis C|Schizophrenia|Hepatitis C, Chronic|Diabetes Mellitus, Type 1|Polycystic Ovary Syndrome|Hyperlipoproteinemias|Hypertriglyceridemia|Hypersensitivity"
rosuvastatin,"Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Reperfusion Injury|Ventricular Dysfunction, Left|Arthritis, Psoriatic|Psoriasis|Hyperlipidemia, Familial Combined|Endocrine System Diseases|Carotid Artery Diseases|ST Elevation Myocardial Infarction|Angina Pectoris|Angina, Stable|Insulin Resistance|Chest Pain|Hyperlipoproteinemia Type IV|Hyperlipoproteinemia Type V|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Acute Kidney Injury|Ischemic Attack, Transient|Cerebrovascular Disorders|Aneurysm, Dissecting|Coronary Vessel Anomalies|Vascular Diseases|Emergencies|Myocardial Stunning|Cerebral Infarction|Infarction, Anterior Cerebral Artery|Intracranial Arteriosclerosis|Glaucoma|Immunologic Deficiency Syndromes"
rotigotine,Anxiety Disorders|Hypokinesia|Depression
rufinamide,Epilepsy
ruxolitinib,Polycythemia Vera|Primary Myelofibrosis
sacubitril,"Prediabetic State|Glucose Intolerance|Hypertrophy, Left Ventricular|Atrial Fibrillation|Recurrence|Shock, Cardiogenic|Cardiac Output, Low|Connective Tissue Diseases|Hypotension|Diabetes Mellitus|Neoplasms, Second Primary|Cardiotoxicity|Breast Diseases|Chagas Disease|Apnea|Sleep Apnea Syndromes|Syndrome|Mitral Valve Insufficiency|Ventricular Dysfunction"
safinamide,Parkinson Disease
sasapyrine,Arthritis|Fever|Pain|Osteoarthritis|Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Schizophrenia|Psychotic Disorders
selinexor,Multiple Myeloma
selumetinib,Neurofibromatosis 1
sertindole,Schizophrenia Spectrum and Other Psychotic Disorders
sildenafil,"Impotence, Vasculogenic|Hypoxia|Fetal Distress|Meconium Aspiration Syndrome|Neoplasm Metastasis|Meniere Disease|Depression|Prostatitis|Pelvic Pain|Neuralgia|Diabetic Neuropathies|Fatigue Syndrome, Chronic|Ventricular Dysfunction|Ventricular Dysfunction, Left|Sprains and Strains|Schizophrenia|Connective Tissue Diseases|Rectal Neoplasms|Angina Pectoris|Aortic Valve Stenosis|Constriction, Pathologic|Glucose Intolerance|Muscular Diseases|Lung Diseases, Interstitial|Altitude Sickness|Spinal Injuries|Heart Valve Diseases|Urolithiasis|Ureteral Calculi|Ureterolithiasis"
simvastatin,"Brain Injuries|Brain Injuries, Traumatic|Insulin Resistance|Chronic Disease|Kidney Failure, Chronic|Metabolic Diseases|Glucose Intolerance|Glucose Metabolism Disorders|Leukemia|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Neutropenia|Febrile Neutropenia|Muscle Cramp|Muscle Weakness|Spasm|Muscular Diseases|Endometriosis|Fatty Liver|Pulmonary Emphysema|Emphysema|Cognitive Dysfunction|Periodontal Diseases"
sitagliptin,"Syndrome|Neoplasms, Adipose Tissue|Thyroid Nodule|Thyroid Diseases|Coronary Artery Disease|Myocardial Ischemia|Coronary Disease|Hyperglycemia|ACTH-Secreting Pituitary Adenoma|Acromegaly|Pituitary ACTH Hypersecretion|Heart Failure, Systolic|Systolic Murmurs|Foot Ulcer|Ketosis|Hypertension|Metabolic Syndrome|Pancreatitis|Angina Pectoris|Angina, Unstable|Acute Coronary Syndrome|Short Bowel Syndrome"
solifenacin-succinate,"Inflammation|Multiple Sclerosis|Urinary Bladder, Neurogenic|Sclerosis|Prolapse|Pelvic Organ Prolapse|Urinary Incontinence, Stress|Urination Disorders|Disease|Flank Pain|Infections|Communicable Diseases|Urinary Tract Infections|Spinal Cord Diseases|Hyperkinesis|Hypertrophy|Sjogren's Syndrome"
sorafenib,Hand-Foot Syndrome
sotalol,"Ventricular Fibrillation|Myocardial Infarction|Infarction|Arrhythmias, Cardiac|Drug-Related Side Effects and Adverse Reactions|Heart Failure|Heart Diseases|Heart Failure, Diastolic"
stavudine,"Opportunistic Infections|AIDS-Related Opportunistic Infections|Hemophilia A|HIV-Associated Lipodystrophy Syndrome|Cardiovascular Diseases|Lipodystrophy|Sarcoma, Kaposi|Sarcoma|Meningitis, Cryptococcal|Meningitis"
sufentanil,"Pain|Fractures, Bone|Carcinoma in Situ|Carcinoma, Ductal|Carcinoma, Intraductal, Noninfiltrating|Emergencies|Trigeminal Neuralgia|Neuralgia|Pressure Ulcer|Agnosia|Heart Diseases|Aortic Valve Stenosis|Myocardial Ischemia|Coronary Artery Disease|Cognitive Dysfunction|Carcinoma|Carcinoma, Hepatocellular|Abdominal Pain|Postoperative Cognitive Complications|Scoliosis|Confusion|Arteriovenous Malformations|Vomiting|Postoperative Nausea and Vomiting|Tonsillitis|Hypertrophy|Drug-Related Side Effects and Adverse Reactions"
sulfadoxine,Communicable Diseases|HIV Seropositivity|Stillbirth|Perinatal Death|Pregnancy Complications
sulfafurazole,"Chlamydia Infections|Nocardia Infections|Otitis Media|Urinary Tract Infections|Respiratory Tract Fistula|Corneal Ulcer|Trachoma|Pneumonia|Pneumonia, Pneumocystis"
sulpiride,Schizophrenia Spectrum and Other Psychotic Disorders
sumatriptan,"Post-Dural Puncture Headache|Wounds and Injuries|Tension-Type Headache|Headache Disorders|Headache Disorders, Primary|Emergencies|Cognitive Dysfunction|Disease Progression|Premenstrual Syndrome"
sunitinib,Gastrointestinal Neoplasms|Digestive System Neoplasms
suprofen,Miosis
suvorexant,"Supranuclear Palsy, Progressive|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Sleep Disorders, Circadian Rhythm|Fibromyalgia|Myofascial Pain Syndromes|Hot Flashes|Panic Disorder|Diabetes Mellitus|Diabetes Mellitus, Type 2|Inflammation|Bipolar Disorder|Prediabetic State|Sclerosis|Multiple Sclerosis|Fatigue|Sleep Deprivation|Parkinson Disease|Depression|Depressive Disorder|Depressive Disorder, Major"
tacrine,"Alzheimer Disease|Osteoarthritis, Hip|Necrosis"
tacrolimus,"Hypertrophy, Left Ventricular|Hypertrophy|Purpura, Schoenlein-Henoch|Purpura|Insulin Resistance|Cardiovascular Diseases|Metabolic Syndrome|Anemia, Hemolytic|Anemia, Hemolytic, Autoimmune|Proteinuria|Virus Diseases|Cytomegalovirus Infections|Pityriasis|Pityriasis Rosea|Dandruff|Death|Hepatitis B|Erectile Dysfunction|Proctitis|Viremia|End Stage Liver Disease|Polyomavirus Infections|Fibrosis|Diabetic Nephropathies|Diabetes Mellitus, Type 2|Sarcoma, Kaposi|Hemangioendothelioma|Hemangioma|Kasabach-Merritt Syndrome|Neurotoxicity Syndromes|Drug-Related Side Effects and Adverse Reactions|Dermatitis, Contact|Dermatitis, Allergic Contact|Dermatitis, Occupational|Heart Failure"
tadalafil,"Impotence, Vasculogenic|Liver Cirrhosis|Nephrolithiasis|Kidney Calculi|Lower Urinary Tract Symptoms|Hypotension|Hypersensitivity|Vomiting|Ureteral Calculi|Ureterolithiasis|Diabetic Cardiomyopathies|Connective Tissue Diseases|Aortic Valve Stenosis|Constriction, Pathologic|Prediabetic State|Pneumonia|Respiratory Distress Syndrome|Parkinson Disease"
tamoxifen,"Pancreatic Neoplasms|Puberty, Precocious|Hemorrhage|Menstruation Disturbances|Menorrhagia|Metrorrhagia|Cystic Fibrosis|Fibrocystic Breast Disease|Uterine Hemorrhage"
tamsulosin,Heart Diseases|Myocardial Ischemia|Coronary Artery Disease|Ischemia|Choroid Diseases|Joint Diseases|Ureteral Diseases|Renal Colic|Emergencies|Inflammation|Enuresis|Thoracic Diseases|Nocturia|Urinary Bladder Neoplasms|Ureteral Obstruction
tazarotene,Nail Diseases
tedizolid,"Staphylococcal Infections|Streptococcal Infections|Endocarditis, Bacterial|Endocarditis|Cystic Fibrosis|Fibrosis"
telbivudine,"Carcinoma|Carcinoma, Hepatocellular|Kidney Diseases|Renal Insufficiency, Chronic|Pregnancy Complications|Infections|Communicable Diseases|Viremia"
telmisartan,"Ventricular Dysfunction, Left|Atrial Fibrillation|Respiration Disorders|Respiratory Tract Diseases|Stroke|Inflammation|Recurrence|Proteinuria|Arteriosclerosis|Myocardial Ischemia|Coronary Disease|Glucose Intolerance|Altitude Sickness|Obesity|Myocardial Infarction|Acute Coronary Syndrome|Infarction|Aneurysm|Aortic Aneurysm|Aortic Aneurysm, Abdominal"
telotristat,Diarrhea|Malignant Carcinoid Syndrome
temazepam,Depressive Disorder|Sleep Initiation and Maintenance Disorders|Panic Disorder|HIV Seropositivity|Macular Degeneration
terbinafine,"Candidiasis, Chronic Mucocutaneous|Tinea Versicolor"
tetracaine,"Pain|Stomatognathic Diseases|Dental Pulp Diseases|Drug-Related Side Effects and Adverse Reactions|Toothache|Pain, Postoperative|Labor Pain|Pulpitis|Inflammation|Acne Keloid"
thalidomide,"Behcet Syndrome|Erythema Multiforme|Erythema Nodosum|Leprosy|Erythema|Autoimmune Diseases|Pruritus|Neoplasms, Second Primary|Parapsoriasis|Uveitis|Coronary Artery Disease|Heart Failure|Malnutrition|Inflammation"
theobromine,Anxiety Disorders
theophylline,Bradycardia|Bronchial Spasm|Bronchitis|Pulmonary Emphysema|Post-Dural Puncture Headache|Headache|Wounds and Injuries|Bronchiectasis
thioguanine,"Psoriasis|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Leukemia, Neutrophilic, Chronic"
thioridazine,Psychotic Disorders|Schizophrenia Spectrum and Other Psychotic Disorders
tiabendazole,Dracunculiasis|Larva Migrans|Strongyloidiasis|Trichinellosis
tiagabine,"Bipolar Disorder|Epilepsies, Partial|Disease|Phobia, Social|Epilepsy"
ticlopidine,Intracranial Embolism and Thrombosis|Ischemia|Thromboembolism|Venous Thrombosis|Stroke
tioconazole,"Candidiasis, Vulvovaginal"
tipiracil,Colorectal Neoplasms
tirofiban,Thromboembolism|Reperfusion Injury|Non-ST Elevated Myocardial Infarction|No-Reflow Phenomenon
tivozanib,"Carcinoma, Renal Cell"
tizanidine,"Muscle Cramp|Muscle Rigidity|Myositis|Spasm|Trigeminal Neuralgia|Shoulder Pain|Hernia|Hernia, Inguinal"
