pert_iname,indication
perhexiline,"Reperfusion Injury|Hypertrophy, Left Ventricular|Myocardial Reperfusion Injury|Cardiac Output, Low|Hypertrophy|Cardiomyopathies|Cardiomyopathy, Hypertrophic|Heart Failure|Cardiomyopathy, Hypertrophic, Familial|Diabetic Cardiomyopathies|Heart Failure, Diastolic"
perindopril,"COVID-19|Pneumonia|Hypertension|Essential Hypertension|Heart Failure|Colorectal Neoplasms|Breast Neoplasms|Cardiovascular Diseases|Substance-Related Disorders|Vascular Diseases|Diabetes Mellitus|Diabetes Mellitus, Type 2|Cardiomyopathies|Cardiomyopathy, Dilated|Atrial Fibrillation|Recurrence|Marfan Syndrome|Arachnodactyly|Syndrome|Aneurysm|Aortic Aneurysm|Aortic Aneurysm, Abdominal|Body Weight|Dyslipidemias|Alzheimer Disease"
pevonedistat,"Neoplasms|Multiple Myeloma|Neoplasms, Plasma Cell|Leukemia|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Preleukemia|Myelodysplastic Syndromes|Syndrome|Recurrence|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Polycythemia Vera|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Primary Myelofibrosis|Myeloproliferative Disorders|Polycythemia|Thrombocytosis|Thrombocythemia, Essential|Myelodysplastic-Myeloproliferative Diseases|Hypereosinophilic Syndrome|Leukemia, Neutrophilic, Chronic|Lymphoma|Nervous System Neoplasms|Central Nervous System Neoplasms|Melanoma|Carcinoma|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Carcinoma, Squamous Cell|Mesothelioma|Mesothelioma, Malignant|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Neoplasm, Residual|Carcinoma, Hepatocellular|Cholangiocarcinoma|Lymphoma, B-Cell|Lymphoma, Large B-Cell, Diffuse|Lymphoma, Non-Hodgkin|Liver Diseases|Renal Insufficiency|Hematologic Neoplasms|Lymphoma, Follicular|Leukemia, Lymphocytic, Chronic, B-Cell|Lymphoma, Mantle-Cell|Lymphoma, B-Cell, Marginal Zone|Leukemia, Prolymphocytic|Waldenstrom Macroglobulinemia|Leukemia, Prolymphocytic, B-Cell"
phenazone,Otitis Media|Otitis|Asthma
phenformin,Melanoma
phenprocoumon,"Atrial Fibrillation|Thrombosis|Atrial Flutter|Kidney Diseases|Kidney Failure, Chronic|Pulmonary Embolism|Embolism|Thromboembolism|Venous Thromboembolism|Venous Thrombosis|Melanoma"
phentermine,"Overweight|Weight Loss|Obesity|Pediatric Obesity|Obesity, Morbid|Polycystic Ovary Syndrome|Syndrome|Nephrolithiasis|Diabetes Mellitus|Diabetes Mellitus, Type 2|Prediabetic State|Substance-Related Disorders|Body Weight|Colitis|Colitis, Ulcerative|Ulcer|Liver Diseases|Renal Insufficiency|Bulimia|Feeding and Eating Disorders|Binge-Eating Disorder|Bulimia Nervosa|Cocaine-Related Disorders"
phentolamine,"COVID-19|Coronavirus Infections|Respiratory Distress Syndrome|Respiratory Distress Syndrome, Newborn|Respiratory Insufficiency|Acute Lung Injury|Lung Injury|Soft Tissue Injuries|Obesity|Mydriasis|Dilatation, Pathologic|Insulin Resistance|Glaucoma|Glaucoma, Open-Angle|Ocular Hypertension|Hypertension|Prostatic Neoplasms|Erectile Dysfunction|Lung Diseases, Obstructive|Pulmonary Disease, Chronic Obstructive|Pulmonary Arterial Hypertension|Cardiovascular Diseases|Drug-Related Side Effects and Adverse Reactions|Stroke|Ischemic Stroke|Ischemia|Vision Disorders|Hypesthesia|Hypoglycemia|Presbyopia"
phenylbutyrate,"Hyperammonemia|Cholestasis|Cholestasis, Intrahepatic|Genetic Diseases, Inborn|Ataxia|Cerebellar Ataxia|Spinocerebellar Ataxias|Spinocerebellar Degenerations|Machado-Joseph Disease|Amyotrophic Lateral Sclerosis|Nervous System Diseases|Neurodegenerative Diseases|Neuromuscular Diseases|Central Nervous System Diseases|Spinal Cord Diseases|TDP-43 Proteinopathies|Sclerosis|Motor Neuron Disease|Cystic Fibrosis|Fibrosis|Atrophy|Muscular Atrophy|Muscular Atrophy, Spinal|Spinal Muscular Atrophies of Childhood|Neuroblastoma|Brain Neoplasms|Adenocarcinoma|Rectal Neoplasms|Colonic Neoplasms|Adenocarcinoma, Mucinous|Cystadenocarcinoma|Recurrence|Lymphoma|Metabolism, Inborn Errors|Amino Acid Metabolism, Inborn Errors|Intestinal Neoplasms|Huntington Disease|Brain Diseases|Neurodevelopmental Disorders|Myositis|Myositis, Inclusion Body|Tuberculosis|Tuberculosis, Pulmonary|Urea Cycle Disorders, Inborn|Argininosuccinic Aciduria|Disease|Epstein-Barr Virus Infections|Stomach Neoplasms|Lymphoproliferative Disorders|HIV Infections|Acquired Immunodeficiency Syndrome|Maple Syrup Urine Disease|Parkinson Disease|Pyruvate Dehydrogenase Complex Deficiency Disease|Alzheimer Disease"
phenylephrine,"Blepharoptosis|Rosacea|Erythema|Cataract|Arrhythmias, Cardiac|Common Cold|Syndrome|Hypotension|Fecal Incontinence|Spinal Cord Injuries|Wounds and Injuries|Macular Edema|Eye Diseases|Retinal Diseases|Lens Diseases|Edema|Shock, Septic|Shock|Vascular Diseases|Hemorrhoids|Syncope|Syncope, Vasovagal|Obesity|Stroke|Ischemic Stroke|Mucositis|Stomatitis|Hemorrhage|Blood Loss, Surgical|Mydriasis|Respiratory Tract Infections|Postural Orthostatic Tachycardia Syndrome|Tachycardia|Rhinitis|Rhinitis, Allergic|Breast Neoplasms|Sexual Dysfunction, Physiological|Disease|Sexual Dysfunctions, Psychological|Lung Injury|Acute Lung Injury|Rhinitis, Allergic, Seasonal|Dilatation, Pathologic|Inflammation|Cardiovascular Diseases|Drug-Related Side Effects and Adverse Reactions|Hypotension, Orthostatic|Pure Autonomic Failure|Ovarian Cysts|Cerebral Infarction|Hypertension|Ischemia|Bronchiolitis|Acute Pain|Ear Diseases|Rhinitis, Vasomotor|Hypoxia|Rhinorrhea|Sneezing|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Essential Hypertension|Mitral Valve Insufficiency|Conjunctivitis|Conjunctivitis, Allergic|Premature Birth|Nervous System Diseases|Orthostatic Intolerance|Autonomic Nervous System Diseases|Primary Dysautonomias|Cardiac Output, Low|Infections|Communicable Diseases|Postoperative Cognitive Complications|Cognitive Dysfunction|Presbyopia|Stroke, Lacunar|Infarction"
phenytoin,"Pancreatic Neoplasms|Epilepsy|Polyneuropathies|Brain Injuries|Brain Injuries, Traumatic|Seizures|Wounds and Injuries|Thalassemia|Anemia, Sickle Cell|Hemoglobinopathies|Neuritis|Optic Neuritis|Sarcoma|Sarcoma, Ewing|Neuroectodermal Tumors, Primitive, Peripheral|HIV Infections|Neuroblastoma|Cocaine-Related Disorders|Craniocerebral Trauma|Epilepsy, Post-Traumatic|Multiple Sclerosis|Sclerosis|Myelodysplastic Syndromes|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Syndrome|Lymphoma|Leukemia|Neoplasms|Multiple Myeloma|Neoplasms, Plasma Cell|Preleukemia|Plasmacytoma|Precancerous Conditions|Status Epilepticus|Nodding Syndrome|Surgical Wound|Disease|Psychophysiologic Disorders|Schizophrenia|Anxiety Disorders|Somatoform Disorders|Non-alcoholic Fatty Liver Disease"
physostigmine,"Pain, Postoperative|Insulin Resistance|Delirium|Emergencies"
pilocarpine,"Presbyopia|Sjogren's Syndrome|Dry Eye Syndromes|Keratoconjunctivitis Sicca|Eye Diseases|Conjunctivitis|Keratoconjunctivitis|Xerostomia|Frailty|Glaucoma|Head and Neck Neoplasms|Mucositis|Pseudophakia|Breast Neoplasms|Cataract|Glaucoma, Open-Angle|Ocular Hypertension|Myopia|Hyperopia"
pimavanserin,"Sleep Initiation and Maintenance Disorders|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Dyskinesias|Tourette Syndrome|Tardive Dyskinesia|Syndrome|Autistic Disorder|Autism Spectrum Disorder|Child Development Disorders, Pervasive|Schizophrenia|Neurodegenerative Diseases|Alzheimer Disease|Psychomotor Agitation|Aggression|Depressive Disorder|Depression|Depressive Disorder, Major|Dementia|Psychotic Disorders|Mental Disorders|Parkinson Disease|Hallucinations|Disruptive, Impulse Control, and Conduct Disorders"
pimozide,Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Intellectual Disability|Psychotic Disorders|Mental Disorders|Tourette Syndrome|Syndrome|Schizophrenia|Disease|Psychophysiologic Disorders|Anxiety Disorders|Somatoform Disorders
pindolol,"Disease|Depressive Disorder|Depression|Depressive Disorder, Major|Substance-Related Disorders|Amphetamine-Related Disorders|Mood Disorders"
pioglitazone,"Musculoskeletal Diseases|Myositis|Myositis, Inclusion Body|Muscular Diseases|Nervous System Diseases|Neuromuscular Diseases|Pancreatic Neoplasms|Obesity|Diabetes Mellitus|Diabetes Mellitus, Type 2|Polycystic Ovary Syndrome|Infertility|Syndrome|Alzheimer Disease|Cognitive Dysfunction|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Hepatitis A|Hepatitis C|Hepatitis C, Chronic|Hepatitis|Hepatitis, Chronic|Insulin Resistance|Lupus Erythematosus, Systemic|Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Liposarcoma|Liposarcoma, Myxoid|Carcinoma, Squamous Cell|Multiple Myeloma|Neoplasms, Plasma Cell|Pulmonary Alveolar Proteinosis|Autoimmune Diseases|Alcoholism|Stroke|Ischemic Stroke|Hyperglycemia|Leukemia|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Disease|Depressive Disorder|Depression|Depressive Disorder, Major|Overweight|Kidney Diseases|Polycystic Kidney Diseases|Polycystic Kidney, Autosomal Dominant|Leukemia, Myeloid|Metabolic Diseases|Glucose Intolerance|Glucose Metabolism Disorders|Hypersensitivity|Neoplasms|Glioblastoma|Astrocytoma|Meningioma|Brain Neoplasms|Cocaine-Related Disorders|Breast Neoplasms|Fatigue|Pneumonia|Inflammation|Endometriosis|Adrenoleukodystrophy|Infections|HIV Infections|Acquired Immunodeficiency Syndrome|Cardiovascular Diseases|Atherosclerosis|Coronary Disease|Hypercholesterolemia|Autism Spectrum Disorder|Arthritis|Arthritis, Rheumatoid|Prediabetic State|Gastroparesis|Granuloma|Granulomatous Disease, Chronic|Myocardial Infarction|Infarction|Head and Neck Neoplasms|Leukoplakia|Leukoplakia, Oral|Hyperandrogenism|Menstruation Disturbances|Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Crohn Disease|Intermittent Claudication|Arterial Occlusive Diseases|Peripheral Arterial Disease|Opioid-Related Disorders|Prostatic Neoplasms|Prostatic Neoplasms, Castration-Resistant|HIV-Associated Lipodystrophy Syndrome|Lipodystrophy|Metabolic Syndrome|Melanoma|Hypertension|Dyslipidemias|Renal Insufficiency, Chronic|Coronary Artery Disease|Myocardial Ischemia|Coronary Restenosis|Psoriasis|Asthma|Coinfection|Microvascular Angina|Infertility, Female|Lung Neoplasms|Pancreatitis|Pancreatitis, Chronic|Pulmonary Arterial Hypertension|Hypertension, Pulmonary|Carcinoma, Non-Small-Cell Lung|Precancerous Conditions|Recurrence|Vascular Diseases|Parkinson Disease|Carcinoma|Shock, Septic|Sepsis|Toxemia|Shock|Tobacco Use Disorder|Heroin Dependence|Heart Diseases|Heart Failure|Diabetes Mellitus, Type 1|Cerebral Hemorrhage|Hemorrhage|Squamous Cell Carcinoma of Head and Neck|Oropharyngeal Neoplasms|Mouth Neoplasms|Fibrosis|Cystic Fibrosis|Hematoma|Peripheral Vascular Diseases|Renal Insufficiency|Ataxia|Cerebellar Ataxia|Friedreich Ataxia|Leukemia, Myeloid, Chronic-Phase|Ulcer|Spinal Cord Injuries|Pressure Ulcer|Alcohol-Related Disorders|Alcohol Drinking|Anemia|Thyroid Neoplasms|Thyroid Diseases"
piracetam,Cocaine-Related Disorders|Postpoliomyelitis Syndrome|Myalgia|Muscle Weakness|Syndrome|Dyskinesias|Tardive Dyskinesia|Disease|Psychophysiologic Disorders|Schizophrenia|Anxiety Disorders|Somatoform Disorders
pirenzepine,Peripheral Nervous System Diseases|Diabetic Neuropathies|Pain|Diabetes Mellitus
pirfenidone,"Pulmonary Fibrosis|Fibrosis|Idiopathic Pulmonary Fibrosis|Lung Diseases, Interstitial|Scleroderma, Systemic|Scleroderma, Diffuse|Sclerosis|Lung Diseases|Bronchiolitis|Bronchiolitis Obliterans|Pneumonia|Radiation Pneumonitis|Scleroderma, Localized|COVID-19|Hepatitis C|Hepatitis C, Chronic|Hepatitis|Liver Cirrhosis|Myocardial Infarction|Infarction|Coronavirus Infections|Hermanski-Pudlak Syndrome|Syndrome|Breast Neoplasms|Lymphedema|Breast Cancer Lymphedema|Arthritis|Arthritis, Rheumatoid|Liver Diseases|Alveolitis, Extrinsic Allergic|Hypersensitivity|Kidney Diseases|Renal Insufficiency, Chronic|Hypertension, Pulmonary|Hypertension|Neoplasms|Dermatomyositis|Diabetic Nephropathies|Albinism|Albinism, Oculocutaneous|Platelet Storage Pool Deficiency|Metabolism, Inborn Errors|Renal Insufficiency|Proteinuria|Nephrotic Syndrome|Nephrosis|Glomerulosclerosis, Focal Segmental|Cardiomyopathies|Cardiomyopathy, Hypertrophic|Hypertrophy|Neurofibromatoses|Neurofibromatosis 1|Neurofibroma|Neurofibroma, Plexiform|Heart Failure|Lung Neoplasms|Myofibroma|Leiomyoma|Pneumoconiosis|Silicosis|Graft vs Host Disease|Lung Injury|Wounds and Injuries|Carcinoma, Non-Small-Cell Lung|Respiratory Distress Syndrome|Respiratory Distress Syndrome, Newborn|Acute Lung Injury|Burns|Multiple Sclerosis|Hepatitis A|Keloid|Anthracosis|Albuminuria|Diabetic Foot|Foot Ulcer|Ulcer|Pancreatitis|Respiration Disorders|Respiratory Tract Diseases"
piribedil,Parkinson Disease
pitavastatin,"Hypercholesterolemia|Leukemia|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Obesity|Dyslipidemias|Cardiovascular Diseases|Breast Neoplasms|Renal Insufficiency|Diabetes Mellitus|Diabetes Mellitus, Type 2|Hyperlipidemias|Hyperlipoproteinemias|Hypertension|Heart Diseases|Coronary Disease|Coronary Artery Disease|Myocardial Ischemia|Metabolic Syndrome|Syndrome|Influenza, Human"
podophyllotoxin,"Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Lymphoma|Lymphoma, Non-Hodgkin|Hodgkin Disease|Lymphoma, Mantle-Cell|Lymphoma, B-Cell|Lymphoma, T-Cell|Recurrence|Small Cell Lung Carcinoma|Neuroblastoma|Neoplasms, Germ Cell and Embryonal|Germinoma|Carcinoma, Small Cell|Neoplasms|Teratoma|Carcinoma, Embryonal|Endodermal Sinus Tumor|Choriocarcinoma|Carcinoma|Liver Neoplasms|Hepatoblastoma|Seminoma|Ovarian Neoplasms|Ganglioneuroblastoma|Urinary Bladder Neoplasms|Carcinoma, Neuroendocrine|Lymphoma, Large B-Cell, Diffuse|Leukemia|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Neuroendocrine Tumors|Wilms Tumor|Retinoblastoma|Lymphoma, Follicular|Rhabdomyosarcoma|Sarcoma, Ewing|Neuroectodermal Tumors|Neuroectodermal Tumors, Primitive|Neuroectodermal Tumors, Primitive, Peripheral|Nerve Sheath Neoplasms|Neurofibrosarcoma|Desmoplastic Small Round Cell Tumor|Glioma|Ependymoma|Medulloblastoma|Brain Neoplasms|Rhabdoid Tumor|Sarcoma, Myeloid|Burkitt Lymphoma|Lymphoma, T-Cell, Peripheral|Lymphoma, Large-Cell, Anaplastic|Enteropathy-Associated T-Cell Lymphoma|Intestinal Diseases|Immunoblastic Lymphadenopathy|Plasmablastic Lymphoma|Lymphoma, Large-Cell, Immunoblastic|Hematologic Neoplasms|Castleman Disease|Aggression|Thyroid Diseases|Sarcoma|Genital Neoplasms, Male|Melanoma|Mesothelioma|Mesothelioma, Malignant|Skin Neoplasms|Genital Neoplasms, Female|Bone Neoplasms|Soft Tissue Neoplasms|Pharyngeal Neoplasms|Endocrine Gland Neoplasms|Mouth Neoplasms|Urologic Neoplasms|Thyroid Neoplasms|Neoplasms, Second Primary|Neoplasm Metastasis|Bone Marrow Diseases|Leukemia, Lymphocytic, Chronic, B-Cell|Leukemia, Hairy Cell|Leukemia, Prolymphocytic|Waldenstrom Macroglobulinemia|Leukemia, Prolymphocytic, B-Cell|Lymphoproliferative Disorders|Philadelphia Chromosome|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Leukemia, Monocytic, Acute|Leukemia, Myelomonocytic, Acute|Leukemia, Megakaryoblastic, Acute|Leukemia, Erythroblastic, Acute|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|Preleukemia|Down Syndrome|Myelodysplastic Syndromes|Myeloproliferative Disorders|Syndrome|Leukemia, T-Cell|Leukemia-Lymphoma, Adult T-Cell|Warts|Condylomata Acuminata|Leukemia, Prolymphocytic, T-Cell|Lymphoma, Primary Effusion|Oligodendroglioma|Leukemia, Basophilic, Acute|Leukemia, Eosinophilic, Acute|Hypereosinophilic Syndrome|Nervous System Neoplasms|Central Nervous System Neoplasms|HTLV-I Infections|Sclerosis|Osteosarcoma|Mycoses|Mycosis Fungoides|Lymphoma, AIDS-Related|Prostatic Neoplasms|Carcinoma, Transitional Cell|Urethral Neoplasms|Adrenocortical Carcinoma|Multiple Myeloma|Neoplasms, Plasma Cell|Leukemia, Plasma Cell|Rhabdomyosarcoma, Alveolar|Rhabdomyosarcoma, Embryonal|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Carcinoma, Basal Cell|Basal Cell Nevus Syndrome|Lymphoma, B-Cell, Marginal Zone|Neoplasm, Residual|Adenocarcinoma|Adenocarcinoma of Lung|Carcinoma, Adenosquamous|Carcinoma, Large Cell|Adenocarcinoma, Bronchiolo-Alveolar|Multiple Sclerosis|Encephalitis|Polyneuropathies|Neuromyelitis Optica|Polyradiculoneuropathy, Chronic Inflammatory Demyelinating|Myoclonus|Nervous System Diseases|Stiff-Person Syndrome|Myasthenia Gravis|Lambert-Eaton Myasthenic Syndrome|Opsoclonus-Myoclonus Syndrome|Muscle Weakness|Ocular Motility Disorders|Autoimmune Diseases of the Nervous System|Vasculitis, Central Nervous System|Vasculitis|Autoimmune Diseases|Disease|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Blast Crisis|Anemia, Refractory|Anemia, Refractory, with Excess of Blasts"
pomalidomide,"Multiple Myeloma|Neoplasms, Plasma Cell|Immunoglobulin Light-chain Amyloidosis|Amyloidosis|Neoplasms|Myeloproliferative Disorders|Telangiectasis|Telangiectasia, Hereditary Hemorrhagic|Dilatation, Pathologic|Recurrence|Leukemia|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Preleukemia|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Myelodysplastic Syndromes|Syndrome|Lymphoma|Pulmonary Fibrosis|Idiopathic Pulmonary Fibrosis|Fibrosis|Lymphoma, B-Cell|Lymphoma, Large B-Cell, Diffuse|Prostatic Neoplasms|Sarcoma, Kaposi|Sarcoma|Brain Neoplasms|Medulloblastoma|Nervous System Neoplasms|Central Nervous System Neoplasms|Plasmacytoma|Leukemia, Plasma Cell|Anemia, Sickle Cell|Renal Insufficiency|Burkitt Lymphoma|Lymphoma, Non-Hodgkin|Plasmablastic Lymphoma|Lymphoma, Large-Cell, Immunoblastic|Lymphoma, AIDS-Related|Primary Myelofibrosis|Metaplasia|Carcinoma, Small Cell|Pancreatic Neoplasms|Neoplasm Metastasis|Smoldering Multiple Myeloma|Polycythemia Vera|Lymphoma, Follicular|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Intraocular Lymphoma|Graft vs Host Disease|Polycythemia|Thrombocytosis|Waldenstrom Macroglobulinemia|Acquired Immunodeficiency Syndrome|HIV Infections|Immunologic Deficiency Syndromes|Corneal Diseases|Paraproteinemias|Blood Protein Disorders|Hematologic Diseases|Disease Progression|Hematologic Neoplasms|Lung Diseases|Lung Diseases, Interstitial|Scleroderma, Systemic|Scleroderma, Diffuse|Scleroderma, Localized|Sclerosis|Glioma|Neurofibromatoses|Neurofibromatosis 1|Neoplasms by Histologic Type|Anus Neoplasms|Lymphoma, Primary Effusion|Castleman Disease"
ponatinib,"Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Thyroid Neoplasms|Thyroid Diseases|Gastrointestinal Stromal Tumors|Gastrointestinal Neoplasms|Neoplasms|Leukemia|Leukemia, Myeloid|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Philadelphia Chromosome|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|Glioblastoma|Leukemia, Myeloid, Chronic-Phase|Leukemia, Myeloid, Accelerated Phase|Blast Crisis|Leukemia, Myeloid, Acute|Recurrence|Thrombocytosis|Lymphoma, Non-Hodgkin|Leukemia, Lymphocytic, Chronic, B-Cell|Hodgkin Disease|Hematologic Neoplasms|Breast Neoplasms|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Myelodysplastic Syndromes|Primary Myelofibrosis|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Syndrome|Lymphoma|Carcinoma|Multiple Myeloma|Neoplasms, Plasma Cell|Adenocarcinoma|Pancreatic Neoplasms|Preleukemia|Small Cell Lung Carcinoma|Adenocarcinoma of Lung|Carcinoma, Neuroendocrine|Head and Neck Neoplasms"
pramipexole,"Chronic Pain|Parkinson Disease|Sinusitis|Nasal Polyps|Eosinophilia|Polyps|Chronic Disease|Psychomotor Agitation|Restless Legs Syndrome|Syndrome|Colic|Renal Colic|Anhedonia|Depression|Depressive Disorder|Dysthymic Disorder|Bipolar Disorder|Disease|Bulimia|Feeding and Eating Disorders|Binge-Eating Disorder|Sleep Wake Disorders|Opioid-Related Disorders|Substance Withdrawal Syndrome|Basal Ganglia Diseases|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Myofascial Pain Syndromes|Fibromyalgia|Parkinsonian Disorders|Schizophrenia|Psychotic Disorders|Depressive Disorder, Major|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Renal Insufficiency|Essential Tremor|Tremor|Tourette Syndrome|Substance-Related Disorders|Cocaine-Related Disorders|Hypereosinophilic Syndrome|Compulsive Behavior|Alzheimer Disease|Asthma|Pulmonary Eosinophilia|Fatigue Syndrome, Chronic|Mental Disorders|Problem Behavior|Mood Disorders|Dyskinesias"
pranlukast,"Rhinitis|Rhinitis, Allergic|Rhinitis, Allergic, Seasonal|Sinusitis|Chronic Disease"
praziquantel,Schistosomiasis|Schistosomiasis haematobia|Drug-Related Side Effects and Adverse Reactions|Filariasis|Schistosomiasis mansoni|Schistosomiasis japonica|Neurocysticercosis|Cysticercosis|Taeniasis|Epilepsy
prazosin,"Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Disease|Alcoholism|Alcohol Drinking|Heart Failure|Anxiety Disorders|Dementia|Lewy Body Disease|Alzheimer Disease|Psychomotor Agitation|Problem Behavior|Pure Autonomic Failure|Hypertension|Stress Disorders, Traumatic, Acute|Cardiovascular Diseases|Brain Injuries|Brain Injuries, Traumatic|Brain Concussion|Post-Concussion Syndrome|Post-Traumatic Headache|Headache|Combat Disorders|Hepatitis A|Hepatitis C|Hepatitis C, Chronic|Hepatitis|Fibrosis|Sleep Wake Disorders|Tobacco Use Disorder|Substance Withdrawal Syndrome|Urinary Bladder, Neurogenic|Respiratory Distress Syndrome|COVID-19|Kidney Calculi|Nephrolithiasis|Ureteral Calculi|Ureterolithiasis|Calculi|Poisoning|Scorpion Stings|Stress, Psychological"
primaquine,"Malaria|Malaria, Falciparum|Malaria, Vivax|Hemolysis|Infections|COVID-19|Glucosephosphate Dehydrogenase Deficiency|Pneumonia|Pneumonia, Pneumocystis|Parasitemia|Obesity"
primidone,Neoplasm Metastasis
pritelivir,Herpes Simplex|Herpes Labialis|Infections|Communicable Diseases|Herpes Genitalis
probenecid,"Chondrocalcinosis|Chronic Pain|Substance-Related Disorders|Substance Withdrawal Syndrome|Diabetes Mellitus, Type 2|Syphilis|Syphilis, Congenital|Heart Failure|Infections|Communicable Diseases|Urinary Tract Infections|Intraabdominal Infections|Cytomegalovirus Infections|Cytomegalovirus Retinitis|Retinitis|Cystitis|Hyperuricemia|Hypertension|Prehypertension|Influenza in Birds|Heart Failure, Systolic|Systolic Murmurs|Cellulitis|Overweight|Brain Injuries|Brain Injuries, Traumatic|Alcoholism|Alcohol Drinking|Bacterial Infections|Diabetes Mellitus|Obesity|COVID-19"
probucol,Hyperlipidemias|Hyperlipoproteinemias|Kidney Diseases|Diabetic Nephropathies|Peripheral Arterial Disease|Alzheimer Disease|Cognitive Dysfunction
procainamide,Atrial Fibrillation
procaine,"Sepsis|Toxemia|Neonatal Sepsis|Flatfoot|Hernia|Hernia, Inguinal|Dental Pulp Exposure|Infections|Communicable Diseases|Bacterial Infections|Osteomyelitis|Carcinoma|Nasopharyngeal Carcinoma|Nasopharyngeal Neoplasms|Mucositis|Stomatitis"
prochlorperazine,"Headache Disorders|Headache Disorders, Primary|Emergencies|Headache|Nausea|Cardiotoxicity|Vomiting|Migraine Disorders|Breast Neoplasms|Multiple Myeloma|Neoplasms, Plasma Cell|Facial Neuralgia|Neuralgia"
proguanil,"Malaria|Gastroesophageal Reflux|Malaria, Falciparum|Anemia|Anemia, Sickle Cell"
propafenone,"Atrial Fibrillation|Arrhythmias, Cardiac"
